rho_a(555)  rho_a(659)  rho_a(865)  rho_a(1375)  rho_a(1610)  rho_a(2250)  
  1.80889802E-03   1.39061003E-03   8.57473752E-04   3.04578771E-04   1.99183636E-04   8.58621875E-05 
  1.40703552E-03   1.13264631E-03   7.55523753E-04   3.56410930E-04   2.69303714E-04   1.52047213E-04 
  6.80544628E-03   5.77749069E-03   3.98129327E-03   2.42485310E-03   2.22382928E-03   1.85528889E-03 
  3.69783979E-02   3.22972191E-02   1.96961601E-02   4.34720233E-03   2.10631184E-03   4.12628981E-04 
  3.22762717E-03   2.77423422E-03   2.08417925E-03   1.42223920E-03   1.28402531E-03   9.69866642E-04 
  2.07604974E-04   1.64995987E-04   1.25791780E-04   6.73104005E-05   5.03782198E-05   2.85539093E-05 
  2.29785447E-03   1.87276035E-03   1.36455247E-03   8.13914920E-04   6.92392623E-04   5.19263031E-04 
  8.23075767E-02   7.78277591E-02   5.35571955E-02   1.29651696E-02   6.58894806E-03   1.75121984E-03 
  1.14635994E-04   8.62568343E-05   5.93948987E-05   3.43195828E-05   2.64597658E-05   1.33258394E-05 
  1.32117725E-03   1.03387332E-03   6.53436154E-04   2.72631937E-04   2.01567982E-04   1.30227714E-04 
  3.47118130E-02   3.47226002E-02   3.16259578E-02   2.83583895E-02   2.68720808E-02   2.23907498E-02 
  6.21769533E-02   6.39275446E-02   5.32183917E-02   3.63009332E-02   3.35203629E-02   2.71390553E-02 
  2.56913805E-04   2.06788648E-04   1.47022131E-04   7.29168845E-05   5.20238601E-05   2.07784706E-05 
  1.52609241E-02   1.28738773E-02   9.24387355E-03   4.50942895E-03   3.23234733E-03   1.49965952E-03 
  2.21041779E-04   1.68562565E-04   1.03296864E-04   4.01038138E-05   2.86633495E-05   1.42428578E-05 
  2.69786844E-03   2.11032421E-03   1.32376323E-03   4.33364822E-04   2.61188803E-04   9.39335220E-05 
  7.54319373E-02   6.57484300E-02   4.00393679E-02   9.52079808E-03   5.42331109E-03   2.24077201E-03 
  8.53033136E-04   6.56301448E-04   3.81691140E-04   1.06794970E-04   6.18310472E-05   2.09893497E-05 
  2.44180049E-04   2.02629621E-04   1.39710247E-04   5.72090451E-05   3.72168699E-05   1.17117694E-05 
  8.63578536E-04   6.76303194E-04   4.11581079E-04   1.18757377E-04   6.44803189E-05   1.41568434E-05 
  5.81771184E-04   4.56323567E-04   2.92673790E-04   1.15730226E-04   7.97757799E-05   4.12614859E-05 
  3.82822794E-04   3.06517396E-04   2.09019794E-04   9.68828160E-05   6.70284354E-05   2.56190622E-05 
  2.20108518E-03   1.77844823E-03   1.10808827E-03   3.74041907E-04   2.37187621E-04   9.50915923E-05 
  1.35876505E-04   1.12714507E-04   7.79958291E-05   3.53882180E-05   2.54059401E-05   1.27084928E-05 
  1.39218410E-02   1.45241241E-02   1.31326108E-02   1.04201498E-02   9.34173660E-03   6.57206619E-03 
  4.32809808E-04   4.39902841E-04   4.32635242E-04   3.96674038E-04   3.67200904E-04   2.88963234E-04 
  1.69977678E-03   1.40538893E-03   8.64839752E-04   2.41662364E-04   1.35650787E-04   3.79853774E-05 
  4.43373117E-04   3.26507075E-04   1.82706979E-04   5.57559610E-05   3.39349352E-05   1.20743639E-05 
  2.31640656E-03   1.94861860E-03   1.40162230E-03   9.55147790E-04   8.66788496E-04   7.38976686E-04 
  2.47066831E-04   1.82909917E-04   1.09462873E-04   4.60691068E-05   3.37910548E-05   1.97122802E-05 
  2.40749289E-04   2.03607244E-04   1.66649896E-04   9.99764296E-05   7.96114538E-05   5.24816333E-05 
  4.25192892E-03   3.82266280E-03   3.17312737E-03   2.34952931E-03   2.05325703E-03   1.51025285E-03 
  1.20809702E-02   1.00800828E-02   7.07903380E-03   3.66962080E-03   2.99094869E-03   2.07916139E-03 
  2.70375506E-02   2.32169084E-02   1.63665891E-02   6.70404714E-03   4.38873012E-03   1.50848127E-03 
  3.07462737E-04   2.56847830E-04   1.81535636E-04   9.98282287E-05   8.17987573E-05   5.29267220E-05 
  1.33338979E-03   1.04163836E-03   7.21115209E-04   3.69276817E-04   2.67013863E-04   1.08014892E-04 
  1.81969252E-03   1.58735776E-03   1.30633669E-03   1.05186829E-03   9.86702712E-04   8.84671037E-04 
  1.13761463E-03   8.53691128E-04   4.98430873E-04   1.53986471E-04   9.14069510E-05   3.10673593E-05 
  2.73825913E-04   2.08945538E-04   1.33171205E-04   7.24314222E-05   6.11603256E-05   4.83709592E-05 
  7.48956148E-03   6.24197872E-03   4.45934407E-03   2.29814943E-03   1.80346212E-03   1.21651075E-03 
  1.16101149E-02   9.08666301E-03   5.09451572E-03   1.26799777E-03   7.13491900E-04   2.34596683E-04 
  5.06358596E-03   4.02515989E-03   2.63924411E-03   1.14183204E-03   8.26193259E-04   4.72398214E-04 
  2.31874305E-02   1.91466994E-02   1.24132852E-02   3.81575904E-03   2.09021334E-03   4.25256785E-04 
  6.59140790E-03   5.59200052E-03   3.67571380E-03   1.37719878E-03   9.28599626E-04   4.56616582E-04 
  2.64641810E-04   2.22842153E-04   1.64220933E-04   1.04922659E-04   9.17234613E-05   6.91089038E-05 
  2.00043091E-03   1.69523796E-03   1.31870429E-03   9.88702496E-04   9.21666443E-04   7.53597562E-04 
  3.43115609E-02   3.01128453E-02   2.06594463E-02   1.18609020E-02   1.06899661E-02   9.03724603E-03 
  2.59563887E-03   2.04272798E-03   1.32227277E-03   4.59339997E-04   2.77632300E-04   9.43420240E-05 
  1.32135588E-02   1.10341581E-02   7.30429178E-03   2.42145025E-03   1.36782198E-03   2.59227365E-04 
  9.20590242E-05   7.53527792E-05   5.39127696E-05   2.65779677E-05   1.91563657E-05   7.78811186E-06 
  2.36327082E-03   2.10565343E-03   1.62177670E-03   1.04737974E-03   9.05098664E-04   6.53135636E-04 
  6.02228929E-03   5.66821143E-03   5.24301734E-03   4.32912223E-03   3.75884207E-03   2.68269772E-03 
  9.37936596E-04   7.35365856E-04   4.71792352E-04   1.49687965E-04   8.27599180E-05   1.91413702E-05 
  2.55527883E-02   2.08272318E-02   1.25073485E-02   3.34679044E-03   1.88312471E-03   5.86364129E-04 
  1.35151354E-02   1.13435565E-02   7.84821737E-03   3.40448758E-03   2.38870692E-03   1.02526359E-03 
  2.68832463E-03   2.15733985E-03   1.46299031E-03   9.75916633E-04   9.07005090E-04   8.55048624E-04 
  3.01002939E-03   2.37171740E-03   1.57227000E-03   8.68988265E-04   7.47314339E-04   5.73926652E-04 
  7.12678896E-03   5.89419912E-03   4.01477996E-03   1.71581046E-03   1.21522075E-03   6.14384926E-04 
  2.82602738E-02   2.54104512E-02   2.11694084E-02   1.46924133E-02   1.26073006E-02   9.35274124E-03 
  2.72280553E-03   2.01564959E-03   1.14556000E-03   3.57990614E-04   2.25022809E-04   9.61982002E-05 
  6.76966795E-05   5.55626563E-05   4.20311493E-05   2.72490916E-05   2.24180425E-05   1.50410819E-05 
  1.60774187E-02   1.53667024E-02   1.28976072E-02   8.66811535E-03   7.34717204E-03   4.42970363E-03 
  4.75735713E-03   3.63346314E-03   2.18582082E-03   7.05682090E-04   4.35014427E-04   1.47373057E-04 
  2.11128481E-04   1.60824007E-04   9.73551015E-05   3.95144018E-05   2.98413598E-05   1.98292827E-05 
  2.81600884E-02   2.32771267E-02   1.53671171E-02   6.21548339E-03   4.46207234E-03   2.72232831E-03 
  5.44153571E-03   4.53069116E-03   3.15050545E-03   1.70047460E-03   1.42655174E-03   1.09224307E-03 
  2.41523378E-03   2.42411260E-03   2.34347335E-03   2.38951453E-03   2.36384581E-03   2.08002339E-03 
  3.06960315E-04   2.36997641E-04   1.46786908E-04   4.48204537E-05   2.33366856E-05   3.44871517E-06 
  3.02474794E-03   2.39907313E-03   1.52444091E-03   5.42750502E-04   3.46170639E-04   1.41632330E-04 
  2.76534754E-04   2.04804992E-04   1.14068073E-04   3.76293473E-05   2.45835367E-05   9.74531417E-06 
  1.06640687E-04   1.02574113E-04   9.22014841E-05   7.33640190E-05   6.69594288E-05   5.32431937E-05 
  2.49882938E-02   2.02399636E-02   1.26593542E-02   3.69031046E-03   2.03190824E-03   5.24146643E-04 
  6.94173974E-03   5.77622110E-03   4.96450650E-03   3.49508116E-03   3.09634643E-03   2.37074668E-03 
  2.18105100E-03   1.67602593E-03   1.02236767E-03   3.93598621E-04   2.75030141E-04   1.26730544E-04 
  4.90153210E-04   4.21565538E-04   3.32738855E-04   2.07390374E-04   1.64716710E-04   9.93349660E-05 
  1.31345444E-03   1.06891798E-03   8.23655578E-04   5.13009521E-04   4.43403189E-04   3.40631398E-04 
  6.18563460E-04   4.85662848E-04   3.18763717E-04   1.08677865E-04   6.08795805E-05   1.25530174E-05 
  8.53389240E-04   8.12852149E-04   6.77933935E-04   6.11238356E-04   6.19046265E-04   5.87640852E-04 
  1.41530356E-04   1.15335551E-04   8.22490788E-05   6.71320986E-05   6.53825932E-05   6.44754441E-05 
  1.74246378E-03   1.52940234E-03   1.24225387E-03   8.03373751E-04   6.49682091E-04   4.05461458E-04 
  2.68769032E-02   2.16845994E-02   1.33898472E-02   3.96194610E-03   2.29967552E-03   7.22721144E-04 
  3.82060718E-02   3.71349019E-02   3.07464593E-02   2.46677553E-02   2.39757163E-02   2.09985492E-02 
  3.20797497E-03   2.80617957E-03   1.89185216E-03   1.01808101E-03   8.29809212E-04   5.57419843E-04 
  1.02749812E-04   8.54679552E-05   6.95878220E-05   5.04869449E-05   4.63081892E-05   4.00707984E-05 
  8.74798151E-05   8.91098265E-05   8.44251214E-05   9.07850849E-05   9.34543026E-05   8.90949468E-05 
  1.18773787E-04   9.12873974E-05   5.74892511E-05   1.95309188E-05   1.13900925E-05   3.59276240E-06 
  2.82463784E-02   2.41097077E-02   1.73857877E-02   9.94658613E-03   8.69316002E-03   6.92653666E-03 
  9.44996181E-04   7.86635697E-04   5.55061798E-04   3.47672584E-04   2.87785265E-04   1.98198369E-04 
  5.48174320E-02   4.96987634E-02   3.33787152E-02   9.51311608E-03   5.65430339E-03   2.21318570E-03 
  1.94005069E-03   1.61621300E-03   1.08751412E-03   4.84125232E-04   3.50857921E-04   1.79308603E-04 
  9.63024830E-03   7.71483407E-03   4.71903002E-03   1.24751582E-03   6.11926105E-04   9.11283144E-05 
  6.47715907E-03   5.29656152E-03   3.49995179E-03   1.50320420E-03   1.10820517E-03   6.58499197E-04 
  2.35839529E-04   2.02951176E-04   1.59516044E-04   1.07303858E-04   9.16557214E-05   6.43293291E-05 
  1.38564936E-03   1.36602790E-03   1.19499696E-03   1.08775445E-03   9.40513883E-04   6.19297540E-04 
  1.17876897E-03   9.69385920E-04   6.70337905E-04   3.31060711E-04   2.47014337E-04   1.25496676E-04 
  5.83944853E-03   5.59942311E-03   4.75085921E-03   3.58456805E-03   3.21666187E-03   2.37000244E-03 
  3.14937563E-04   2.41483908E-04   1.60393178E-04   8.11751053E-05   6.02638804E-05   2.83571328E-05 
  3.28685558E-04   2.65996676E-04   1.83766922E-04   1.30113295E-04   1.18814572E-04   1.18499993E-04 
  2.04053119E-03   1.61758312E-03   1.03926699E-03   4.30525530E-04   3.16793542E-04   1.72709421E-04 
  2.18037533E-02   1.78576250E-02   1.16804015E-02   4.28998556E-03   2.76879772E-03   1.09268444E-03 
  4.71569764E-03   3.87393283E-03   2.61605775E-03   1.40132729E-03   1.21144569E-03   9.16862855E-04 
  5.93424097E-02   6.14111211E-02   5.34192988E-02   2.30038517E-02   1.38750056E-02   3.75660742E-03 
  1.60055481E-02   1.29319627E-02   8.17190513E-03   3.22857713E-03   2.37377075E-03   1.54392516E-03 
  1.12580866E-02   8.92263886E-03   5.63567597E-03   2.36983319E-03   1.79219585E-03   1.19385092E-03 
  2.29453991E-03   1.77783181E-03   1.06397912E-03   3.48246133E-04   2.19363247E-04   8.83984811E-05 
  8.95604336E-03   7.19696800E-03   4.78177610E-03   1.82587951E-03   1.18623917E-03   4.95373853E-04 
  6.60135708E-04   5.12306652E-04   3.19681604E-04   1.02421725E-04   5.93344448E-05   1.91779481E-05 
  4.74801676E-04   3.49678772E-04   1.98841932E-04   5.83431741E-05   3.24788035E-05   8.35034306E-06 
  1.55841944E-02   1.27085412E-02   8.23559930E-03   3.38433502E-03   2.46954636E-03   1.31493646E-03 
  1.31180131E-02   1.07589085E-02   7.32535158E-03   3.28959469E-03   2.37646929E-03   1.20203941E-03 
  5.67071541E-03   4.34261618E-03   2.43501214E-03   6.77593512E-04   4.12922113E-04   1.87029619E-04 
  4.06760546E-04   3.24454649E-04   2.11049695E-04   9.49523573E-05   7.32279133E-05   4.80279515E-05 
  4.82030007E-03   3.90049056E-03   2.82550228E-03   1.58335418E-03   1.20499895E-03   6.34734390E-04 
  6.87664578E-04   5.23662226E-04   3.03773316E-04   7.79888383E-05   3.85479449E-05   5.89651276E-06 
  5.05844224E-04   3.97998456E-04   2.44759949E-04   9.86425803E-05   7.13690641E-05   3.94977418E-05 
  3.01801314E-04   2.44574125E-04   1.74847448E-04   7.91576074E-05   5.52755339E-05   2.53606148E-05 
  1.97250633E-03   1.51128687E-03   9.56724699E-04   3.24230932E-04   1.90485316E-04   5.11486749E-05 
  1.32250789E-04   1.00709258E-04   6.30440966E-05   2.73573100E-05   2.03274080E-05   1.20477225E-05 
  1.13935085E-02   9.29235429E-03   5.97910519E-03   2.46008221E-03   1.80666642E-03   1.02860635E-03 
  1.74230890E-04   1.40140783E-04   9.13221294E-05   3.69486462E-05   2.59034787E-05   1.19548784E-05 
  2.12508743E-03   1.79644007E-03   1.30458419E-03   6.84402022E-04   5.61906778E-04   3.45359087E-04 
  1.21935023E-02   9.97204511E-03   6.44643996E-03   2.86185181E-03   2.20318595E-03   1.43088903E-03 
  9.01218064E-04   7.13921895E-04   4.28019353E-04   1.33634838E-04   8.20759874E-05   3.23764257E-05 
  8.74347429E-04   7.24436600E-04   5.07778385E-04   3.19352547E-04   2.85393310E-04   2.29656781E-04 
  3.34516304E-04   2.64888497E-04   1.71743174E-04   7.19454744E-05   5.17676973E-05   2.72014339E-05 
  3.66196097E-02   3.10581379E-02   2.11720239E-02   8.98818458E-03   6.45807346E-03   3.50717402E-03 
  2.52428217E-03   2.09243773E-03   1.49642139E-03   7.77581481E-04   5.88908393E-04   3.12780217E-04 
  4.89789292E-04   3.83258870E-04   2.52808225E-04   1.07660212E-04   7.60263028E-05   3.86492397E-05 
  2.07638356E-02   1.73786699E-02   1.17671564E-02   4.88993873E-03   3.51150640E-03   1.85561211E-03 
  1.13629133E-04   8.88312432E-05   5.96975760E-05   2.97481166E-05   2.38310781E-05   1.73743822E-05 
  8.93209986E-04   6.93039761E-04   4.23134556E-04   1.31832189E-04   7.74999274E-05   2.65371358E-05 
  7.97493592E-02   7.32111262E-02   5.06480524E-02   1.74065639E-02   1.19509384E-02   7.02874855E-03 
  1.42375460E-02   1.25838171E-02   9.84704990E-03   6.48005803E-03   5.56140158E-03   4.06553392E-03 
  2.17485163E-03   1.66672962E-03   9.87935542E-04   3.37509460E-04   2.23987307E-04   1.10160781E-04 
  7.99796238E-03   6.51631696E-03   4.32497040E-03   1.97150938E-03   1.51117807E-03   9.38866523E-04 
  2.54975448E-04   2.17664392E-04   1.49403635E-04   6.32119057E-05   4.48037494E-05   2.24507427E-05 
  6.72314725E-04   5.30297357E-04   3.23494234E-04   1.31659505E-04   9.54451968E-05   4.55657764E-05 
  9.46776193E-03   8.13577994E-03   5.83805442E-03   2.64548353E-03   1.85238265E-03   7.80279217E-04 
  1.74770094E-03   1.52674212E-03   1.21199563E-03   9.17319769E-04   8.49060448E-04   6.94877956E-04 
  8.44872639E-03   7.23594997E-03   4.83164676E-03   1.99636938E-03   1.44341095E-03   8.27629096E-04 
  2.63766146E-03   2.31291211E-03   1.76602326E-03   1.13488652E-03   9.82647425E-04   7.33015116E-04 
  2.92029761E-02   2.52614546E-02   1.77158394E-02   1.03808277E-02   9.18720158E-03   7.74810453E-03 
  1.39524418E-02   1.35863216E-02   1.27451689E-02   1.17928667E-02   1.14653886E-02   9.60683745E-03 
  6.38512585E-04   5.00067654E-04   3.22924451E-04   1.42262519E-04   1.09089881E-04   7.46364103E-05 
  3.26853608E-02   2.98870961E-02   2.19044568E-02   6.99850722E-03   3.53352833E-03   5.56257234E-04 
  4.27810245E-03   4.34473429E-03   4.11259226E-03   3.45335400E-03   3.07401991E-03   2.13474229E-03 
  1.26499486E-02   9.62139681E-03   5.02560467E-03   1.11358690E-03   6.28554873E-04   2.53109643E-04 
  2.68936518E-04   2.06968154E-04   1.20839139E-04   3.56353152E-05   2.06021541E-05   6.54903914E-06 
  2.22922389E-02   1.86378677E-02   1.27212111E-02   4.87785152E-03   3.15821848E-03   1.17561793E-03 
  2.34953223E-03   1.92784019E-03   1.32914125E-03   6.04148163E-04   4.23040291E-04   1.62803855E-04 
  3.02277204E-04   2.33836984E-04   1.44826846E-04   5.27787968E-05   3.38291627E-05   1.28502066E-05 
  9.26688296E-04   7.33576659E-04   5.17682586E-04   2.59505166E-04   1.83892410E-04   7.27288591E-05 
  4.70290665E-04   3.73081728E-04   2.63846057E-04   1.19450078E-04   8.30020903E-05   3.73356742E-05 
  5.23724729E-03   4.85758399E-03   3.94308943E-03   3.17921448E-03   3.03787007E-03   2.87929380E-03 
  2.69135945E-03   2.87176018E-03   2.84243382E-03   3.09073960E-03   3.10565593E-03   2.87854793E-03 
  2.20706576E-03   1.68434151E-03   1.05541086E-03   5.83600577E-04   5.19547885E-04   4.52990720E-04 
  4.22341262E-03   3.35987913E-03   2.14914999E-03   8.72263632E-04   6.29648398E-04   3.67841670E-04 
  7.84686868E-04   6.20705131E-04   4.22521391E-04   1.88468489E-04   1.28106940E-04   4.65202704E-05 
  5.82109074E-05   6.30611790E-05   5.98190955E-05   5.04271137E-05   4.57942496E-05   3.10229315E-05 
  1.79132543E-02   1.50480175E-02   1.09021731E-02   6.15367074E-03   5.15249154E-03   3.89097938E-03 
  4.57713587E-04   3.54832485E-04   2.47708418E-04   1.60152081E-04   1.28613335E-04   6.81406444E-05 
  1.74055221E-03   1.41658286E-03   7.62166125E-04   1.54521963E-04   8.32706775E-05   3.13990305E-05 
  2.97451208E-04   3.47738688E-04   3.82144862E-04   4.03305907E-04   3.95648493E-04   3.37192900E-04 
  3.93231878E-05   3.66285224E-05   3.51933630E-05   3.15485518E-05   2.96688640E-05   2.46683559E-05 
  3.55021712E-04   2.85343985E-04   2.05194311E-04   1.19739852E-04   1.01218666E-04   7.35000039E-05 
  2.64091906E-02   2.63659266E-02   2.26798538E-02   1.61577630E-02   1.39310953E-02   9.33501315E-03 
  5.73938568E-04   4.48225443E-04   2.83228701E-04   8.21360001E-05   4.00439545E-05   5.48684557E-06 
  7.29656211E-04   5.91899865E-04   3.90105785E-04   1.60607936E-04   1.07520140E-04   3.52694215E-05 
  5.08421946E-03   4.40181664E-03   3.29294688E-03   1.75127514E-03   1.35515921E-03   8.21426341E-04 
  5.46318752E-03   4.37771867E-03   2.97255311E-03   1.21749712E-03   8.23109846E-04   3.77151024E-04 
  1.49645447E-02   1.33054214E-02   1.05011683E-02   7.78747416E-03   7.22137689E-03   6.13380320E-03 
  9.35993436E-04   7.19992020E-04   4.40472721E-04   1.29729062E-04   6.88267558E-05   1.32810150E-05 
  9.00703191E-05   9.48529287E-05   8.45325520E-05   6.43112398E-05   5.65775274E-05   3.88725480E-05 
  3.27925648E-04   2.78188344E-04   2.13365166E-04   1.20378789E-04   9.46540712E-05   5.58172977E-05 
  1.36560817E-02   1.20038719E-02   9.05472666E-03   4.71868177E-03   3.45038224E-03   1.56205266E-03 
  2.69870415E-03   2.42549069E-03   1.97058632E-03   1.35344688E-03   1.17020707E-03   8.38348983E-04 
  1.25951247E-04   1.03385241E-04   8.32349020E-05   5.92534760E-05   5.26260151E-05   4.39545013E-05 
  3.19787819E-04   3.05204435E-04   3.00237743E-04   2.84669060E-04   2.70833764E-04   2.17767684E-04 
  5.52879588E-04   4.52638053E-04   3.23059655E-04   1.70865396E-04   1.38348284E-04   9.66967660E-05 
  1.23548318E-02   1.03935484E-02   7.38578207E-03   3.63626416E-03   2.66932680E-03   1.33684669E-03 
  4.95430627E-04   3.89076871E-04   2.33477081E-04   6.11266809E-05   3.03087982E-05   4.87789220E-06 
  7.81277503E-03   6.73718529E-03   5.07074610E-03   3.00645515E-03   2.41953101E-03   1.56751248E-03 
  3.64032444E-03   2.85193776E-03   1.77787759E-03   6.59214479E-04   4.43724192E-04   2.06912489E-04 
  1.26839025E-02   1.19790982E-02   8.83415366E-03   5.55511018E-03   5.19773099E-03   4.31931619E-03 
  7.53907146E-02   6.53679947E-02   3.82856101E-02   9.48748344E-03   5.93093201E-03   3.22333044E-03 
  3.95203877E-03   3.02575067E-03   1.81884214E-03   5.81317814E-04   3.15649377E-04   5.26122786E-05 
  3.05645310E-03   2.58787018E-03   1.79677472E-03   1.12081981E-03   1.02104507E-03   8.52086096E-04 
  1.76607989E-02   1.57587705E-02   1.16444298E-02   6.16177365E-03   4.91652942E-03   3.30611403E-03 
  3.64674138E-03   3.24369972E-03   2.14577091E-03   1.12755206E-03   1.01510502E-03   8.15084464E-04 
  6.28658387E-03   5.45236796E-03   4.60517642E-03   3.43910366E-03   3.15160487E-03   2.57305289E-03 
  2.60241605E-02   2.16001309E-02   1.46825664E-02   6.15089633E-03   4.32251463E-03   2.23904502E-03 
  1.71518858E-03   1.36328902E-03   7.49820005E-04   2.10944009E-04   1.47766189E-04   1.00974433E-04 
  3.10262754E-03   2.34261722E-03   1.28357965E-03   3.79714911E-04   2.58103944E-04   1.43207252E-04 
  1.64619510E-04   1.31584530E-04   8.71514361E-05   3.53997878E-05   2.29471899E-05   6.87996152E-06 
  1.38710358E-04   1.22031499E-04   1.06008400E-04   8.05340318E-05   7.25652436E-05   5.82251374E-05 
  1.58388976E-03   1.38745268E-03   1.18469162E-03   7.83580086E-04   6.54529552E-04   4.82972133E-04 
  2.82221145E-04   2.96084723E-04   3.19079556E-04   2.96208757E-04   2.77286038E-04   2.29958563E-04 
  3.01345322E-02   2.49174688E-02   1.67561804E-02   6.61157101E-03   4.33029925E-03   1.50572684E-03 
  5.39749448E-05   4.93875975E-05   3.94152218E-05   3.21484606E-05   2.92740255E-05   2.79540036E-05 
  8.99194414E-03   8.62624517E-03   7.58906606E-03   6.68880951E-03   6.31900121E-03   5.10422369E-03 
  1.07200929E-02   8.78997381E-03   6.08098245E-03   2.72458963E-03   1.94762109E-03   1.01902470E-03 
  4.62677530E-03   3.89065389E-03   2.53076168E-03   9.00594142E-04   5.79890207E-04   2.39773783E-04 
  2.40243886E-03   2.00573445E-03   1.37074213E-03   7.02868739E-04   5.65417689E-04   3.69541257E-04 
  5.30068423E-02   4.77980591E-02   3.24936459E-02   1.17482306E-02   8.07875085E-03   4.27700738E-03 
  5.10858824E-03   4.44705779E-03   3.17131077E-03   1.60821290E-03   1.28871841E-03   8.24645510E-04 
  2.83628814E-03   2.13595734E-03   1.41419587E-03   8.31413567E-04   6.59023934E-04   3.55177668E-04 
  4.93327011E-03   3.79250264E-03   2.16728198E-03   5.69397332E-04   3.13767822E-04   8.19712588E-05 
  3.14259404E-03   2.57030689E-03   1.49315385E-03   4.54445719E-04   3.21020732E-04   2.08649922E-04 
  7.64424380E-04   6.43508737E-04   3.84461050E-04   1.20314487E-04   8.36352943E-05   5.23921520E-05 
  1.58026122E-02   1.24392901E-02   7.33410250E-03   2.23240138E-03   1.38921057E-03   6.03195374E-04 
  5.84574473E-04   4.67906043E-04   3.16732613E-04   1.56870495E-04   1.25228447E-04   9.13912364E-05 
  9.08864610E-05   8.59452535E-05   7.28126284E-05   5.82429298E-05   5.46512191E-05   4.52567196E-05 
  3.63231509E-03   3.12172408E-03   2.47485728E-03   1.89907048E-03   1.79911184E-03   1.58932041E-03 
  3.79457696E-02   3.26266662E-02   2.16368465E-02   7.43218969E-03   4.82829887E-03   2.07158461E-03 
  2.13551739E-04   1.74702623E-04   1.13487403E-04   3.99743564E-05   2.48572694E-05   8.06297473E-06 
  1.39988136E-04   1.08526226E-04   6.79409255E-05   2.59440888E-05   1.77267957E-05   8.64265616E-06 
  2.47916453E-03   1.98677202E-03   1.32195104E-03   5.26689844E-04   3.44336788E-04   1.42002549E-04 
  1.57630064E-03   1.17082408E-03   6.74443590E-04   2.00561081E-04   1.14934313E-04   3.53372065E-05 
  9.00525711E-04   7.89387693E-04   5.42178377E-04   2.68458359E-04   2.20527653E-04   1.55507870E-04 
  4.49445151E-03   3.72923803E-03   2.27262717E-03   6.09578038E-04   3.28726255E-04   6.76940884E-05 
  9.37191358E-03   8.45764761E-03   6.63611415E-03   5.37276336E-03   4.93027448E-03   4.10191991E-03 
  2.10283856E-02   1.98809897E-02   1.69543193E-02   1.42239671E-02   1.31887162E-02   1.05445759E-02 
  2.73055993E-02   2.37037999E-02   1.69351539E-02   6.30443595E-03   3.81977727E-03   1.19946663E-03 
  7.24153835E-05   6.87316092E-05   6.37540585E-05   5.78578428E-05   5.49318593E-05   4.60631545E-05 
  3.72605512E-03   3.72833814E-03   3.69486275E-03   3.90988801E-03   3.74956288E-03   3.20201109E-03 
  2.55493933E-02   2.63034692E-02   2.59956102E-02   2.23520011E-02   2.06558360E-02   1.54409092E-02 
  9.07832255E-03   7.25829408E-03   4.77990292E-03   1.97287528E-03   1.40084668E-03   8.03334576E-04 
  1.11277689E-02   1.00422433E-02   8.16261115E-03   6.29421070E-03   5.80986023E-03   4.78173194E-03 
  6.31140436E-04   5.16664738E-04   3.28533499E-04   1.14417612E-04   7.39317521E-05   3.13917634E-05 
  2.57963523E-04   2.06612928E-04   1.35986052E-04   6.13430300E-05   4.60154078E-05   2.66314427E-05 
  1.16303248E-04   9.10076270E-05   5.99960253E-05   2.99613046E-05   2.40953001E-05   1.63686130E-05 
  1.42241187E-03   1.06854271E-03   5.74413998E-04   1.63133451E-04   1.12355634E-04   7.01192952E-05 
  2.99258722E-03   2.34363425E-03   1.46736038E-03   4.39388502E-04   2.35135351E-04   4.85391190E-05 
  1.63945964E-03   1.35279124E-03   9.23483280E-04   3.63902694E-04   2.41190158E-04   9.16374300E-05 
  1.21390320E-02   1.11603097E-02   9.04661130E-03   7.13332999E-03   6.72458961E-03   5.72939656E-03 
  2.39584492E-02   2.20761309E-02   1.68401285E-02   9.83882616E-03   8.13567973E-03   5.58025332E-03 
  2.10478886E-02   1.99878141E-02   1.44215057E-02   6.18220747E-03   4.51630236E-03   2.68074213E-03 
  5.38262073E-03   4.18967671E-03   2.31269489E-03   6.68090371E-04   4.53325159E-04   2.57929278E-04 
  3.87472960E-04   3.18031138E-04   2.24837362E-04   1.33130023E-04   1.11421009E-04   7.92189473E-05 
  1.83343562E-04   1.38234897E-04   8.62074067E-05   3.06291224E-05   1.89434759E-05   6.87714135E-06 
  6.85973369E-03   5.47408639E-03   3.31325819E-03   9.60425713E-04   5.52086052E-04   1.78946772E-04 
  1.36912712E-02   1.17341924E-02   8.93555845E-03   5.61360542E-03   4.79199356E-03   3.72862390E-03 
  3.47220266E-03   2.70595204E-03   1.64564141E-03   6.03631951E-04   4.19739048E-04   2.27859075E-04 
  1.75862357E-04   1.42595386E-04   9.30622954E-05   3.58102700E-05   2.34532423E-05   8.25777464E-06 
  2.55255967E-04   1.99934436E-04   1.28514246E-04   4.96852721E-05   3.36859464E-05   1.73305472E-05 
  2.68065951E-03   2.09714645E-03   1.27571600E-03   4.66142782E-04   3.19274522E-04   1.64828765E-04 
  1.72195987E-04   1.65157299E-04   1.17663246E-04   8.22213688E-05   6.66746349E-05   3.37418987E-05 
  2.30892688E-04   1.76340540E-04   1.06587488E-04   3.30471289E-05   1.94584590E-05   6.55349770E-06 
  2.34144681E-04   1.89531251E-04   1.34374045E-04   7.42361326E-05   5.83412379E-05   3.37300351E-05 
