rho_a(555)  rho_a(659)  rho_a(865)  rho_a(1375)  rho_a(1610)  rho_a(2250)  
  6.78249589E-04   6.89521224E-04   7.08536323E-04   5.77866959E-04   4.96648070E-04   3.32606091E-04 
  3.20621969E-04   2.46917791E-04   1.52719042E-04   4.72040498E-05   2.64387146E-05   6.21894407E-06 
  3.59614583E-03   2.81934749E-03   1.83028844E-03   7.81787330E-04   5.64250181E-04   3.30418051E-04 
  5.17160435E-04   4.40634166E-04   3.23092551E-04   1.57627118E-04   1.15989929E-04   5.48457364E-05 
  5.92459645E-03   5.54018429E-03   4.64475326E-03   4.04138028E-03   3.97949755E-03   3.60396329E-03 
  4.09893807E-02   3.59750070E-02   2.46595575E-02   7.41295007E-03   3.82986675E-03   6.45287909E-04 
  1.98015635E-02   1.59231814E-02   8.93439593E-03   1.96444268E-03   9.94891679E-04   2.27889588E-04 
  9.38653438E-04   7.32140860E-04   4.38245639E-04   1.27680352E-04   7.36033119E-05   2.28538954E-05 
  1.61349299E-02   1.34865789E-02   9.67495244E-03   4.86481494E-03   3.57833529E-03   1.67211908E-03 
  1.05868211E-03   9.26153062E-04   7.60742479E-04   5.16776890E-04   4.47758480E-04   3.41398376E-04 
  1.65463618E-04   1.51701270E-04   1.31315181E-04   1.07833133E-04   9.54714155E-05   7.25748703E-05 
  8.51355987E-03   7.10695123E-03   5.23393575E-03   3.73370582E-03   3.51915335E-03   3.11483749E-03 
  1.63931878E-04   1.66395568E-04   1.44443030E-04   1.51488716E-04   1.50161940E-04   1.42510842E-04 
  3.31549402E-03   2.76510679E-03   1.90885795E-03   9.77772843E-04   8.04417827E-04   4.89951647E-04 
  4.01855698E-02   3.63831505E-02   2.69743458E-02   1.20556660E-02   8.49732642E-03   4.39251862E-03 
  8.54437738E-03   6.88227655E-03   4.48185881E-03   1.47861814E-03   8.38965406E-04   1.93842191E-04 
  1.45067035E-04   1.20421039E-04   9.32444341E-05   6.48648956E-05   5.73525724E-05   4.66585282E-05 
  3.62266667E-02   2.96452391E-02   1.72243199E-02   3.84303069E-03   1.83110408E-03   2.74081581E-04 
  3.09247723E-04   2.52495399E-04   1.71098767E-04   7.79139984E-05   5.76599489E-05   3.31297711E-05 
  2.89444633E-04   2.23619790E-04   1.36928775E-04   4.07167705E-05   2.20762645E-05   4.99518587E-06 
  9.88630623E-03   7.72386875E-03   4.66182578E-03   1.38628724E-03   7.95901879E-04   2.54183287E-04 
  3.33670869E-02   3.76329300E-02   3.72077343E-02   3.23725778E-02   2.79379662E-02   1.81670684E-02 
  1.87588068E-03   1.52069289E-03   1.08608781E-03   5.98565972E-04   4.64516401E-04   2.74974945E-04 
  1.30741200E-03   1.10973199E-03   7.93030552E-04   4.73258975E-04   4.09281601E-04   2.92406400E-04 
  1.24279645E-02   1.13056766E-02   8.74053616E-03   6.96246456E-03   6.90533451E-03   6.37337479E-03 
  4.37390269E-04   3.39480896E-04   2.15379194E-04   8.64836000E-05   6.11489452E-05   3.42840808E-05 
  4.92836089E-04   4.05109332E-04   2.46987732E-04   8.49924077E-05   5.81314522E-05   3.04806458E-05 
  6.60306261E-03   5.77409329E-03   4.33091488E-03   2.45452101E-03   2.00492080E-03   1.39422935E-03 
  1.36972061E-03   1.08226393E-03   6.82831736E-04   2.50986087E-04   1.66062820E-04   7.49538125E-05 
  7.78469581E-03   6.29187679E-03   4.01376534E-03   1.25602390E-03   7.27308911E-04   2.09725880E-04 
  7.47566358E-04   6.01014912E-04   3.95877834E-04   1.79342831E-04   1.36725210E-04   8.07328212E-05 
  1.42509335E-02   1.27885787E-02   8.64517160E-03   3.72914239E-03   2.88816784E-03   1.99062239E-03 
  1.55531803E-03   1.27365033E-03   8.07184217E-04   4.27518853E-04   3.86988201E-04   3.25737304E-04 
  2.49326552E-02   2.09794162E-02   1.37808700E-02   5.20700680E-03   3.61525029E-03   1.88326372E-03 
  6.12154986E-03   5.13729336E-03   3.68132625E-03   2.11935409E-03   1.85256016E-03   1.18949946E-03 
  2.43186290E-02   2.37955916E-02   2.09205229E-02   1.80902438E-02   1.73017756E-02   1.42599836E-02 
  2.02976857E-02   1.72697055E-02   1.21782826E-02   6.64367462E-03   5.61385447E-03   3.90469812E-03 
  1.96694457E-04   1.47924878E-04   8.51569847E-05   2.30228874E-05   1.23414131E-05   2.75835707E-06 
  1.46667456E-03   1.15627302E-03   7.50784459E-04   3.14777392E-04   2.26574698E-04   1.19308703E-04 
  5.74237488E-03   4.52515779E-03   3.14073330E-03   1.73436025E-03   1.30023433E-03   5.46318559E-04 
  1.93178255E-04   1.48224820E-04   8.75813701E-05   2.68535270E-05   1.63317303E-05   6.48898911E-06 
  7.85422502E-03   6.58132891E-03   4.97340645E-03   3.43053816E-03   3.20139979E-03   2.75857135E-03 
  6.67796867E-03   6.40767354E-03   6.87050948E-03   6.31026548E-03   5.71834815E-03   4.03875355E-03 
  1.28789412E-02   1.07643477E-02   7.34592996E-03   3.42042158E-03   2.62287445E-03   1.65889561E-03 
  5.14033105E-03   4.46232005E-03   3.19404277E-03   1.57503370E-03   1.21420651E-03   8.01996522E-04 
  4.98651169E-04   4.13380620E-04   3.07977662E-04   1.81965484E-04   1.49459317E-04   1.11338229E-04 
  5.33467934E-03   4.46675190E-03   3.52227579E-03   2.09850347E-03   1.74389923E-03   1.21766558E-03 
  4.37651334E-03   3.77774772E-03   2.26029779E-03   6.26208786E-04   3.92073266E-04   1.90546198E-04 
  3.48744462E-03   3.34917926E-03   3.24402025E-03   3.58205484E-03   3.70928571E-03   3.78364916E-03 
  1.22574609E-02   9.86407849E-03   6.54292850E-03   3.46236888E-03   2.94817075E-03   2.31752485E-03 
  9.51800833E-05   8.06926141E-05   5.99996010E-05   4.31924168E-05   3.88450339E-05   3.21742389E-05 
  5.09553435E-04   3.90981572E-04   2.29728292E-04   9.21026342E-05   7.13376897E-05   5.01916223E-05 
  1.55292919E-02   1.31140960E-02   9.46467950E-03   4.99450362E-03   3.80895314E-03   2.08756531E-03 
  3.80550955E-03   3.18528785E-03   2.36628872E-03   1.65905563E-03   1.52163355E-03   1.27673316E-03 
  2.16792213E-03   1.67097926E-03   1.02269021E-03   3.09086480E-04   1.69203806E-04   3.59925961E-05 
  3.37885833E-03   2.70664734E-03   1.74582784E-03   7.25373985E-04   5.12604257E-04   2.35098286E-04 
  1.16367796E-02   9.99924790E-03   6.94234379E-03   2.87926269E-03   1.99972611E-03   9.08543573E-04 
  6.47418053E-05   6.78571430E-05   6.86568009E-05   6.69229065E-05   6.43986323E-05   5.69263223E-05 
  4.83911339E-04   4.56854071E-04   3.65925204E-04   2.92079392E-04   2.48940485E-04   1.69203002E-04 
  8.39907513E-03   6.53901430E-03   3.90934338E-03   1.15109552E-03   6.67757599E-04   2.05361075E-04 
  5.03127553E-02   4.61429554E-02   3.30981541E-02   1.30052913E-02   8.60700647E-03   3.26078473E-03 
  1.02283521E-04   8.19324263E-05   5.46611092E-05   2.39912985E-05   1.66559138E-05   7.44293936E-06 
  7.91281232E-04   6.71790282E-04   5.01689806E-04   3.09684334E-04   2.68589165E-04   2.09808298E-04 
  8.48236558E-03   6.97278105E-03   4.68691794E-03   2.29448205E-03   1.72904156E-03   9.81431555E-04 
  1.40093931E-02   1.23374267E-02   1.06470719E-02   6.78483385E-03   5.47687240E-03   3.50344033E-03 
  1.53541795E-02   1.29677173E-02   9.05681262E-03   4.42760083E-03   3.30406881E-03   1.84370487E-03 
  1.37287464E-03   1.15926232E-03   7.93636171E-04   3.20212977E-04   2.12244071E-04   7.77161047E-05 
  2.29909465E-03   2.06598052E-03   1.80196246E-03   1.31715409E-03   1.08982322E-03   7.38846850E-04 
  4.83705920E-03   3.88845954E-03   2.28650396E-03   6.97838996E-04   4.51538542E-04   2.08392187E-04 
  4.46709425E-02   3.74190918E-02   2.21233131E-02   5.38323182E-03   3.05511427E-03   1.15193493E-03 
  7.95138991E-03   6.19202535E-03   3.79320489E-03   1.56929024E-03   1.21800847E-03   8.55483286E-04 
  7.39231428E-04   6.81321610E-04   6.78358625E-04   6.37056431E-04   5.91378217E-04   4.93494226E-04 
  2.77731169E-02   2.57138452E-02   2.03569911E-02   1.17936651E-02   9.86681482E-03   6.82362620E-03 
  6.24357143E-04   5.02852159E-04   3.38835112E-04   1.34216764E-04   8.65087523E-05   2.99595976E-05 
  1.84497498E-03   1.57722278E-03   9.97988452E-04   4.67052938E-04   4.01476596E-04   2.92960385E-04 
  3.78290677E-02   3.26134556E-02   2.25984800E-02   7.89251021E-03   4.69096707E-03   1.40289129E-03 
  2.27191402E-02   2.01299007E-02   1.40169664E-02   6.77834860E-03   5.36063827E-03   3.71309644E-03 
  8.75416378E-04   6.86500764E-04   4.37286627E-04   1.47506672E-04   8.88150661E-05   2.97075970E-05 
  6.08139279E-04   4.60574721E-04   2.78028736E-04   9.33679644E-05   5.96023387E-05   2.58978223E-05 
  1.05627526E-02   8.96710417E-03   6.46830306E-03   3.84297437E-03   3.34799530E-03   2.57519773E-03 
  4.65675288E-04   4.61377367E-04   4.34689263E-04   3.92060169E-04   3.74188479E-04   3.05340967E-04 
  3.31532378E-04   2.61226209E-04   1.66667034E-04   6.50131107E-05   4.48584930E-05   2.31528991E-05 
  3.97757650E-04   3.88772652E-04   4.04897420E-04   3.56044904E-04   3.31310790E-04   2.64268169E-04 
  5.40870227E-03   4.25454594E-03   2.61682353E-03   7.76735841E-04   4.34916167E-04   1.08358964E-04 
  8.90193117E-05   7.41185076E-05   5.73415071E-05   3.96332108E-05   3.60517219E-05   3.05393230E-05 
  2.23206674E-04   1.85621533E-04   1.29272925E-04   6.72041986E-05   5.27099770E-05   3.13164135E-05 
  4.11715749E-04   3.23348798E-04   2.13838884E-04   8.61678671E-05   5.75012208E-05   2.29573074E-05 
  4.74124659E-04   3.92857382E-04   2.81902448E-04   1.63630638E-04   1.35171350E-04   9.46822709E-05 
  9.31585966E-03   7.83437225E-03   5.50013695E-03   3.14694584E-03   2.52783871E-03   1.69365155E-03 
  2.89920700E-03   2.32017360E-03   1.54938643E-03   6.93552545E-04   5.17386569E-04   3.15070878E-04 
  3.36903830E-02   3.02537871E-02   2.33286147E-02   1.22024912E-02   8.79209705E-03   3.36840358E-03 
  3.72344432E-04   3.14580086E-04   2.07598511E-04   1.72629259E-04   1.32856935E-04   7.42896281E-05 
  6.11594309E-02   5.35352425E-02   3.51443983E-02   1.21899242E-02   8.50751283E-03   4.99655332E-03 
  4.44238905E-02   4.00381064E-02   2.73880068E-02   1.04507591E-02   7.48678074E-03   4.25142980E-03 
  6.13838153E-03   4.86087473E-03   3.16825844E-03   1.32944775E-03   9.53595227E-04   5.33527660E-04 
  4.40126060E-02   3.62473844E-02   2.18510386E-02   5.83600376E-03   3.38827693E-03   1.23548002E-03 
  2.57894461E-03   2.06379852E-03   1.47506273E-03   8.08344563E-04   6.50884409E-04   4.60331664E-04 
  2.39802656E-04   1.87459653E-04   1.23627513E-04   6.40533494E-05   5.30089476E-05   3.89823131E-05 
  1.71575298E-04   1.41849876E-04   1.06825887E-04   6.29199345E-05   5.37430438E-05   3.95498744E-05 
  5.35928314E-03   4.37884019E-03   3.06908085E-03   1.36341382E-03   9.52396200E-04   4.29202022E-04 
  6.13173191E-03   5.11562127E-03   3.83129478E-03   1.90313856E-03   1.43516605E-03   8.53211938E-04 
  4.15712123E-03   3.40407407E-03   2.20863389E-03   6.45809804E-04   3.13693546E-04   3.98820557E-05 
  8.37265352E-05   6.66989842E-05   4.50933972E-05   2.30007889E-05   1.85374121E-05   1.32071919E-05 
  2.01544030E-04   1.69337970E-04   1.24138146E-04   6.37297688E-05   4.83576156E-05   2.62727368E-05 
  2.11323151E-04   1.71067174E-04   1.09614169E-04   7.33007019E-05   5.89196162E-05   3.05565592E-05 
  1.38063153E-03   1.12433217E-03   7.37515850E-04   3.26668109E-04   2.44378296E-04   1.49521316E-04 
  6.32237450E-03   5.45998095E-03   4.22344777E-03   2.75297024E-03   2.33588391E-03   1.71604856E-03 
  4.70511208E-04   3.62798406E-04   2.28590543E-04   9.67268200E-05   7.12128942E-05   4.11694124E-05 
  4.07744833E-03   3.39074549E-03   2.43129575E-03   1.39320119E-03   1.11426146E-03   7.48846972E-04 
  4.44191058E-04   3.67544640E-04   2.40011490E-04   1.12111729E-04   7.90840231E-05   3.47727096E-05 
  3.00340674E-02   2.58685803E-02   1.85956190E-02   1.14667099E-02   1.03333127E-02   8.45410983E-03 
  7.11690957E-04   5.61013505E-04   3.80377133E-04   1.88741008E-04   1.34288198E-04   5.32856377E-05 
  2.68240571E-03   2.06038260E-03   1.23089607E-03   3.53891518E-04   1.86629401E-04   3.74098340E-05 
  4.03247905E-04   3.16567479E-04   2.06230558E-04   8.56194229E-05   6.06647239E-05   3.15707210E-05 
  4.32408619E-03   3.40740649E-03   2.18306717E-03   8.13015003E-04   5.23513714E-04   2.12162764E-04 
  6.61178763E-05   7.01109958E-05   6.37813652E-05   5.94469354E-05   5.89690994E-05   5.20979436E-05 
  1.30386541E-02   1.27579280E-02   1.19023657E-02   1.10390584E-02   1.04774078E-02   8.77938499E-03 
  9.78539837E-05   8.87088427E-05   7.88038607E-05   5.68878998E-05   4.92958389E-05   3.46557433E-05 
  7.39596867E-03   5.90421453E-03   3.96874316E-03   2.41220344E-03   2.20911195E-03   1.91518127E-03 
  1.00184885E-03   7.99131883E-04   4.96920883E-04   2.13626668E-04   1.65695288E-04   1.15953882E-04 
  8.56493736E-03   7.37646067E-03   5.93166418E-03   4.30588107E-03   3.95954952E-03   3.20782704E-03 
  4.30976720E-04   3.20116650E-04   1.83481032E-04   6.56661734E-05   4.35593515E-05   1.69917646E-05 
  2.83631229E-04   2.42596635E-04   1.82930488E-04   1.17991353E-04   1.00560355E-04   5.85817710E-05 
  6.61654395E-03   5.28154137E-03   3.52448962E-03   1.55303117E-03   1.12239368E-03   5.96902802E-04 
  5.94074637E-02   5.79392568E-02   4.67386352E-02   2.43454090E-02   1.82652034E-02   1.04738459E-02 
  2.40648934E-02   1.99658653E-02   1.40969040E-02   6.44319896E-03   4.55775012E-03   2.15233877E-03 
  7.66627026E-02   9.03785081E-02   1.00850143E-01   1.01004591E-01   9.72960828E-02   8.51260724E-02 
  3.60718662E-02   2.97384609E-02   1.89122403E-02   6.39300163E-03   4.09308770E-03   1.78857586E-03 
  1.67080178E-02   1.46035843E-02   1.06974140E-02   6.21256832E-03   5.34899389E-03   3.60483197E-03 
  6.30517749E-03   4.92506614E-03   3.00489260E-03   9.36708476E-04   5.51090434E-04   1.75552973E-04 
  9.38866640E-03   7.49918556E-03   5.09084243E-03   2.15990226E-03   1.43430376E-03   5.13015498E-04 
  1.16756633E-04   9.13243535E-05   5.89544349E-05   2.12852439E-05   1.29910680E-05   3.99478024E-06 
  2.49047777E-02   2.20364145E-02   1.58838460E-02   8.10630936E-03   6.55078029E-03   4.60931437E-03 
  1.97239011E-02   1.71819075E-02   1.22302299E-02   6.66006708E-03   5.52054189E-03   3.93773624E-03 
  5.81331573E-03   4.49068976E-03   2.57627585E-03   6.52960532E-04   3.39941936E-04   7.24568127E-05 
  1.97071322E-02   1.60943145E-02   1.03486583E-02   3.78920365E-03   2.49249082E-03   1.06666505E-03 
  5.23919125E-04   4.35871435E-04   3.13685798E-04   1.74180083E-04   1.46924725E-04   1.07296271E-04 
  5.29706469E-05   4.88717252E-05   4.07961524E-05   3.77250877E-05   3.65068798E-05   3.00247186E-05 
  1.01027742E-03   8.88028099E-04   6.36821285E-04   4.50212574E-04   4.40228268E-04   4.15085314E-04 
  5.05299458E-03   4.56615885E-03   3.40814137E-03   1.88974668E-03   1.55340301E-03   7.81041039E-04 
  3.27019810E-02   2.70926309E-02   1.78499517E-02   5.99172409E-03   3.63494905E-03   1.00492667E-03 
  2.83601489E-03   2.37580676E-03   1.72343129E-03   8.96858587E-04   6.92689226E-04   4.32720431E-04 
  1.05230666E-02   8.76952942E-03   6.24607863E-03   3.40447211E-03   2.65021358E-03   1.56358794E-03 
  5.82797750E-05   5.45746887E-05   6.10067538E-05   6.44874093E-05   6.12296006E-05   4.87972204E-05 
  8.73709594E-05   7.29012378E-05   5.69197491E-05   3.96858700E-05   3.64024806E-05   3.07971899E-05 
  3.37594319E-02   2.88398383E-02   1.85727177E-02   6.91218722E-03   4.96420548E-03   2.96875177E-03 
  5.84480019E-04   4.68194285E-04   3.21647657E-04   1.46971840E-04   1.07049338E-04   5.88950117E-05 
  1.27444343E-04   1.01924027E-04   7.09555455E-05   3.54238897E-05   2.53389357E-05   1.00744577E-05 
  2.15963028E-03   1.67399323E-03   9.63493404E-04   2.99453003E-04   1.93154104E-04   8.86222638E-05 
  6.91459096E-04   5.33256716E-04   3.26571259E-04   1.03796870E-04   6.22385393E-05   2.22674386E-05 
  1.86394116E-02   1.62773082E-02   1.29692049E-02   7.71871971E-03   5.91613174E-03   3.22072952E-03 
  9.32388622E-03   8.11851819E-03   6.92447846E-03   5.09751009E-03   4.48979335E-03   3.44571945E-03 
  3.29860037E-02   2.85535396E-02   1.86905306E-02   5.10884673E-03   2.50986575E-03   3.58305367E-04 
  4.39925893E-04   3.57394574E-04   2.18599623E-04   6.00389329E-05   3.23066602E-05   7.21276071E-06 
  2.40317340E-03   1.87285008E-03   1.10331616E-03   3.81604924E-04   2.58580698E-04   1.31617353E-04 
  8.44181168E-04   7.32241315E-04   5.44206843E-04   3.82547731E-04   3.31175030E-04   2.52865239E-04 
  1.43503406E-04   1.09425848E-04   6.56968343E-05   2.09097364E-05   1.27825341E-05   4.78471810E-06 
  2.66207747E-04   1.99730953E-04   1.23894177E-04   5.09731482E-05   3.53792825E-05   1.94085010E-05 
  1.58379460E-02   1.30314505E-02   8.87788162E-03   3.73917605E-03   2.53643734E-03   9.66550442E-04 
  1.46513024E-03   1.36227471E-03   1.21399504E-03   9.99504088E-04   8.88867152E-04   6.67974453E-04 
  3.62250111E-04   3.84982774E-04   3.82269334E-04   4.03573993E-04   3.96988186E-04   3.22815372E-04 
  2.43954281E-02   2.14031314E-02   1.50876922E-02   6.22224901E-03   4.27666871E-03   1.88626285E-03 
  6.87107578E-03   5.81490365E-03   4.48189843E-03   2.80915839E-03   2.34473928E-03   1.60639972E-03 
  4.00775306E-03   3.26042290E-03   2.24632903E-03   1.56007173E-03   1.37903802E-03   1.13618383E-03 
  2.11196212E-03   1.81635980E-03   1.24967440E-03   8.00522902E-04   7.52881009E-04   6.56095999E-04 
  2.66479041E-02   2.27505115E-02   1.59151382E-02   8.60147902E-03   7.23255627E-03   5.42317096E-03 
  2.01826708E-02   1.78872387E-02   1.40397100E-02   9.29256680E-03   7.97021231E-03   5.81826313E-03 
  2.52750130E-03   1.91057123E-03   1.16568682E-03   5.35093610E-04   4.08184611E-04   2.44756496E-04 
  2.36490028E-04   1.78879178E-04   1.04301080E-04   3.09989762E-05   1.81917615E-05   6.59509864E-06 
  2.29221054E-04   2.30760343E-04   1.76029595E-04   1.11640757E-04   9.33507558E-05   5.92160144E-05 
  2.19843521E-02   1.97242726E-02   1.58227213E-02   1.14705816E-02   9.31463851E-03   5.41141299E-03 
  1.04631749E-03   9.87594237E-04   8.36738984E-04   6.98911613E-04   6.60537236E-04   5.31748115E-04 
  1.43161438E-04   1.22591277E-04   1.00075624E-04   7.70104403E-05   6.93098798E-05   5.64712703E-05 
  1.27009716E-04   1.05370466E-04   7.57796769E-05   4.41437969E-05   3.74023416E-05   2.63434765E-05 
  9.31331671E-04   7.30415596E-04   4.56559021E-04   1.43700149E-04   8.20126206E-05   2.19596573E-05 
  1.70820503E-02   1.69629433E-02   1.34601598E-02   8.83786412E-03   7.52997483E-03   5.15376471E-03 
  1.83774473E-03   1.45446994E-03   9.14368573E-04   3.49211535E-04   2.31705677E-04   9.99841272E-05 
  2.08254116E-02   1.71367605E-02   1.22520711E-02   6.46935843E-03   4.81112870E-03   2.37001941E-03 
  2.65554598E-02   2.36644989E-02   1.79539755E-02   1.18739522E-02   1.08744598E-02   9.10520291E-03 
  2.59066715E-03   2.19254619E-03   1.62065368E-03   9.61834437E-04   7.57759419E-04   4.65195475E-04 
  1.35918035E-02   1.04298724E-02   6.76366340E-03   3.68887506E-03   2.82504657E-03   1.27363084E-03 
  9.41386680E-03   7.61667090E-03   5.05218114E-03   1.78509452E-03   1.08445613E-03   3.55264107E-04 
  1.50021249E-02   1.20976581E-02   8.34697282E-03   3.67736258E-03   2.41586108E-03   8.05667138E-04 
  3.04227492E-02   2.49858315E-02   1.64621451E-02   5.91131118E-03   3.61616387E-03   9.56293204E-04 
  9.68835533E-04   8.19815928E-04   5.87107990E-04   3.31962047E-04   2.66158506E-04   1.72128755E-04 
  2.20755084E-04   1.89156197E-04   1.64059602E-04   1.45840300E-04   1.41895775E-04   1.31864306E-04 
  4.58248621E-03   4.67196858E-03   4.85257557E-03   5.08362879E-03   5.04814458E-03   4.52946002E-03 
  2.12172368E-04   1.64969722E-04   1.07431197E-04   4.65509955E-05   3.38649606E-05   2.03269695E-05 
