R_toa(555)  R_toa(659)  R_toa(865)  R_toa(1375)  R_toa(1610)  R_toa(2250)  
  3.07096781E-02   1.62877040E-02   6.76728250E-03   9.43808682E-05   2.00911852E-03   1.29130874E-03 
  4.29022184E-02   1.98404092E-02   4.51189110E-03   1.28027148E-04   5.65098424E-04   2.06592814E-04 
  2.30883110E-02   1.12325277E-02   4.42316552E-03   1.61616907E-04   6.37057037E-04   2.55042740E-04 
  1.94187082E-02   7.73194983E-03   2.60847625E-03   9.80827690E-05   6.90433269E-04   4.99149987E-04 
  1.11152555E-02   5.55733197E-03   2.12400644E-03   5.29025567E-05   5.31222494E-04   3.12345244E-04 
  1.63478873E-02   6.76593384E-03   2.49337531E-03   6.98923282E-05   5.05664896E-04   2.77477404E-04 
  2.56418338E-02   1.51734122E-02   8.13067130E-03   1.06044180E-04   1.50557371E-03   5.25211053E-04 
  2.89231547E-02   1.28902883E-02   5.05947918E-03   1.56539606E-04   9.49321405E-04   5.12732311E-04 
  2.73770219E-02   1.11406221E-02   3.69764399E-03   1.20284452E-04   6.43440305E-04   3.17558046E-04 
  2.65975660E-02   1.89412921E-02   1.07701963E-02   6.12799715E-05   2.90049328E-03   1.65002620E-03 
  2.60011802E-02   1.03535419E-02   2.51784335E-03   1.05763760E-04   2.11612597E-04   6.58374529E-05 
  3.87493871E-02   1.80620780E-02   7.21530567E-03   1.14729489E-04   1.08772122E-03   2.91520588E-04 
  2.96863005E-02   1.15979650E-02   4.00516260E-03   1.31814991E-04   4.43657635E-04   1.21156709E-04 
  2.71886429E-02   8.89808271E-03   2.70985039E-03   9.87100570E-05   5.05919517E-04   3.07192402E-04 
  4.86683796E-02   3.58235382E-02   2.39038606E-02   9.82015722E-05   5.88861272E-03   2.90436329E-03 
  1.66084352E-02   8.96701268E-03   4.27817034E-03   7.84383274E-05   5.82297445E-04   1.41585933E-04 
  1.77363564E-02   8.37380622E-03   3.42937428E-03   9.83342244E-05   4.13332000E-04   1.35704794E-04 
  2.23011091E-02   8.43852895E-03   2.94494453E-03   9.90535871E-05   4.77794380E-04   2.03867189E-04 
  2.13662570E-02   8.01819156E-03   2.20018019E-03   9.43412763E-05   2.28142783E-04   7.57235513E-05 
  1.91229415E-02   6.62835038E-03   1.71310022E-03   7.65440431E-05   1.30271576E-04   3.50272820E-05 
  2.16039481E-02   8.76298397E-03   2.94148233E-03   1.10264872E-04   3.95451734E-04   1.66258821E-04 
  1.60188001E-02   6.37462795E-03   2.08293456E-03   1.03284396E-04   2.16811786E-04   7.99884097E-05 
  2.06946044E-02   8.02195098E-03   2.68473998E-03   9.05714765E-05   6.92740380E-04   4.76941958E-04 
  2.86985273E-02   1.68377895E-02   8.48887243E-03   1.02626382E-04   1.69583919E-03   6.31588283E-04 
  2.50807590E-02   1.48945764E-02   7.46087272E-03   8.20213881E-05   2.06166077E-03   1.32240344E-03 
  2.12197694E-02   1.47524916E-02   8.96347951E-03   7.61472321E-05   1.83285525E-03   6.37188784E-04 
  2.53892408E-02   9.46277807E-03   2.36433668E-03   1.04494658E-04   1.96551818E-04   5.71704324E-05 
  1.59639942E-02   7.29501509E-03   2.78155495E-03   7.96959846E-05   2.54318862E-04   4.91653397E-05 
  4.40211013E-02   3.25300425E-02   2.00941537E-02   7.83456827E-05   3.07907059E-03   9.32239425E-04 
  2.44344641E-02   1.22855091E-02   4.28252488E-03   1.48482426E-04   3.30004436E-04   7.45117973E-05 
  3.97231222E-02   2.92826881E-02   1.99441203E-02   1.14592860E-04   8.23163847E-03   4.51179421E-03 
  3.12241612E-02   1.80177723E-02   1.05890652E-02   9.11770633E-05   4.10195886E-03   2.41802801E-03 
  2.03031227E-02   7.99955824E-03   2.44075819E-03   1.13440104E-04   2.59540793E-04   9.12294647E-05 
  1.81090200E-02   1.07448552E-02   5.40453699E-03   7.25917029E-05   8.27945224E-04   1.84117810E-04 
  2.93925918E-02   1.72838800E-02   9.23511370E-03   1.60425658E-04   2.32597882E-03   1.09122144E-03 
  3.18050493E-02   1.39636926E-02   4.65969475E-03   1.29283411E-04   8.85004119E-04   4.85035077E-04 
  2.40668683E-02   1.10372028E-02   4.65048045E-03   1.07286573E-04   1.22367429E-03   7.10544181E-04 
  5.18733664E-02   3.29839088E-02   1.72588666E-02   8.94181026E-05   9.11627206E-03   6.64062365E-03 
  1.86677467E-02   7.12996487E-03   2.03337169E-03   9.20111683E-05   1.64848257E-04   4.34523948E-05 
  3.36781575E-02   1.39804361E-02   4.25504867E-03   8.62840043E-05   1.81533816E-03   1.40468381E-03 
  3.76645153E-02   1.62606747E-02   6.36531180E-03   1.14829203E-04   1.86204445E-03   1.19974997E-03 
  3.51875134E-02   2.08603913E-02   1.17147919E-02   1.41820945E-04   2.86922857E-03   1.08202169E-03 
  2.13950959E-02   1.51631676E-02   1.07178162E-02   4.94376653E-05   2.73725596E-03   8.74837597E-04 
  1.39422763E-02   6.81083113E-03   2.49914387E-03   1.05175543E-04   2.49181826E-04   7.19370319E-05 
  1.97082822E-02   9.42874055E-03   3.31506721E-03   1.50990653E-04   2.90846854E-04   8.16673012E-05 
  1.43350342E-02   5.61319475E-03   1.69267326E-03   7.77881369E-05   1.33843970E-04   3.60477887E-05 
  4.00452141E-02   3.11673030E-02   2.02135600E-02   1.17848574E-04   8.67192675E-03   4.91829294E-03 
  2.02034416E-02   7.57385958E-03   2.31072299E-03   1.09309787E-04   1.82160137E-04   4.38830154E-05 
  2.83828361E-02   2.27878664E-02   1.69494727E-02   5.66308206E-05   7.40079655E-03   4.96810760E-03 
  1.45741957E-02   5.89190960E-03   1.89575233E-03   8.81329377E-05   1.56720210E-04   3.99550311E-05 
  3.71649355E-02   2.35877335E-02   1.50842376E-02   1.45230709E-04   6.27369185E-03   3.93888040E-03 
  1.74174749E-02   8.85142812E-03   4.05449717E-03   8.09211651E-05   1.47992282E-03   9.21100724E-04 
  1.72707939E-02   1.05712877E-02   5.89022396E-03   7.65486809E-05   1.28360065E-03   5.33913799E-04 
  1.78327960E-02   7.23516422E-03   2.25746761E-03   1.04989650E-04   2.08556875E-04   6.89059175E-05 
  1.87327513E-02   1.04181883E-02   5.09014348E-03   1.05329015E-04   1.00001565E-03   3.02002452E-04 
  1.94155613E-02   7.73016942E-03   2.12552088E-03   1.02101565E-04   1.85355324E-04   6.59990826E-05 
  2.69653887E-02   1.58743380E-02   8.39122659E-03   1.23956060E-04   1.66130807E-03   4.74096282E-04 
  1.67203695E-02   1.01660559E-02   5.07680478E-03   6.88812642E-05   7.67868918E-04   3.02565391E-04 
  1.66515076E-02   1.05185420E-02   4.06669646E-03   8.40045954E-05   9.51430892E-04   5.51864947E-04 
  1.59448961E-02   6.89571728E-03   2.23182987E-03   5.53208767E-05   2.45766007E-04   7.51694262E-05 
  6.88643012E-02   6.67009902E-02   3.52578910E-02   7.12541039E-05   5.64161727E-03   2.78227130E-03 
  1.60917753E-02   6.96071563E-03   2.34657614E-03   1.00955462E-04   4.08659910E-04   2.14922776E-04 
  3.11502327E-02   2.04478032E-02   1.14843173E-02   7.02324748E-05   3.35386769E-03   2.32139142E-03 
  2.12247737E-02   1.28650109E-02   7.68997412E-03   8.52975996E-05   2.92008920E-03   1.87837333E-03 
  2.17986356E-02   1.12011292E-02   4.25651328E-03   1.62816020E-04   4.45792273E-04   1.18844489E-04 
  1.85143607E-02   6.82279659E-03   1.83705473E-03   8.01972182E-05   1.41311786E-04   3.62662747E-05 
  1.72062754E-02   7.09713453E-03   1.88828657E-03   6.37867642E-05   2.07256787E-04   6.21433351E-05 
  1.55449782E-02   5.92177383E-03   1.82149421E-03   9.37077177E-05   1.71146655E-04   6.07680304E-05 
  2.80535968E-02   1.52744413E-02   8.46540087E-03   1.07055824E-04   3.45719345E-03   2.16157353E-03 
  1.66595433E-02   7.24511961E-03   2.91364449E-03   9.64584056E-05   7.20391085E-04   4.62938065E-04 
  1.02208662E-02   4.29473680E-03   1.43623043E-03   6.47670572E-05   1.24064992E-04   3.29499977E-05 
  3.18599023E-02   2.06612365E-02   1.20993543E-02   1.11535447E-04   1.97574422E-03   4.95144567E-04 
  4.49914819E-02   2.40924176E-02   1.25225161E-02   1.78978214E-04   2.50881467E-03   7.26003133E-04 
  2.08454593E-02   7.43524516E-03   2.14800219E-03   1.06796674E-04   1.81193677E-04   5.10103023E-05 
  1.80955169E-02   8.01080995E-03   3.22682051E-03   1.04852966E-04   7.12362484E-04   3.51063245E-04 
  2.82428723E-02   1.25232545E-02   3.97375519E-03   7.96237698E-05   5.94789776E-04   2.73779261E-04 
  1.76636885E-02   6.98378086E-03   2.35109223E-03   1.07293025E-04   3.84707468E-04   2.04389071E-04 
  1.86178814E-02   7.98591478E-03   2.72127529E-03   1.13291648E-04   2.38048333E-04   6.44969139E-05 
  3.43144935E-02   2.16922328E-02   1.13471440E-02   1.01687987E-04   4.30894848E-03   2.94312115E-03 
  1.42564329E-02   5.16896677E-03   1.48698407E-03   6.38323874E-05   1.17730731E-04   3.18647623E-05 
  4.80189472E-02   3.31710140E-02   2.03121812E-02   1.08039861E-04   4.03809533E-03   1.39913380E-03 
  4.17440463E-02   2.80303438E-02   1.66305308E-02   8.75314571E-05   3.34392574E-03   1.42150513E-03 
  2.81615448E-02   2.13716453E-02   1.41488051E-02   6.12352364E-05   6.78612481E-03   5.06185122E-03 
  2.94723115E-02   1.43106470E-02   2.92194941E-03   9.24607507E-05   2.34651767E-04   6.28153943E-05 
  2.14842648E-02   9.68957796E-03   3.52451867E-03   1.43728492E-04   5.28282832E-04   2.05236741E-04 
  3.38075431E-02   2.18498879E-02   1.21314898E-02   8.23474475E-05   2.16339474E-03   9.92521760E-04 
  3.37851893E-02   2.36370463E-02   9.91011971E-03   5.90681078E-05   1.57637532E-03   6.25664072E-04 
  1.12462996E-02   4.99634691E-03   1.67486133E-03   8.62209770E-05   1.55160730E-04   5.15179757E-05 
  2.32525582E-02   9.67704692E-03   3.02662874E-03   6.53402571E-05   7.97079087E-04   5.37228217E-04 
  4.41075032E-02   2.77642886E-02   1.58908469E-02   1.07710728E-04   2.69623388E-03   4.89564831E-04 
  2.24029046E-02   1.29991467E-02   5.84594452E-03   1.04487982E-04   6.07772883E-04   1.90656748E-04 
  1.72423965E-02   7.10378962E-03   2.41138671E-03   8.39352679E-05   2.43385539E-04   9.85084119E-05 
  2.49272753E-02   1.17213030E-02   5.25717886E-03   1.30771335E-04   1.45852467E-03   6.81570766E-04 
  3.52717711E-02   1.34749150E-02   2.57200710E-03   9.84900541E-05   1.91792886E-04   4.89825782E-05 
  2.79548144E-02   1.44216529E-02   6.76658510E-03   1.41968260E-04   1.57805474E-03   6.75758614E-04 
  2.50689862E-02   1.03627215E-02   2.40807858E-03   1.08543937E-04   1.98374875E-04   6.01690233E-05 
  2.48790773E-02   1.04156097E-02   3.42801970E-03   1.40776270E-04   3.93863538E-04   1.40737568E-04 
  1.26782626E-02   5.16214123E-03   1.73530926E-03   5.57922940E-05   3.34041667E-04   1.84989092E-04 
  2.38197042E-02   1.08636602E-02   4.48042792E-03   1.10576427E-04   6.49083574E-04   1.81531641E-04 
  1.38428011E-02   6.43323091E-03   2.54910510E-03   7.04681262E-05   5.55254316E-04   2.60808212E-04 
  2.98398945E-02   1.47964367E-02   3.10607779E-03   1.05879952E-04   5.31145001E-04   3.26234799E-04 
  2.40785255E-02   1.18672306E-02   2.86812292E-03   9.64441821E-05   2.78622746E-04   8.77650289E-05 
  1.42512658E-02   6.84906527E-03   1.82745454E-03   7.04398993E-05   1.43118690E-04   4.28844023E-05 
  3.59170686E-02   2.56696647E-02   1.97816299E-02   7.53162609E-05   1.42755368E-02   1.15359695E-02 
  8.51579318E-03   4.50541186E-03   1.83006570E-03   5.14250050E-05   1.78889727E-04   5.29988577E-05 
  5.29881009E-02   3.22505290E-02   1.57163654E-02   1.77425019E-04   4.25249347E-03   2.22277889E-03 
  2.43708294E-02   9.49846103E-03   3.03107350E-03   1.10485248E-04   2.79980767E-04   9.54026157E-05 
  2.06914679E-02   8.73098739E-03   2.86007832E-03   1.32885402E-04   2.86195512E-04   8.56394285E-05 
  1.70270991E-02   1.01130283E-02   5.41488897E-03   6.98825005E-05   1.01173449E-03   3.69081175E-04 
  2.31337818E-02   1.04976899E-02   3.57035670E-03   1.41664468E-04   3.20851740E-04   1.03859125E-04 
  2.17765948E-02   1.03086305E-02   4.10117656E-03   1.00299788E-04   4.91390693E-04   1.84439770E-04 
  2.47162361E-02   1.14154799E-02   5.10133415E-03   1.06673976E-04   8.91673322E-04   4.22470939E-04 
  2.74082942E-02   8.92641930E-03   1.86924484E-03   7.91943145E-05   1.49938938E-04   5.17037510E-05 
  1.81404467E-02   8.25290474E-03   2.83948705E-03   1.09328591E-04   2.83209002E-04   5.80344029E-05 
  2.61133490E-02   1.51890764E-02   5.69528595E-03   8.46271195E-05   1.58690269E-03   1.02450922E-03 
  3.41132175E-02   2.11129063E-02   8.67243519E-03   8.41721513E-05   2.43981824E-03   1.46314854E-03 
  3.52132845E-02   1.40829252E-02   2.90260098E-03   9.87217571E-05   4.97787876E-04   3.20885678E-04 
  2.04312579E-02   1.15069183E-02   7.21013527E-03   1.03835747E-04   4.37600745E-03   3.28400742E-03 
  5.70849082E-02   4.35490437E-02   2.41950394E-02   1.32101844E-04   1.19541140E-02   8.18391476E-03 
  3.69600065E-02   1.45477159E-02   3.26371285E-03   8.19535977E-05   3.25588554E-04   1.18778173E-04 
  2.04875145E-02   1.06842260E-02   5.16108319E-03   1.06482102E-04   1.24733917E-03   6.53504430E-04 
  2.26024970E-02   1.14413554E-02   4.15496776E-03   1.06507595E-04   1.11094427E-03   6.32135010E-04 
  1.97708791E-02   1.28976796E-02   8.13430278E-03   7.96876949E-05   3.39624003E-03   2.23471852E-03 
  2.18177417E-02   8.28649740E-03   2.40657755E-03   1.18137178E-04   2.28769207E-04   7.59768875E-05 
  2.68116760E-02   1.09245590E-02   3.30671605E-03   1.44491653E-04   2.64314933E-04   7.35522878E-05 
  2.46421102E-02   1.50001318E-02   1.06592147E-02   1.17339404E-04   8.08451158E-03   6.05651403E-03 
  4.37087225E-02   3.06190469E-02   1.99569452E-02   7.54887071E-05   8.61871845E-03   6.38188707E-03 
  1.39442112E-02   8.37693971E-03   2.18757710E-03   7.33062722E-05   2.20345757E-04   7.68879647E-05 
  1.52782114E-02   6.43191328E-03   2.23664590E-03   1.05344020E-04   4.07826446E-04   2.54989490E-04 
  1.50745197E-02   8.66893967E-03   5.34251923E-03   6.24659814E-05   2.90842953E-03   2.07227750E-03 
  1.50229177E-02   6.49357075E-03   1.88109274E-03   8.83154752E-05   1.68840773E-04   5.92028002E-05 
  2.07699725E-02   7.06024653E-03   2.00120735E-03   9.34478254E-05   1.65586181E-04   4.58825735E-05 
  2.03131510E-02   1.09860110E-02   5.68602921E-03   1.04898744E-04   1.70112364E-03   8.80588358E-04 
  1.35800710E-02   5.63524507E-03   1.83083097E-03   9.28275538E-05   1.58431942E-04   4.82478654E-05 
  3.71153895E-02   1.39196628E-02   3.04996678E-03   1.27509016E-04   2.45047976E-04   8.17467647E-05 
  1.96132380E-02   8.39744509E-03   2.88971964E-03   9.13719385E-05   3.92999916E-04   2.13756428E-04 
  2.14211886E-02   1.47593879E-02   8.81161677E-03   6.45243958E-05   2.14085778E-03   1.18662767E-03 
  1.67815912E-02   7.28961909E-03   2.31064542E-03   9.48459472E-05   2.73523774E-04   1.21377051E-04 
  1.71737089E-02   8.41533607E-03   2.57703577E-03   6.80694326E-05   3.53162015E-04   1.93736583E-04 
  5.77718730E-02   4.59614971E-02   3.17544742E-02   8.69813426E-05   1.26818097E-02   9.33137114E-03 
  4.15940826E-02   2.61977217E-02   4.11429903E-03   1.03903399E-04   3.46580934E-04   1.63606464E-04 
  1.70001127E-02   7.02344246E-03   2.17385797E-03   9.60365291E-05   1.88133771E-04   4.92427767E-05 
  1.30055731E-02   5.43525361E-03   1.78757689E-03   8.96508627E-05   1.77419922E-04   5.78856507E-05 
  2.06205153E-02   1.05149400E-02   5.21605572E-03   1.06940988E-04   1.34373892E-03   5.07912966E-04 
  1.50974321E-02   5.85130504E-03   1.98844961E-03   6.69477133E-05   4.62382458E-04   2.90385428E-04 
  6.53506862E-02   4.64253133E-02   3.08453298E-02   1.88608241E-04   8.40321417E-03   3.64456467E-03 
  2.36640089E-02   1.14628623E-02   3.05264186E-03   1.24605233E-04   3.73623490E-04   1.71730651E-04 
  3.13791138E-02   2.03893209E-02   5.56881559E-03   9.64693239E-05   1.43581313E-03   8.32032163E-04 
  5.55821312E-02   4.36722057E-02   2.77382815E-02   9.81642070E-05   4.53898906E-03   2.27784072E-03 
  2.16052016E-02   8.90589937E-03   2.09527956E-03   7.45444172E-05   2.90149169E-04   1.95696356E-04 
  2.81740112E-02   1.50436013E-02   7.38643820E-03   9.53065845E-05   1.11837864E-03   3.81378029E-04 
  1.43026017E-02   6.62703834E-03   2.10811413E-03   9.23413473E-05   1.69240303E-04   4.05828577E-05 
  3.01287485E-02   2.10874438E-02   4.95908289E-03   1.36778208E-04   3.55209219E-04   8.55285747E-05 
  2.15863740E-02   1.01779973E-02   5.04086031E-03   9.94607463E-05   2.34969543E-03   1.67343842E-03 
  1.81641536E-02   6.90124549E-03   2.19401502E-03   1.00130745E-04   1.91270080E-04   4.51523198E-05 
  2.61457194E-02   1.45473671E-02   7.32784443E-03   1.19248339E-04   1.32223457E-03   5.40568380E-04 
  2.99264221E-02   1.68511524E-02   7.45651101E-03   1.13406411E-04   1.46815112E-03   5.18988438E-04 
  2.33235350E-02   1.41472839E-02   6.76375024E-03   8.24588740E-05   9.63563848E-04   2.29738041E-04 
  3.54865625E-02   1.99174260E-02   1.10848565E-02   1.16980610E-04   3.48870651E-03   2.07245597E-03 
  3.56597357E-02   1.40982081E-02   3.38211209E-03   1.38215527E-04   3.25911387E-04   1.10031493E-04 
  1.95413398E-02   1.16002530E-02   6.00082555E-03   1.05863951E-04   2.43222402E-03   1.66414726E-03 
  2.02909770E-02   1.04521007E-02   5.12318629E-03   7.80826995E-05   1.70337747E-03   1.21124930E-03 
  1.44980563E-02   5.53866387E-03   1.67757217E-03   8.03113609E-05   1.62587931E-04   6.38917864E-05 
  1.94428538E-02   7.32065323E-03   2.28160156E-03   1.08875862E-04   1.98575898E-04   5.20932840E-05 
  1.30317650E-02   5.78534350E-03   2.27636055E-03   7.45722937E-05   3.61088880E-04   1.51207563E-04 
  4.87353781E-02   2.98120067E-02   6.77540546E-03   1.26315113E-04   6.94054050E-04   2.27944206E-04 
  2.09242362E-02   7.26168414E-03   2.06946931E-03   1.04026827E-04   1.65502010E-04   4.44972565E-05 
  4.00561285E-02   2.40501310E-02   1.30015176E-02   1.33105032E-04   2.10793499E-03   7.01504839E-04 
  3.88903035E-02   2.67355901E-02   1.61600468E-02   1.12332335E-04   3.65477611E-03   1.68312037E-03 
  1.64915714E-02   8.97746380E-03   4.21602355E-03   9.49632135E-05   5.85837841E-04   1.60559731E-04 
  1.64880947E-02   6.22946231E-03   1.74966673E-03   8.40459047E-05   1.41277452E-04   3.97299642E-05 
  3.59927914E-02   1.75689540E-02   5.74958847E-03   1.92462843E-04   5.72088296E-04   1.49252696E-04 
  1.16410949E-02   5.04928581E-03   1.72481959E-03   8.76849816E-05   2.41446975E-04   1.34815470E-04 
  1.69560236E-02   8.18162466E-03   3.14537149E-03   9.73348143E-05   7.26013609E-04   4.34966067E-04 
  1.49195303E-02   5.37211971E-03   1.68618561E-03   6.79395492E-05   2.12360134E-04   1.01066552E-04 
  2.18210008E-02   1.03365201E-02   3.66786284E-03   1.25080618E-04   2.78716950E-04   6.47698311E-05 
  1.71674701E-02   6.99208577E-03   2.09743106E-03   9.23028072E-05   3.04965456E-04   1.74253259E-04 
  2.47929938E-02   1.47963675E-02   9.62969375E-03   1.37277478E-04   5.35071490E-03   3.60700018E-03 
  1.66288390E-02   6.83130214E-03   2.27606601E-03   1.04403936E-04   2.04733575E-04   5.31775510E-05 
  1.78238517E-02   5.66474230E-03   1.55953660E-03   7.26941908E-05   1.35236079E-04   4.68851427E-05 
  1.66429941E-02   1.04938244E-02   5.57780442E-03   5.05847028E-05   7.51746099E-04   2.33083834E-04 
  1.43087941E-02   6.55603421E-03   2.42294233E-03   1.06861066E-04   3.98901727E-04   2.22337553E-04 
  5.91921759E-02   4.70933946E-02   2.62538260E-02   7.20300300E-05   8.47536675E-03   6.04693120E-03 
  3.48210825E-02   2.05570136E-02   3.74148063E-03   1.05531924E-04   5.02994270E-04   3.21309555E-04 
  1.11267045E-02   4.99967769E-03   1.77104259E-03   7.47349736E-05   1.58746608E-04   3.64962036E-05 
  2.82684777E-02   1.93518361E-02   1.33889720E-02   1.07574743E-04   5.97179767E-03   3.22193379E-03 
  1.64733000E-02   7.22572977E-03   2.03527032E-03   6.85064626E-05   1.68715633E-04   5.22095769E-05 
  2.22019956E-02   8.63731853E-03   2.51189939E-03   9.02865896E-05   2.61950899E-04   1.09427505E-04 
  3.07288227E-02   1.64474852E-02   4.15174977E-03   1.28854521E-04   9.11985467E-04   5.47814598E-04 
  2.15019440E-02   1.22793837E-02   5.60200744E-03   1.10263913E-04   5.66381990E-04   1.07873671E-04 
