t(555)  t(659)  t(865)  t(1375)  t(1610)  t(2250)  
  7.25423871E-01   8.04389785E-01   8.86109584E-01   9.60665648E-01   9.73532608E-01   9.85328048E-01 
  8.83586482E-01   9.30938188E-01   9.69492588E-01   9.90741120E-01   9.93699029E-01   9.96815232E-01 
  6.49410233E-01   7.38068161E-01   8.37520020E-01   9.13775503E-01   9.24308851E-01   9.37269339E-01 
  8.43646638E-01   9.13747735E-01   9.69123960E-01   9.94006468E-01   9.96344580E-01   9.98297531E-01 
  6.80278157E-01   7.45019988E-01   8.14072629E-01   8.57901833E-01   8.63578164E-01   8.75564889E-01 
  8.47520695E-01   8.98371215E-01   9.42007212E-01   9.77037175E-01   9.83232084E-01   9.89448310E-01 
  8.50378316E-01   9.08780164E-01   9.59854926E-01   9.88345353E-01   9.91979949E-01   9.94820391E-01 
  8.36976575E-01   9.03064027E-01   9.57989444E-01   9.88084427E-01   9.91549622E-01   9.94685139E-01 
  9.09181123E-01   9.49930311E-01   9.80144180E-01   9.95424397E-01   9.96425193E-01   9.97980551E-01 
  8.44493366E-01   9.07238425E-01   9.54482881E-01   9.78474453E-01   9.81064461E-01   9.84402038E-01 
  8.54385961E-01   9.13579143E-01   9.60094382E-01   9.84154443E-01   9.86684981E-01   9.91227727E-01 
  7.36904525E-01   8.07122054E-01   8.86995168E-01   9.68045874E-01   9.77662662E-01   9.82602516E-01 
  8.18320415E-01   8.90794704E-01   9.50528344E-01   9.78362739E-01   9.81428981E-01   9.84273867E-01 
  8.53875444E-01   9.13500930E-01   9.60737254E-01   9.85994213E-01   9.89401571E-01   9.93153917E-01 
  6.28134360E-01   7.13676131E-01   8.15232154E-01   9.08717086E-01   9.04994655E-01   9.43320720E-01 
  9.15068717E-01   9.53258707E-01   9.81422504E-01   9.96432662E-01   9.97955640E-01   9.99247327E-01 
  8.17597306E-01   8.71248842E-01   9.21004247E-01   9.72437820E-01   9.80808617E-01   9.89414039E-01 
  8.51252715E-01   9.08958964E-01   9.58643434E-01   9.88779359E-01   9.92872758E-01   9.96497377E-01 
  9.01613440E-01   9.43494603E-01   9.76279519E-01   9.93789579E-01   9.95379627E-01   9.97261847E-01 
  4.90313520E-01   5.82309314E-01   7.10106028E-01   8.52231317E-01   8.80647579E-01   9.11181939E-01 
  7.98174216E-01   8.63006097E-01   9.26603294E-01   9.75819121E-01   9.86095090E-01   9.91328355E-01 
  8.62802812E-01   9.18566321E-01   9.62751787E-01   9.89733260E-01   9.93370877E-01   9.96652697E-01 
  9.07119830E-01   9.46713843E-01   9.77820646E-01   9.92999648E-01   9.95130205E-01   9.97726190E-01 
  9.05120447E-01   9.48595992E-01   9.80262825E-01   9.95139429E-01   9.96831859E-01   9.98463372E-01 
  9.05222714E-01   9.49855697E-01   9.82373981E-01   9.96682612E-01   9.98140604E-01   9.99386651E-01 
  8.75621643E-01   9.30152251E-01   9.71882341E-01   9.92564939E-01   9.94993602E-01   9.97324671E-01 
  9.09780567E-01   9.50466292E-01   9.82002218E-01   9.96071950E-01   9.97672480E-01   9.99289079E-01 
  9.04483450E-01   9.45027224E-01   9.75489870E-01   9.91605072E-01   9.93595951E-01   9.95553639E-01 
  7.38836577E-01   8.10073139E-01   8.81107946E-01   9.52079629E-01   9.65215315E-01   9.78605262E-01 
  7.86926716E-01   8.53161921E-01   9.15443868E-01   9.62004083E-01   9.69414678E-01   9.78481940E-01 
  5.64442520E-01   6.60146962E-01   7.84581621E-01   9.10456357E-01   9.35936269E-01   9.52969190E-01 
  9.05389018E-01   9.48573605E-01   9.80680935E-01   9.96247543E-01   9.97796095E-01   9.99216746E-01 
  8.51180956E-01   9.13876778E-01   9.63114165E-01   9.91318901E-01   9.94976156E-01   9.98336700E-01 
  4.79207712E-01   5.82657841E-01   7.27971933E-01   8.93363867E-01   9.24535051E-01   9.54598427E-01 
  8.04601292E-01   8.91461308E-01   9.59298092E-01   9.92356128E-01   9.95780230E-01   9.98735627E-01 
  7.02234394E-01   7.58178215E-01   8.26866318E-01   9.06396914E-01   9.21371108E-01   9.38407477E-01 
  7.70990769E-01   8.31788036E-01   8.87396952E-01   9.43596225E-01   9.55332501E-01   9.70152486E-01 
  9.06172471E-01   9.48369167E-01   9.80301990E-01   9.95445059E-01   9.97047237E-01   9.98431734E-01 
  7.58080586E-01   8.28777924E-01   8.98775313E-01   9.65245395E-01   9.77072011E-01   9.89225660E-01 
  6.96187350E-01   7.81520981E-01   8.74357076E-01   9.46339137E-01   9.56768513E-01   9.66722299E-01 
  8.35303562E-01   8.97474373E-01   9.50543658E-01   9.79204868E-01   9.82735730E-01   9.86331702E-01 
  8.06750993E-01   8.82225734E-01   9.42214809E-01   9.73508507E-01   9.77150642E-01   9.81116380E-01 
  7.34123752E-01   8.00116051E-01   8.70419062E-01   9.38611233E-01   9.53448857E-01   9.68517764E-01 
  9.00223976E-01   9.46691962E-01   9.80806975E-01   9.97614878E-01   9.98618723E-01   9.99463656E-01 
  8.89484387E-01   9.33087414E-01   9.68478031E-01   9.87526941E-01   9.90312912E-01   9.92813444E-01 
  8.09392002E-01   8.69825910E-01   9.28379465E-01   9.63573804E-01   9.68194442E-01   9.74343389E-01 
  6.65646445E-01   7.49735597E-01   8.46117850E-01   9.33482262E-01   9.51741654E-01   9.74187379E-01 
  6.01224217E-01   6.81019865E-01   7.77344563E-01   8.99089456E-01   9.27259091E-01   9.63486881E-01 
  8.52420851E-01   9.18430525E-01   9.69042600E-01   9.93640663E-01   9.96089434E-01   9.98232576E-01 
  8.53904015E-01   9.19951296E-01   9.71785990E-01   9.94937425E-01   9.97036910E-01   9.98827227E-01 
  8.87622763E-01   9.39421114E-01   9.78967656E-01   9.96629035E-01   9.98194217E-01   9.99478286E-01 
  7.21373495E-01   7.81012099E-01   8.33702160E-01   8.97755753E-01   9.12203840E-01   9.28839002E-01 
  8.91436801E-01   9.41822341E-01   9.78954535E-01   9.96312564E-01   9.97995063E-01   9.99436327E-01 
  5.35585233E-01   6.18939442E-01   7.24915670E-01   8.30068534E-01   8.48786807E-01   8.70708902E-01 
  8.86943868E-01   9.39565788E-01   9.78388565E-01   9.95799296E-01   9.97583499E-01   9.99144712E-01 
  6.57072559E-01   7.34543383E-01   8.22028726E-01   8.89189158E-01   9.00140772E-01   9.16341235E-01 
  8.16217964E-01   8.78564978E-01   9.27341398E-01   9.57009150E-01   9.61905701E-01   9.68649199E-01 
  6.98070669E-01   7.75531443E-01   8.63252636E-01   9.45857649E-01   9.58302667E-01   9.70563541E-01 
  8.94265607E-01   9.43208221E-01   9.79243742E-01   9.96693860E-01   9.98224605E-01   9.98982807E-01 
  7.54025947E-01   8.23988232E-01   8.96479054E-01   9.58864228E-01   9.18308064E-01   9.48818893E-01 
  9.13018981E-01   9.53770164E-01   9.83600839E-01   9.97145541E-01   9.98402154E-01   9.99511856E-01 
  7.46368713E-01   8.15235710E-01   8.96196328E-01   9.62301404E-01   9.74556692E-01   9.85733482E-01 
  8.04589557E-01   8.71854707E-01   9.32230984E-01   9.76625470E-01   9.83404915E-01   9.89990099E-01 
  7.92670238E-01   8.62996485E-01   9.23780351E-01   9.65412814E-01   9.71029954E-01   9.76466093E-01 
  8.65535327E-01   9.24216797E-01   9.69132519E-01   9.83702291E-01   9.88112674E-01   9.92200496E-01 
  4.38045606E-01   5.44830754E-01   6.77865268E-01   8.64136222E-01   8.98676827E-01   9.33846018E-01 
  9.09526147E-01   9.50422015E-01   9.81318090E-01   9.95648058E-01   9.97251320E-01   9.98561587E-01 
  7.31644644E-01   8.05278120E-01   8.82083086E-01   9.50690936E-01   9.64635921E-01   9.79768287E-01 
  7.63700877E-01   8.25596349E-01   8.93974131E-01   9.47994297E-01   9.57186692E-01   9.69170416E-01 
  8.15837198E-01   8.94530130E-01   9.57422182E-01   9.90391152E-01   9.94242194E-01   9.97817160E-01 
  8.20468663E-01   9.60327040E-01   9.83173723E-01   9.96798159E-01   9.98245876E-01   9.99633864E-01 
  8.84967405E-01   9.36999529E-01   9.74862972E-01   9.94408079E-01   9.96728259E-01   9.99077231E-01 
  9.12093027E-01   9.53211473E-01   9.83897740E-01   9.97269967E-01   9.98482572E-01   9.99506182E-01 
  8.39380904E-01   8.86166329E-01   9.31407117E-01   9.69086191E-01   9.75447393E-01   9.82735801E-01 
  8.94917536E-01   9.37351717E-01   9.72544729E-01   9.91586322E-01   9.93956253E-01   9.96262964E-01 
  8.89507457E-01   9.40344404E-01   9.78288631E-01   9.95924527E-01   9.97642467E-01   9.99139703E-01 
  5.91169938E-01   6.77850334E-01   7.94877036E-01   9.28180860E-01   9.50862580E-01   9.71000095E-01 
  6.70710232E-01   7.48201120E-01   8.48427374E-01   9.45306093E-01   9.62950403E-01   9.81450652E-01 
  9.12074517E-01   9.51667666E-01   9.82192649E-01   9.96732194E-01   9.98140594E-01   9.99389998E-01 
  8.96729645E-01   9.37340398E-01   9.71665106E-01   9.91001214E-01   9.93419051E-01   9.95858027E-01 
  8.52134610E-01   9.07345959E-01   9.54711415E-01   9.85066542E-01   9.89403015E-01   9.93611680E-01 
  9.11887540E-01   9.50461408E-01   9.81057366E-01   9.96012880E-01   9.97518718E-01   9.98864785E-01 
  8.60107058E-01   9.25670042E-01   9.72947391E-01   9.94930080E-01   9.97106304E-01   9.99022418E-01 
  7.72555389E-01   8.54622031E-01   9.31282032E-01   9.77967997E-01   9.83598703E-01   9.88873522E-01 
  8.89342297E-01   9.41367101E-01   9.79352738E-01   9.93966662E-01   9.96065607E-01   9.98020016E-01 
  6.10180620E-01   6.83557647E-01   7.70293459E-01   9.13357347E-01   9.42349398E-01   9.69042508E-01 
  5.91054011E-01   6.82437344E-01   7.91892976E-01   9.13040604E-01   9.36852023E-01   9.60972386E-01 
  6.98972650E-01   7.77806597E-01   8.60317338E-01   9.25075579E-01   9.35662335E-01   9.49330539E-01 
  8.76621157E-01   9.31513534E-01   9.73668872E-01   9.93411206E-01   9.95890809E-01   9.98252823E-01 
  8.67618953E-01   9.22574358E-01   9.67041133E-01   9.91279312E-01   9.94269056E-01   9.97190842E-01 
  6.99071173E-01   7.80639619E-01   8.70656270E-01   9.48621155E-01   9.63554516E-01   9.78678467E-01 
  6.80409570E-01   7.61849363E-01   8.54976972E-01   9.41997299E-01   9.54971965E-01   9.70707437E-01 
  9.01000334E-01   9.48613905E-01   9.82311699E-01   9.96951496E-01   9.98280775E-01   9.99405483E-01 
  8.68616370E-01   9.23993774E-01   9.68286946E-01   9.91767165E-01   9.94444705E-01   9.96936253E-01 
  6.88427946E-01   7.58501392E-01   8.25032649E-01   9.26348311E-01   9.53806346E-01   9.84072077E-01 
  8.04823177E-01   8.79609734E-01   9.43861795E-01   9.85240969E-01   9.90491485E-01   9.94953844E-01 
  8.45743217E-01   9.16372305E-01   9.69580493E-01   9.94181048E-01   9.96546209E-01   9.98586708E-01 
  8.47366502E-01   9.03356239E-01   9.50664457E-01   9.79482564E-01   9.83525691E-01   9.87735630E-01 
  9.04216094E-01   9.47790042E-01   9.80901151E-01   9.96591684E-01   9.98434467E-01   9.99367403E-01 
  8.02112497E-01   8.63871217E-01   9.21195468E-01   9.50709366E-01   9.62643955E-01   9.72292479E-01 
  9.12067574E-01   9.52765196E-01   9.82340147E-01   9.96789215E-01   9.98175869E-01   9.99387248E-01 
  8.61599045E-01   9.23277732E-01   9.70651235E-01   9.93100748E-01   9.95249928E-01   9.97157403E-01 
  8.67113002E-01   9.24957295E-01   9.67925985E-01   9.88307951E-01   9.90383082E-01   9.92706340E-01 
  8.11853145E-01   8.78825946E-01   9.39457572E-01   9.80643659E-01   9.87027635E-01   9.93267004E-01 
  8.51285207E-01   9.09366968E-01   9.55314773E-01   9.83192352E-01   9.87539186E-01   9.92742207E-01 
  9.15647340E-01   9.54518206E-01   9.81317939E-01   9.94565330E-01   9.95989468E-01   9.97290500E-01 
  8.80809245E-01   9.31821801E-01   9.71044493E-01   9.92726089E-01   9.95280034E-01   9.97472029E-01 
  8.67182061E-01   9.29264682E-01   9.74729308E-01   9.95237883E-01   9.97183267E-01   9.98844938E-01 
  7.18042819E-01   7.82783083E-01   8.49569398E-01   9.03304276E-01   9.13762571E-01   9.26163134E-01 
  8.41262997E-01   9.11882696E-01   5.49818060E-01   9.92200137E-01   9.95152345E-01   9.97743379E-01 
  6.40933526E-01   7.20585462E-01   8.16450302E-01   9.13576517E-01   9.29138074E-01   9.46038216E-01 
  8.39366223E-01   9.12371585E-01   9.68382581E-01   9.93923810E-01   9.96301646E-01   9.98356702E-01 
  8.82826835E-01   9.35088805E-01   9.75112382E-01   9.94800013E-01   9.96861804E-01   9.98781871E-01 
  7.65706908E-01   8.33240393E-01   9.03146447E-01   9.61831144E-01   9.72060319E-01   9.82917898E-01 
  8.40809261E-01   9.15725572E-01   9.68993618E-01   9.93586490E-01   9.95869718E-01   9.97822243E-01 
  8.25464482E-01   8.96649407E-01   9.54308778E-01   9.87811649E-01   9.91738872E-01   9.95216108E-01 
  8.17975579E-01   8.84164088E-01   9.41487366E-01   9.79221039E-01   9.84729016E-01   9.89834106E-01 
  9.10647468E-01   9.52148596E-01   9.83105556E-01   9.97162142E-01   9.98443441E-01   9.99303879E-01 
  8.92666610E-01   9.36765145E-01   9.74719432E-01   9.93546570E-01   9.96377543E-01   9.98672064E-01 
  8.49551251E-01   9.00635302E-01   9.43116809E-01   9.75948955E-01   9.82031414E-01   9.88230282E-01 
  7.84162401E-01   8.45305072E-01   9.00636904E-01   9.51259709E-01   9.62354538E-01   9.73918084E-01 
  9.12236816E-01   9.51328098E-01   9.80400748E-01   9.95052205E-01   9.96623904E-01   9.95830881E-01 
  8.70124215E-01   9.14558342E-01   9.49211122E-01   9.69212989E-01   9.72579705E-01   9.78307441E-01 
  5.90971936E-01   6.56269838E-01   7.36467392E-01   4.27683254E-02   8.24977172E-01   8.44605183E-01 
  8.76784927E-01   9.26410594E-01   9.68069956E-01   9.91623799E-01   9.94705027E-01   9.98828467E-01 
  7.76534187E-01   8.46762061E-01   9.15213164E-01   9.76512304E-01   9.71722839E-01   9.79583926E-01 
  8.98397688E-01   9.39685372E-01   9.71145513E-01   9.90963917E-01   9.93583439E-01   9.96206143E-01 
  7.78388514E-01   8.39069994E-01   8.99297945E-01   9.45952105E-01   9.56102430E-01   9.67651243E-01 
  9.06787795E-01   9.49467334E-01   9.81599008E-01   9.96501767E-01   9.97875435E-01   9.99061590E-01 
  8.61038702E-01   9.25461004E-01   9.78006425E-01   9.94886049E-01   9.95953172E-01   9.98403377E-01 
  8.03704939E-01   8.48238193E-01   8.86267825E-01   8.94559047E-01   8.98381662E-01   9.05863078E-01 
  6.41790085E-01   7.25381761E-01   8.20639553E-01   9.18727401E-01   9.36949055E-01   9.54348978E-01 
  8.96404017E-01   9.44428336E-01   9.78076556E-01   9.94714935E-01   9.96638588E-01   9.98673788E-01 
  9.10435432E-01   9.51059701E-01   9.82058599E-01   9.96082302E-01   9.97450338E-01   9.98654593E-01 
  8.26869504E-01   8.80368236E-01   9.22046056E-01   9.45119046E-01   9.50543092E-01   9.57259239E-01 
  9.02493886E-01   9.48675782E-01   9.81863276E-01   9.96456493E-01   9.97901328E-01   9.99563050E-01 
  8.95972190E-01   9.44624717E-01   9.80292381E-01   9.96678014E-01   9.98200914E-01   9.99550102E-01 
  8.34027159E-01   8.85529090E-01   9.32752986E-01   9.71070926E-01   9.77254837E-01   9.83662049E-01 
  8.96325349E-01   9.45514390E-01   9.81185901E-01   9.96489494E-01   9.97903246E-01   9.99352154E-01 
  8.87030634E-01   9.38527140E-01   9.77763861E-01   9.95406375E-01   9.94137770E-01   9.96326655E-01 
  8.45787883E-01   9.16124115E-01   9.70088514E-01   9.94122579E-01   9.96588603E-01   9.98754714E-01 
  6.89040536E-01   7.70033380E-01   8.62186440E-01   9.41301919E-01   9.55268864E-01   9.69228692E-01 
  8.81415486E-01   9.34626836E-01   9.73980137E-01   9.93323557E-01   9.95246257E-01   9.95347283E-01 
  8.51468537E-01   9.17420011E-01   9.68352887E-01   9.93093304E-01   9.95634979E-01   9.97879260E-01 
  5.45719653E-01   6.37496882E-01   7.54201082E-01   8.71705465E-01   8.93001503E-01   9.15403150E-01 
  9.19103426E-01   9.56641880E-01   9.83340157E-01   9.96314876E-01   9.97566898E-01   9.98718768E-01 
  8.88991783E-01   9.39179604E-01   9.76666996E-01   9.95260514E-01   9.97227927E-01   9.98563683E-01 
  9.06224506E-01   9.49494757E-01   9.82034646E-01   9.96623943E-01   9.98019388E-01   9.99274689E-01 
  8.61754763E-01   9.05688940E-01   9.48780863E-01   9.77873173E-01   9.83809326E-01   9.92817482E-01 
  8.68915950E-01   9.26915872E-01   9.69493432E-01   9.88515476E-01   9.90602470E-01   9.92836102E-01 
  4.14631060E-01   4.92650942E-01   6.34669443E-01   8.24818582E-01   8.59995025E-01   8.95885553E-01 
  8.91333693E-01   9.41761119E-01   9.77979777E-01   9.94159070E-01   9.95756581E-01   9.97270511E-01 
  8.79774465E-01   9.24334444E-01   9.56844905E-01   9.80263320E-01   9.84539353E-01   9.88949898E-01 
  5.45773208E-01   6.44330382E-01   7.83800888E-01   9.20186421E-01   9.42083627E-01   9.62357470E-01 
  9.03059470E-01   9.48153542E-01   9.80754041E-01   9.95676364E-01   9.97202565E-01   9.98908181E-01 
  7.62326534E-01   8.38469724E-01   9.12947026E-01   9.68583087E-01   9.77602311E-01   9.86670457E-01 
  8.76969842E-01   9.34046715E-01   9.75980047E-01   9.95670625E-01   9.97568746E-01   9.99172110E-01 
  8.54156621E-01   9.15982725E-01   9.62890758E-01   9.91185493E-01   9.94607915E-01   9.97533635E-01 
  8.92520334E-01   9.32912269E-01   9.65861818E-01   9.86191830E-01   9.89425841E-01   9.92748835E-01 
  9.08528425E-01   9.48755402E-01   9.80403432E-01   9.95999286E-01   9.97721211E-01   9.99251838E-01 
  7.68705806E-01   8.50128013E-01   9.19185297E-01   9.70355296E-01   9.77785282E-01   9.85479695E-01 
  7.24078207E-01   8.01824667E-01   8.82167284E-01   9.56636256E-01   9.68561776E-01   9.79811599E-01 
  8.00260793E-01   8.75421963E-01   9.40235939E-01   9.82183668E-01   9.88711882E-01   9.96067463E-01 
  7.20337040E-01   7.92169951E-01   8.69657459E-01   9.31062458E-01   9.43021434E-01   9.55808298E-01 
  8.86449147E-01   9.37010317E-01   9.75846341E-01   9.94797865E-01   9.96957362E-01   9.98777097E-01 
  8.74718342E-01   9.17528446E-01   9.51733378E-01   9.77652602E-01   9.82587015E-01   9.88201333E-01 
  8.21299752E-01   8.94643301E-01   9.54429212E-01   9.86543959E-01   9.90376375E-01   9.93926058E-01 
  9.08492017E-01   9.51565063E-01   9.82901710E-01   9.96843288E-01   9.98263656E-01   9.99392860E-01 
  8.91325664E-01   9.41674084E-01   9.78969441E-01   9.95966428E-01   9.97791190E-01   9.99318813E-01 
  8.88947884E-01   9.36896487E-01   9.73269323E-01   9.92300323E-01   9.94930603E-01   9.97637904E-01 
  8.15071080E-01   8.80425844E-01   9.41219772E-01   9.82767052E-01   9.87631109E-01   9.92370914E-01 
  9.12223939E-01   9.52240965E-01   9.82783008E-01   9.97014531E-01   9.98357890E-01   9.99611721E-01 
  6.55673099E-01   7.42668255E-01   8.47716788E-01   9.41553519E-01   9.56576721E-01   9.70864899E-01 
  6.38465736E-01   7.23939489E-01   8.22003880E-01   9.16905670E-01   9.34048669E-01   9.52725074E-01 
  8.35272315E-01   8.93670608E-01   9.47277471E-01   9.83328367E-01   9.88696298E-01   9.93627760E-01 
  9.08726339E-01   9.51363413E-01   9.82509288E-01   9.97057293E-01   9.98177652E-01   9.99521330E-01 
  8.20998821E-01   8.92330745E-01   9.51739055E-01   9.88583549E-01   9.92889074E-01   9.96514476E-01 
  9.05027011E-01   9.50550516E-01   9.83187500E-01   9.96984948E-01   9.98220370E-01   9.99274232E-01 
  8.53670696E-01   9.14530212E-01   9.61152918E-01   9.84286672E-01   9.86787253E-01   9.89711035E-01 
  8.97068282E-01   9.44118087E-01   9.78810091E-01   9.95160558E-01   9.96938731E-01   9.98441195E-01 
  8.20143802E-01   9.02461315E-01   9.62903071E-01   9.93874117E-01   9.96670873E-01   9.99017820E-01 
  9.02455483E-01   9.48373678E-01   9.80991979E-01   9.95901449E-01   9.97305663E-01   9.98622543E-01 
  7.94078934E-01   8.54123674E-01   8.95356861E-01   9.10349986E-01   9.11355417E-01   9.18002628E-01 
  8.89049978E-01   9.41170921E-01   9.78714287E-01   9.95917888E-01   9.97680139E-01   9.99247230E-01 
  9.05338527E-01   9.49949262E-01   9.81951005E-01   9.75753692E-01   9.78165603E-01   9.99475043E-01 
  7.00900075E-01   7.85477118E-01   8.74724658E-01   9.55904075E-01   9.69160120E-01   9.81295422E-01 
  8.99740268E-01   9.45294735E-01   9.79184449E-01   9.95100066E-01   9.96814826E-01   9.98504317E-01 
  6.41380174E-01   7.15310553E-01   8.04924498E-01   8.99530464E-01   9.22402323E-01   9.52027860E-01 
  9.08313500E-01   9.49996978E-01   9.80086050E-01   9.94101572E-01   9.95573025E-01   9.93070355E-01 
  8.91809713E-01   9.39942901E-01   9.76736553E-01   9.95039987E-01   9.97096795E-01   9.98885858E-01 
  8.74645285E-01   9.15115773E-01   9.52781758E-01   9.79020566E-01   9.82965720E-01   9.87483503E-01 
  8.46118367E-01   9.16002021E-01   9.69753957E-01   9.94632283E-01   9.96924720E-01   9.97616252E-01 
  8.64853922E-01   9.25674852E-01   9.71261931E-01   9.94429750E-01   9.96562485E-01   9.98215849E-01 
  8.64625752E-01   9.20923829E-01   9.63979776E-01   9.85017754E-01   9.87757821E-01   9.90046640E-01 
  7.52594198E-01   8.40219586E-01   9.21223763E-01   9.79399482E-01   9.87528475E-01   9.94623916E-01 
