R_toa(412)  R_toa(443)  R_toa(486)  R_toa(551)  R_toa(671)  R_toa(745)  R_toa(862)  R_toa(1238)  R_toa(1610)  R_toa(2257)  
  4.95137776E-02   3.93174118E-02   2.75420690E-02   1.65711135E-02   7.39558191E-03   4.77660427E-03   2.76063128E-03   6.22338674E-04   2.18394195E-04   5.51227132E-05 
  5.72692631E-02   4.77600308E-02   3.86085227E-02   2.92995063E-02   1.77015933E-02   1.35088635E-02   9.87293547E-03   3.86735855E-03   1.65435863E-03   5.04189464E-04 
  6.38896757E-02   5.60780512E-02   4.73568365E-02   3.64134647E-02   2.67687053E-02   2.25311984E-02   1.77545519E-02   8.01131372E-03   3.56981671E-03   1.09506974E-03 
  4.99433500E-02   4.13063873E-02   3.28893811E-02   2.59942772E-02   1.05375752E-02   6.10281886E-03   4.06161862E-03   1.74015703E-03   1.23910022E-03   8.41304337E-04 
  3.53908889E-02   2.71707907E-02   2.11974629E-02   1.77866721E-02   1.14308288E-02   5.50539552E-03   3.16442314E-03   4.30351944E-04   1.41552291E-04   3.45166631E-05 
  4.85480015E-02   3.87140742E-02   2.94359337E-02   2.03374530E-02   1.11021621E-02   8.01684362E-03   5.48211334E-03   2.09484181E-03   1.16499594E-03   6.82940803E-04 
  8.35494410E-02   7.32456368E-02   6.08369768E-02   4.55165066E-02   3.46362034E-02   3.02132786E-02   2.50488122E-02   1.27032923E-02   6.37996887E-03   1.98609105E-03 
  6.75888733E-02   5.80379661E-02   4.85332824E-02   3.86245375E-02   2.51774228E-02   2.01355412E-02   1.57122213E-02   7.77159749E-03   4.30086502E-03   1.90024193E-03 
  4.02432202E-02   3.23524826E-02   2.42108379E-02   1.63652181E-02   8.87241184E-03   6.57876646E-03   4.71263530E-03   2.20261256E-03   1.37470366E-03   8.07098636E-04 
  4.62761589E-02   3.62278107E-02   2.70708073E-02   1.84585862E-02   9.94302380E-03   7.25003896E-03   5.11177158E-03   2.27584508E-03   1.31661423E-03   5.99227067E-04 
  5.96526730E-02   4.96396233E-02   3.93823522E-02   2.81541743E-02   1.83629013E-02   1.50097554E-02   1.19589434E-02   6.84646533E-03   4.60170625E-03   2.65028742E-03 
  4.12681107E-02   3.36013097E-02   2.54319825E-02   1.74510816E-02   9.02441783E-03   6.41171484E-03   4.30736517E-03   1.40833394E-03   5.42806841E-04   1.38068816E-04 
  6.87748194E-02   5.51437024E-02   4.05541417E-02   2.52312310E-02   1.19484796E-02   7.86581861E-03   4.60891100E-03   1.10733746E-03   4.36457802E-04   1.36697915E-04 
  4.99511236E-02   4.14792514E-02   3.28893782E-02   2.42769418E-02   1.66828749E-02   1.42374948E-02   1.23203873E-02   9.18242841E-03   7.47497667E-03   5.36547489E-03 
  4.35252003E-02   3.44740207E-02   2.53021894E-02   1.69891953E-02   7.48569421E-03   4.82134928E-03   3.01262827E-03   9.72856162E-04   5.04047191E-04   2.50394557E-04 
  4.63368099E-02   3.76907960E-02   2.92031871E-02   2.12156654E-02   1.04890880E-02   7.20073358E-03   4.86962298E-03   1.91061984E-03   1.08210215E-03   5.85257894E-04 
  3.69441461E-02   2.98814288E-02   2.52319713E-02   2.46681607E-02   1.07995008E-02   4.31422907E-03   2.52614713E-03   5.30763448E-04   2.25245286E-04   9.18508698E-05 
  3.93315143E-02   3.24632521E-02   2.87825683E-02   2.98241230E-02   2.14521412E-02   9.25643853E-03   6.34966607E-03   2.74535889E-03   2.11684500E-03   1.38406654E-03 
  4.35923703E-02   3.45661631E-02   2.74109178E-02   2.16339607E-02   9.99704881E-03   5.13012478E-03   3.09227076E-03   7.80719444E-04   3.79383858E-04   1.77297863E-04 
  4.17348497E-02   3.36474843E-02   2.35875662E-02   1.47864450E-02   6.27450153E-03   3.94310050E-03   2.27817253E-03   5.36244698E-04   2.03478294E-04   5.98555994E-05 
  5.81571116E-02   4.72198821E-02   3.73492618E-02   2.93606748E-02   1.19778563E-02   6.27912581E-03   3.69953812E-03   8.93926701E-04   4.10828912E-04   1.87152129E-04 
  4.00546297E-02   3.04261090E-02   2.15950120E-02   1.34990966E-02   5.98876618E-03   3.76268104E-03   2.14757939E-03   4.74370639E-04   1.77250863E-04   5.61569500E-05 
  4.14402861E-02   3.48670617E-02   2.92293870E-02   2.59394717E-02   9.66102368E-03   4.31789728E-03   2.48949083E-03   4.97912143E-04   1.77202758E-04   4.57888048E-05 
  4.71254504E-02   3.75671151E-02   2.73135285E-02   1.69619152E-02   8.80040629E-03   6.23244159E-03   4.04592165E-03   1.34774745E-03   6.48991551E-04   2.95170296E-04 
  3.32912040E-02   2.63873433E-02   1.94004263E-02   1.31862319E-02   5.27503939E-03   3.13511352E-03   1.80446093E-03   4.11977911E-04   1.58958665E-04   4.89715896E-05 
  4.05366571E-02   3.24814676E-02   2.71404089E-02   2.31539036E-02   1.09605084E-02   5.50154152E-03   3.49080935E-03   1.16753597E-03   7.94433965E-04   5.17561914E-04 
  4.47289038E-02   3.77137830E-02   3.24185858E-02   2.96308711E-02   1.31252085E-02   6.96580106E-03   4.70551422E-03   1.83779618E-03   1.14210367E-03   6.01766697E-04 
  3.49399705E-02   2.75746289E-02   2.02835603E-02   1.36403912E-02   6.14379043E-03   4.02828277E-03   2.56013311E-03   8.64967384E-04   4.41732119E-04   1.98119532E-04 
  6.18710792E-02   5.05158818E-02   3.96434637E-02   2.99114797E-02   1.26806469E-02   6.78270958E-03   3.91917294E-03   8.17202564E-04   2.88641933E-04   7.64373588E-05 
  4.18160533E-02   3.58458990E-02   3.20437202E-02   3.15904469E-02   1.48428598E-02   7.32987724E-03   5.45453275E-03   3.21236365E-03   2.71534317E-03   2.08746993E-03 
  5.55679495E-02   4.39479806E-02   3.16251144E-02   1.90319518E-02   9.48113179E-03   6.12019398E-03   3.59254252E-03   8.35277518E-04   3.08482103E-04   9.43484737E-05 
  7.03469275E-02   5.59755436E-02   4.05261877E-02   2.47684242E-02   1.16458876E-02   7.67539183E-03   4.45897551E-03   1.01234863E-03   3.60668000E-04   9.32914397E-05 
  5.11514392E-02   4.10271085E-02   3.06979379E-02   2.01812498E-02   9.40561198E-03   6.00806402E-03   3.56999864E-03   9.13056386E-04   3.89766766E-04   1.33896965E-04 
  3.73996058E-02   2.97140323E-02   2.12541470E-02   1.36782034E-02   5.87163621E-03   3.75511729E-03   2.30634393E-03   7.99380573E-04   5.02664475E-04   3.19811802E-04 
  4.53473335E-02   3.88389016E-02   3.63726783E-02   3.86370332E-02   2.30519691E-02   8.19643672E-03   4.85760549E-03   8.62884632E-04   4.17959092E-04   1.91253161E-04 
  4.59642501E-02   3.48556695E-02   2.52445181E-02   1.77563851E-02   1.01571366E-02   5.49353960E-03   3.24463281E-03   7.07668926E-04   2.85902233E-04   8.84086793E-05 
  4.73723704E-02   4.06134521E-02   3.23461477E-02   2.45071300E-02   1.12337554E-02   7.37484304E-03   4.87998535E-03   1.51584589E-03   5.35870909E-04   1.08023816E-04 
  2.32439870E-02   1.85984274E-02   1.39536753E-02   9.42765484E-03   4.08560241E-03   2.49101593E-03   1.45142643E-03   3.24113317E-04   1.17724480E-04   3.16002993E-05 
  4.56718275E-02   3.63550342E-02   2.63160566E-02   1.62449601E-02   8.21231276E-03   5.77300594E-03   3.73927570E-03   1.36529807E-03   7.35968167E-04   3.38636734E-04 
  4.18041689E-02   3.61103370E-02   3.11175591E-02   2.75509904E-02   1.33742226E-02   8.10153810E-03   5.75016764E-03   2.32995128E-03   1.25838134E-03   6.47294050E-04 
  3.82671152E-02   2.94970510E-02   2.18393556E-02   1.52561195E-02   6.79725371E-03   4.18375828E-03   2.55197393E-03   7.36975525E-04   3.37197283E-04   1.07138261E-04 
  5.03878456E-02   4.24979750E-02   3.69264869E-02   3.53904119E-02   1.51131074E-02   5.85486657E-03   3.40608094E-03   6.62288997E-04   2.46761523E-04   6.98743819E-05 
  4.12816973E-02   3.47277048E-02   2.76774283E-02   1.97100570E-02   1.10943567E-02   8.09508219E-03   5.81599619E-03   2.65825965E-03   1.84323566E-03   1.31811097E-03 
  4.65539929E-02   4.02777890E-02   3.57415602E-02   3.50621014E-02   1.42827621E-02   5.10560159E-03   2.93929099E-03   5.28536893E-04   1.84890932E-04   4.59494019E-05 
  7.63947067E-02   6.80143535E-02   5.64185538E-02   4.26995587E-02   3.02655774E-02   2.47213772E-02   1.84321814E-02   7.10220672E-03   3.06911811E-03   1.08750183E-03 
  5.70345958E-02   4.52404079E-02   3.19034532E-02   1.88452023E-02   8.88979033E-03   5.88735911E-03   3.41168334E-03   7.61412426E-04   2.65709144E-04   6.70015603E-05 
  6.38368715E-02   5.96492718E-02   5.45362831E-02   4.64410842E-02   3.56139646E-02   2.99544013E-02   2.32644097E-02   9.17191292E-03   4.05279501E-03   1.63581228E-03 
  3.05837718E-02   2.36563319E-02   1.83218908E-02   1.47695038E-02   7.11551026E-03   3.51305315E-03   2.04395107E-03   4.01387422E-04   1.46423685E-04   3.81470600E-05 
  5.55396151E-02   4.84789864E-02   4.00901175E-02   3.07160273E-02   1.99627173E-02   1.61874974E-02   1.29304201E-02   6.89220677E-03   4.15252811E-03   2.15819011E-03 
  3.71915867E-02   2.83515183E-02   2.00701511E-02   1.24265218E-02   5.40194498E-03   3.50374930E-03   2.00740974E-03   4.57250522E-04   1.69796591E-04   4.94180284E-05 
  4.40750680E-02   3.71688182E-02   3.26994578E-02   3.22431068E-02   1.44929577E-02   5.76265864E-03   3.63292066E-03   1.20184248E-03   8.00485401E-04   5.28841311E-04 
  3.81298132E-02   2.99390177E-02   2.33738537E-02   1.87507292E-02   7.65041913E-03   3.97707951E-03   2.30640990E-03   4.96673552E-04   1.94551691E-04   6.37888061E-05 
  3.98283645E-02   3.18895184E-02   2.38689677E-02   1.67036497E-02   6.57618618E-03   3.79959370E-03   2.17398544E-03   4.76153629E-04   1.75644833E-04   5.13208786E-05 
  3.24069074E-02   2.76056397E-02   2.48176919E-02   2.55421996E-02   1.28689940E-02   4.38384655E-03   2.57037374E-03   4.72368954E-04   1.68648340E-04   4.21627307E-05 
  5.06359346E-02   4.24598227E-02   3.20242535E-02   2.19885420E-02   1.29916335E-02   9.95309186E-03   7.08097122E-03   2.78135455E-03   1.28159052E-03   4.89978044E-04 
  4.54795786E-02   3.65241734E-02   2.63910636E-02   1.71317452E-02   7.11494348E-03   4.38665869E-03   2.53693860E-03   5.73988057E-04   2.03656744E-04   5.09556201E-05 
  4.18822762E-02   3.44891334E-02   2.94474682E-02   2.79175898E-02   1.25909902E-02   6.17430408E-03   4.08873122E-03   1.46305638E-03   8.84658210E-04   4.84454846E-04 
  4.41188939E-02   3.55687400E-02   2.76410853E-02   2.10146795E-02   8.77645805E-03   5.23945896E-03   3.25426596E-03   8.95509749E-04   3.45538970E-04   9.37886498E-05 
  3.67031369E-02   3.10914240E-02   2.56553208E-02   2.02727760E-02   9.89100121E-03   6.24488268E-03   4.03260416E-03   1.11147344E-03   4.50730499E-04   1.93466213E-04 
  3.27756357E-02   2.58620102E-02   1.89033257E-02   1.18800874E-02   5.72655459E-03   3.67381181E-03   2.14388199E-03   4.79519685E-04   1.72183075E-04   4.76929507E-05 
  3.09572770E-02   2.47284179E-02   2.09065649E-02   2.15830414E-02   1.10731318E-02   3.85902559E-03   2.20879964E-03   3.63269059E-04   1.25751293E-04   3.29057768E-05 
  6.05388766E-02   5.48275736E-02   4.95579370E-02   4.48133190E-02   2.95624191E-02   2.04874979E-02   1.54970544E-02   6.57507749E-03   3.22509431E-03   1.35300597E-03 
  4.30247015E-02   3.28063762E-02   2.29694206E-02   1.37227859E-02   6.22475021E-03   4.03517374E-03   2.31803024E-03   5.32361401E-04   2.07548225E-04   7.36717514E-05 
  3.68021798E-02   3.01872081E-02   2.10752074E-02   1.32215399E-02   5.59955327E-03   3.54561337E-03   2.09703879E-03   5.33880765E-04   2.11523996E-04   6.07362660E-05 
  3.38465019E-02   2.67484463E-02   2.03419831E-02   1.47455743E-02   6.15052921E-03   3.46724579E-03   2.01229402E-03   4.40447997E-04   1.63537393E-04   4.91388539E-05 
  5.27711833E-02   4.47495377E-02   3.64902467E-02   2.96996252E-02   1.24540980E-02   7.26787982E-03   4.70641231E-03   1.35518133E-03   4.65210511E-04   8.68825088E-05 
  6.24348474E-02   4.84508497E-02   3.54023268E-02   2.33361467E-02   1.16563308E-02   7.43057757E-03   4.61456138E-03   1.48364746E-03   8.37029892E-04   4.62619883E-04 
  5.46035511E-02   4.44146230E-02   3.46366111E-02   2.57041412E-02   1.11283554E-02   6.12820199E-03   3.60117645E-03   8.05966164E-04   2.98879165E-04   8.90034638E-05 
  7.36337362E-02   6.90591429E-02   6.37167718E-02   5.57843735E-02   3.75481969E-02   2.80340038E-02   2.03273662E-02   7.18753160E-03   3.43230463E-03   1.89037877E-03 
  5.18475701E-02   4.23776988E-02   3.49439316E-02   3.01784665E-02   1.61872115E-02   9.85486842E-03   6.93606550E-03   2.60034601E-03   1.19469661E-03   3.38952917E-04 
  4.37985998E-02   3.64124263E-02   3.11718950E-02   2.74438615E-02   1.13701224E-02   5.26711346E-03   3.14483864E-03   6.92880508E-04   2.93158097E-04   1.01728620E-04 
  3.88060526E-02   3.35934063E-02   2.77685625E-02   2.37164568E-02   8.13933370E-03   3.76167764E-03   2.15751203E-03   4.34299969E-04   1.58627107E-04   4.54704368E-05 
  4.17861493E-02   3.30267317E-02   2.53167694E-02   1.88312938E-02   7.80083560E-03   4.49765463E-03   2.71131031E-03   7.38222579E-04   3.42978029E-04   1.38599932E-04 
  3.74735814E-02   3.09866407E-02   2.43042619E-02   1.71299720E-02   9.41703678E-03   6.77756886E-03   4.61661219E-03   1.47688403E-03   5.46850366E-04   1.28149127E-04 
  7.38267909E-02   6.49298675E-02   5.43796484E-02   4.22014351E-02   2.83419924E-02   2.27177893E-02   1.68190771E-02   6.23478712E-03   2.16378986E-03   4.19398546E-04 
  5.90097594E-02   4.63600256E-02   3.48585491E-02   2.48151310E-02   1.08589644E-02   6.41209032E-03   3.78531197E-03   9.23866714E-04   3.76172679E-04   1.27215876E-04 
  3.38266261E-02   2.58239853E-02   1.88709918E-02   1.30788554E-02   5.56442830E-03   3.26548224E-03   1.86721632E-03   4.00979992E-04   1.42086661E-04   3.62568762E-05 
  3.90939157E-02   3.00679139E-02   2.13845988E-02   1.34233396E-02   5.85421450E-03   3.70959852E-03   2.12403504E-03   4.79751135E-04   1.72906179E-04   4.41958099E-05 
  4.48512773E-02   3.74541944E-02   3.22474088E-02   3.09832335E-02   1.28952346E-02   5.47603507E-03   3.32479150E-03   8.33448233E-04   3.85625250E-04   1.59143515E-04 
  5.23343018E-02   4.19584646E-02   3.17219630E-02   2.17880369E-02   9.84594971E-03   6.09059982E-03   3.66149983E-03   9.42575147E-04   3.81382569E-04   1.24545992E-04 
  5.48832504E-02   4.48126748E-02   3.72958994E-02   3.52411174E-02   2.69385109E-02   1.33165311E-02   9.35248332E-03   3.63314812E-03   2.04245784E-03   9.39748398E-04 
  3.76901778E-02   3.02941747E-02   2.29986372E-02   1.61819163E-02   7.82245811E-03   5.35729468E-03   3.61675276E-03   1.33107548E-03   6.24045868E-04   2.05291369E-04 
  3.69088589E-02   2.94118842E-02   2.19566640E-02   1.51607032E-02   6.75906766E-03   4.35289747E-03   2.72705273E-03   7.71710293E-04   2.85665238E-04   6.57651777E-05 
  5.87006383E-02   4.97543404E-02   4.06166281E-02   3.15300190E-02   1.96724383E-02   1.57359346E-02   1.25541280E-02   6.95998848E-03   4.33329699E-03   2.32773372E-03 
  4.25959223E-02   3.38239024E-02   2.65796503E-02   2.14234227E-02   9.07526873E-03   4.74806522E-03   2.82518440E-03   6.45188029E-04   2.21988630E-04   4.73365357E-05 
  4.33438589E-02   3.63133219E-02   3.03692439E-02   2.56535518E-02   1.65596527E-02   1.21484887E-02   9.31036054E-03   4.80337815E-03   3.41108371E-03   2.66756296E-03 
  5.28717914E-02   4.49820667E-02   3.55174339E-02   2.54746999E-02   1.63957015E-02   1.28759642E-02   9.22999628E-03   3.24925893E-03   1.19141021E-03   2.01638810E-04 
  4.35176690E-02   3.45155405E-02   2.48420360E-02   1.61791492E-02   6.75794669E-03   4.15708700E-03   2.39012578E-03   5.36035847E-04   1.91178872E-04   4.69243868E-05 
  3.71032591E-02   3.29403671E-02   3.22944754E-02   3.78748417E-02   2.62784465E-02   7.72399349E-03   4.54064341E-03   7.80667423E-04   3.91633838E-04   1.99141339E-04 
  5.00890809E-02   3.99516368E-02   3.04355175E-02   2.17983731E-02   9.69810227E-03   5.78450623E-03   3.46086709E-03   8.51739961E-04   3.22563625E-04   8.59380994E-05 
  2.97221466E-02   2.37833204E-02   1.77762890E-02   1.23466800E-02   5.21018043E-03   3.22629609E-03   1.96692366E-03   5.38129768E-04   2.26189210E-04   8.06375564E-05 
  3.79761911E-02   3.07448158E-02   2.39806159E-02   1.84866125E-02   7.10682452E-03   3.87164483E-03   2.26573340E-03   5.24509399E-04   1.99624364E-04   5.31442696E-05 
  4.18385725E-02   3.29159653E-02   2.57515376E-02   2.10855472E-02   8.54062291E-03   4.37741874E-03   2.54391060E-03   5.67935032E-04   2.35942633E-04   8.64794223E-05 
  3.19805130E-02   2.74779242E-02   2.54790041E-02   2.61643279E-02   1.56044231E-02   5.27543943E-03   3.02662190E-03   4.32832222E-04   1.97920988E-04   1.04945206E-04 
  4.90575586E-02   4.15901616E-02   3.37169895E-02   2.56272248E-02   1.38455663E-02   9.63499692E-03   6.93802987E-03   2.74525407E-03   1.23493427E-03   3.85272485E-04 
  3.90960656E-02   3.09036707E-02   2.37436282E-02   1.80026417E-02   7.17125013E-03   3.82451549E-03   2.22267597E-03   5.22637994E-04   2.35935627E-04   1.09932076E-04 
  6.18958251E-02   5.35605906E-02   4.41348128E-02   3.33224563E-02   2.28886210E-02   1.86715158E-02   1.42112027E-02   6.25965137E-03   3.08977414E-03   1.33236601E-03 
  4.43661226E-02   3.53873554E-02   2.54867523E-02   1.65072026E-02   7.17923323E-03   4.64304839E-03   2.89741330E-03   1.00724213E-03   6.07238673E-04   3.63771324E-04 
  5.62768405E-02   4.83314313E-02   4.06204707E-02   3.19985951E-02   2.10387517E-02   1.66742692E-02   1.28118681E-02   5.85719136E-03   2.97229587E-03   1.10761700E-03 
  2.79802101E-02   2.20784573E-02   1.63216116E-02   1.08771303E-02   5.44654624E-03   3.84056862E-03   2.63733722E-03   1.16464738E-03   7.79881796E-04   5.22416676E-04 
  7.20606815E-02   6.34086154E-02   5.35431324E-02   4.11297721E-02   2.87321908E-02   2.35260129E-02   1.81801694E-02   8.47503666E-03   4.78268619E-03   2.57415333E-03 
  3.80927841E-02   3.04095707E-02   2.37476650E-02   1.86747401E-02   7.07219943E-03   3.69013964E-03   2.14175590E-03   4.67315411E-04   1.82647809E-04   6.53836479E-05 
  3.02289942E-02   2.45232819E-02   1.94414211E-02   1.37184998E-02   6.70001828E-03   3.89384904E-03   2.37106088E-03   6.11658126E-04   2.90072045E-04   1.32658235E-04 
  3.48991780E-02   2.72211084E-02   1.96348103E-02   1.24200451E-02   5.84211591E-03   3.92032510E-03   2.45726486E-03   7.99798399E-04   4.00786290E-04   1.71444993E-04 
  3.49805922E-02   2.74757035E-02   2.18824815E-02   1.87306433E-02   8.54784441E-03   4.23969398E-03   2.61842437E-03   7.87679409E-04   4.67332344E-04   2.73736461E-04 
  3.79728743E-02   2.90761383E-02   2.03165245E-02   1.23760229E-02   5.33226569E-03   3.37353948E-03   1.91993894E-03   4.26103519E-04   1.53693277E-04   4.11808967E-05 
  3.17539844E-02   2.49991458E-02   1.83419214E-02   1.23680681E-02   5.09741883E-03   3.10318698E-03   1.83637973E-03   4.69502064E-04   2.11665006E-04   1.00189373E-04 
  4.58834252E-02   3.91190348E-02   3.34908225E-02   3.08368601E-02   1.20556023E-02   5.58678860E-03   3.50320641E-03   1.06792132E-03   5.80358936E-04   2.85757288E-04 
  3.11693126E-02   2.55689310E-02   1.93039877E-02   1.27664218E-02   7.45798813E-03   5.64774919E-03   3.96241833E-03   1.48512954E-03   6.59363533E-04   2.22551231E-04 
  6.10660507E-02   5.41025585E-02   4.70100025E-02   3.81761455E-02   2.68321542E-02   2.08145935E-02   1.48564307E-02   4.63337574E-03   1.40247359E-03   2.43499998E-04 
  6.35594258E-02   5.42246679E-02   4.54950474E-02   3.67483638E-02   2.50749287E-02   2.08859917E-02   1.74962143E-02   1.12684334E-02   8.08713285E-03   5.14690186E-03 
  2.81072531E-02   2.16638112E-02   1.66634405E-02   1.37225364E-02   7.00529877E-03   3.38104033E-03   1.99983586E-03   4.07492390E-04   1.41752652E-04   3.30317210E-05 
  5.66837411E-02   4.46300237E-02   3.22864201E-02   2.03604984E-02   9.57171383E-03   6.38532519E-03   3.91040929E-03   1.10692408E-03   4.56296758E-04   1.40232754E-04 
  4.25153350E-02   3.47099789E-02   2.69210725E-02   2.01472868E-02   7.53683152E-03   4.08082896E-03   2.35610121E-03   5.07870684E-04   1.79703881E-04   4.51871487E-05 
  5.71009199E-02   4.75561856E-02   3.74975804E-02   2.65525050E-02   1.41665784E-02   9.37649072E-03   5.97365634E-03   1.71344736E-03   8.16324942E-04   4.28470626E-04 
  3.86677242E-02   3.26570696E-02   2.68066166E-02   2.05332589E-02   1.35755731E-02   1.10838449E-02   8.86506349E-03   4.71765010E-03   2.95452263E-03   1.62318637E-03 
