t(412)  t(443)  t(486)  t(551)  t(671)  t(745)  t(862)  t(1238)  t(1610)  t(2257)  
  5.55047502E-01   6.13804293E-01   6.72588565E-01   7.41201873E-01   8.09356195E-01   8.41489409E-01   8.81021834E-01   9.41006888E-01   9.68890400E-01   9.82944530E-01 
  7.55347937E-01   8.03259663E-01   8.50240256E-01   8.95733508E-01   9.40736694E-01   9.55461573E-01   9.67525632E-01   9.80417368E-01   9.83537504E-01   9.86119797E-01 
  8.02248364E-01   8.46117168E-01   8.87060310E-01   9.26358436E-01   9.64131948E-01   9.76222917E-01   9.86238303E-01   9.96725337E-01   9.98780561E-01   9.99646753E-01 
  7.55880139E-01   7.93395695E-01   8.32264233E-01   8.73620923E-01   9.23554945E-01   9.41414531E-01   9.58190551E-01   9.81147044E-01   9.89866086E-01   9.92230888E-01 
  5.68295020E-01   5.78906940E-01   6.09623547E-01   6.45380264E-01   7.10381549E-01   7.40844429E-01   7.83039847E-01   8.81284633E-01   9.32547855E-01   9.68180592E-01 
  6.71158262E-01   7.21118503E-01   7.68676336E-01   8.16540454E-01   8.66959744E-01   8.84782406E-01   9.10243233E-01   9.53484555E-01   9.72510195E-01   9.84425449E-01 
  8.10509863E-01   8.56552319E-01   8.94842205E-01   9.30314111E-01   9.58650911E-01   9.68488423E-01   9.77892704E-01   9.89628134E-01   9.93854124E-01   9.96361194E-01 
  7.92902928E-01   8.38109867E-01   8.80373084E-01   9.20405618E-01   9.51042576E-01   9.61747661E-01   9.72767560E-01   9.87557929E-01   9.92938380E-01   9.96519352E-01 
  6.91014671E-01   7.30470839E-01   7.70490406E-01   8.12266047E-01   8.62309166E-01   8.81027723E-01   9.00999199E-01   9.35006279E-01   9.50846647E-01   9.64234330E-01 
  7.97812804E-01   8.42325028E-01   8.80737640E-01   9.16770799E-01   9.50269359E-01   9.61654517E-01   9.72939527E-01   9.88633868E-01   9.94058673E-01   9.96696827E-01 
  7.02317070E-01   7.70947463E-01   8.33187680E-01   8.92423369E-01   9.45287209E-01   9.62621666E-01   9.78087968E-01   9.94081137E-01   9.97151853E-01   9.98504850E-01 
  7.75375563E-01   8.20658847E-01   8.60790769E-01   9.00082712E-01   9.31425802E-01   9.43091437E-01   9.55516867E-01   9.71657474E-01   9.77451800E-01   9.81348167E-01 
  8.15417404E-01   8.59901919E-01   8.97903997E-01   9.32921071E-01   9.63256396E-01   9.72967385E-01   9.82499014E-01   9.93503089E-01   9.96308209E-01   9.97674934E-01 
  8.20423553E-01   8.65337436E-01   9.02104281E-01   9.35464682E-01   9.57872026E-01   9.64677642E-01   9.74863329E-01   9.89059053E-01   9.94080469E-01   9.97148595E-01 
  8.58551932E-01   8.91735728E-01   9.21145573E-01   9.48062964E-01   9.75201086E-01   9.83433134E-01   9.90163949E-01   9.97358878E-01   9.98876875E-01   9.99557834E-01 
  8.67065240E-01   8.97472882E-01   9.23344510E-01   9.46477271E-01   9.71206069E-01   9.80223761E-01   9.86168204E-01   9.92738823E-01   9.94858902E-01   9.96135729E-01 
  7.82237396E-01   8.29178891E-01   8.73142424E-01   9.15131457E-01   9.56374413E-01   9.69636192E-01   9.80743064E-01   9.92848906E-01   9.95573639E-01   9.97039392E-01 
  8.29409605E-01   8.74718116E-01   9.10228558E-01   9.43293308E-01   9.71474950E-01   9.80637821E-01   9.88733266E-01   9.97159142E-01   9.98842219E-01   9.99609088E-01 
  7.16152602E-01   7.73207263E-01   8.30395470E-01   8.86994601E-01   9.42587391E-01   9.61404338E-01   9.76388201E-01   9.91892035E-01   9.94867746E-01   9.96297810E-01 
  7.96732426E-01   8.43517443E-01   8.86853089E-01   9.27299540E-01   9.64575677E-01   9.76105855E-01   9.86152901E-01   9.96532511E-01   9.98508390E-01   9.99355373E-01 
  8.59077920E-01   8.93529803E-01   9.23356596E-01   9.50445217E-01   9.76347143E-01   9.83458949E-01   9.90325687E-01   9.97615348E-01   9.99086969E-01   9.99718306E-01 
  7.49112698E-01   7.92449039E-01   8.38487051E-01   8.84207499E-01   9.32832490E-01   9.49487998E-01   9.65178813E-01   9.84936154E-01   9.90428379E-01   9.93208020E-01 
  8.63532948E-01   9.00795491E-01   9.30614446E-01   9.56710719E-01   9.78874599E-01   9.85571664E-01   9.91677611E-01   9.97938956E-01   9.99172191E-01   9.99729412E-01 
  8.60238149E-01   8.95030775E-01   9.25092466E-01   9.51810793E-01   9.76576963E-01   9.83332569E-01   9.89788424E-01   9.96424279E-01   9.97867734E-01   9.98591832E-01 
  8.55486391E-01   8.91185655E-01   9.21193649E-01   9.47857275E-01   9.72108104E-01   9.73330807E-01   9.79966201E-01   9.89123902E-01   9.93214999E-01   9.96207906E-01 
  8.51309196E-01   8.91715706E-01   9.24221307E-01   9.52483817E-01   9.75310238E-01   9.82721547E-01   9.89154614E-01   9.96260708E-01   9.98231893E-01   9.99356289E-01 
  7.13858332E-01   7.73913198E-01   8.32339722E-01   8.89352653E-01   9.45334547E-01   9.63630425E-01   9.78840610E-01   9.94750466E-01   9.97824189E-01   9.99143182E-01 
  8.55896863E-01   8.87493868E-01   9.15439473E-01   9.40908901E-01   9.68103448E-01   9.75463406E-01   9.82027911E-01   9.90026060E-01   9.92671963E-01   9.94305066E-01 
  7.79869718E-01   8.03596626E-01   8.43802365E-01   8.88154811E-01   9.11969834E-01   9.61427504E-01   9.77000375E-01   9.94294632E-01   9.97803669E-01   9.99332487E-01 
  6.88658045E-01   7.52246725E-01   8.15191835E-01   8.77761365E-01   9.38953262E-01   9.59061597E-01   9.76010499E-01   9.93907577E-01   9.97451278E-01   9.98970699E-01 
  7.76742107E-01   8.32524603E-01   8.80818838E-01   9.24187623E-01   9.60874172E-01   9.71921343E-01   9.83153638E-01   9.95000621E-01   9.97391725E-01   9.98497602E-01 
  8.44846804E-01   8.86492509E-01   9.19854551E-01   9.49857818E-01   9.75055624E-01   9.83128330E-01   9.90048390E-01   9.97064374E-01   9.98502846E-01   9.99149687E-01 
  8.54697918E-01   8.88804024E-01   9.19080234E-01   9.46973472E-01   9.74119539E-01   9.82164622E-01   9.88928919E-01   9.96110642E-01   9.97884939E-01   9.98740818E-01 
  8.18717596E-01   8.62361651E-01   9.02678052E-01   9.38904217E-01   9.69662870E-01   9.78288980E-01   9.86739969E-01   9.96107500E-01   9.98278446E-01   9.99321888E-01 
  8.06171065E-01   8.47207215E-01   8.83103689E-01   9.16915648E-01   9.48728949E-01   9.58049308E-01   9.70069053E-01   9.87988929E-01   9.94670374E-01   9.98057438E-01 
  8.75464311E-01   9.08045457E-01   9.35199716E-01   9.58795174E-01   9.81047668E-01   9.87537919E-01   9.92892329E-01   9.98334870E-01   9.99382137E-01   9.99850566E-01 
  7.68915748E-01   8.23562288E-01   8.70428838E-01   9.15157622E-01   9.54210593E-01   9.67099243E-01   9.78665670E-01   9.91505690E-01   9.94685545E-01   9.96290609E-01 
  8.38990427E-01   8.71883959E-01   9.00741263E-01   9.26700154E-01   9.60355273E-01   9.69220774E-01   9.76896617E-01   9.88137970E-01   9.93090119E-01   9.96097179E-01 
  8.42026564E-01   8.82726831E-01   9.17841619E-01   9.48232558E-01   9.73390595E-01   9.80678459E-01   9.87891785E-01   9.95806735E-01   9.97894880E-01   9.99218019E-01 
  7.96507633E-01   8.41214183E-01   8.83157019E-01   9.22942510E-01   9.61800828E-01   9.74433032E-01   9.84799401E-01   9.95963848E-01   9.98295315E-01   9.99347846E-01 
  7.56378727E-01   8.03382662E-01   8.51006765E-01   8.98606666E-01   9.45811867E-01   9.61297649E-01   9.74504384E-01   9.89387178E-01   9.92977733E-01   9.95062204E-01 
  7.77849234E-01   8.26295530E-01   8.72585167E-01   9.16825065E-01   9.59101578E-01   9.73148511E-01   9.84401939E-01   9.96204431E-01   9.98563016E-01   9.99592483E-01 
  5.91108584E-01   6.12735133E-01   6.57420415E-01   7.06465324E-01   7.80462710E-01   8.13480132E-01   9.68946702E-01   9.28696068E-01   9.58577158E-01   9.74281003E-01 
  7.71155073E-01   8.00233690E-01   8.45256038E-01   8.90067104E-01   9.42088135E-01   9.59653634E-01   9.75711120E-01   9.93875750E-01   9.97588070E-01   9.99210537E-01 
  6.68070796E-01   7.05224526E-01   7.45347878E-01   7.90394056E-01   8.52556342E-01   8.78678452E-01   9.05153946E-01   9.51895933E-01   9.73451695E-01   9.87773376E-01 
  8.79953992E-01   9.10680740E-01   9.36644608E-01   9.59019521E-01   9.80869599E-01   9.87029373E-01   9.92390943E-01   9.98013089E-01   9.99198022E-01   9.99751203E-01 
  7.15915618E-01   7.66661300E-01   8.10545418E-01   8.54681175E-01   8.98192260E-01   9.11947724E-01   9.32173493E-01   9.63792241E-01   9.77683017E-01   9.85777866E-01 
  8.25159026E-01   8.69397238E-01   9.08348236E-01   9.43247239E-01   9.34095376E-01   9.81513736E-01   9.89366312E-01   9.97378743E-01   9.98940476E-01   9.99609809E-01 
  8.10964767E-01   8.51661747E-01   8.89474268E-01   9.25076224E-01   9.60246654E-01   9.71600886E-01   9.80665275E-01   9.90198606E-01   9.92569613E-01   9.94052599E-01 
  8.61373439E-01   8.97253528E-01   9.27602085E-01   9.53967512E-01   9.77548415E-01   9.84225232E-01   9.90789233E-01   9.97691011E-01   9.99076263E-01   9.99677575E-01 
  8.47522482E-01   8.88198079E-01   9.21174156E-01   9.50502569E-01   9.75235706E-01   9.83084430E-01   9.90276753E-01   9.97744277E-01   9.99260093E-01   9.99801709E-01 
  8.80836197E-01   9.07733588E-01   9.31917315E-01   9.54328373E-01   9.78838878E-01   9.86643910E-01   9.91942272E-01   9.97644199E-01   9.98982962E-01   9.99638510E-01 
  7.44503646E-01   7.95975056E-01   8.36640187E-01   8.80752275E-01   9.23776836E-01   9.40956487E-01   9.58193845E-01   9.82324443E-01   9.90794794E-01   9.94919427E-01 
  7.94198284E-01   8.41508784E-01   8.84736422E-01   9.25101207E-01   9.63104446E-01   9.75091563E-01   9.85314021E-01   9.96231987E-01   9.98501559E-01   9.99473549E-01 
  8.59248016E-01   8.95293669E-01   9.25541355E-01   9.52001317E-01   9.76047678E-01   9.81609394E-01   9.88459290E-01   9.96032165E-01   9.97797569E-01   9.98628031E-01 
  8.23305695E-01   8.64631153E-01   9.00426276E-01   9.33170351E-01   9.63000868E-01   9.72121616E-01   9.81726293E-01   9.93737900E-01   9.97105809E-01   9.98630640E-01 
  8.00331987E-01   8.40352717E-01   8.78900141E-01   9.16320975E-01   9.54295835E-01   9.66908382E-01   9.78200561E-01   9.92432242E-01   9.96425033E-01   9.98251920E-01 
  7.99010878E-01   8.45641075E-01   8.88412330E-01   9.27787740E-01   9.64989819E-01   9.76428610E-01   9.86649147E-01   9.96515394E-01   9.98563743E-01   9.99444608E-01 
  8.77470870E-01   9.06702811E-01   9.32131426E-01   9.55203908E-01   9.79150844E-01   9.86508769E-01   9.92203667E-01   9.98124501E-01   9.99291757E-01   9.99792948E-01 
  7.02180473E-01   7.41993558E-01   7.80559373E-01   8.20034449E-01   8.86847737E-01   9.13182277E-01   9.32302311E-01   9.62090676E-01   9.76439143E-01   9.85776658E-01 
  8.13070187E-01   8.43171084E-01   8.86156203E-01   9.14113750E-01   9.57129919E-01   9.70967346E-01   9.82843945E-01   9.95809361E-01   9.98435212E-01   9.99459420E-01 
  8.28043964E-01   8.68826474E-01   9.07496232E-01   9.38917841E-01   9.70120320E-01   9.79862914E-01   9.87878882E-01   9.96503130E-01   9.98460063E-01   9.99434773E-01 
  8.28597783E-01   8.68783392E-01   9.04940869E-01   9.38179319E-01   9.70472808E-01   9.80160902E-01   9.88358743E-01   9.96983876E-01   9.98731504E-01   9.99494741E-01 
  7.64944639E-01   8.08171618E-01   8.50186252E-01   8.91675405E-01   9.36862409E-01   9.53820381E-01   9.68567081E-01   9.88614935E-01   9.94930401E-01   9.97836038E-01 
  7.11590156E-01   7.68382521E-01   8.24122849E-01   8.79281673E-01   9.33366241E-01   9.51275075E-01   9.66849916E-01   9.83674161E-01   9.87342729E-01   9.89420201E-01 
  7.14017379E-01   7.75248845E-01   8.32079238E-01   8.87783805E-01   9.43096657E-01   9.61412925E-01   9.76787949E-01   9.93430367E-01   9.96899214E-01   9.98406981E-01 
  5.85015693E-01   6.31161210E-01   6.81957673E-01   7.41939579E-01   8.13044844E-01   8.49436544E-01   8.87693680E-01   9.49867252E-01   9.72440334E-01   9.83169247E-01 
  7.61580747E-01   8.03545243E-01   8.42938190E-01   8.81594799E-01   9.24649901E-01   9.39648896E-01   9.54542781E-01   9.78340679E-01   9.88833956E-01   9.95579339E-01 
  8.49801396E-01   8.85524450E-01   9.17148627E-01   9.46128898E-01   9.73473787E-01   9.80642889E-01   9.87913698E-01   9.96087390E-01   9.98179956E-01   9.99296051E-01 
  8.61616345E-01   8.94710170E-01   9.24300023E-01   9.51340279E-01   9.77044193E-01   9.84332651E-01   9.90946270E-01   9.97830289E-01   9.99182058E-01   9.99770531E-01 
  8.43134584E-01   8.82780523E-01   9.16446793E-01   9.46239239E-01   9.72705326E-01   9.80428072E-01   9.88050872E-01   9.96322773E-01   9.98171766E-01   9.99024425E-01 
  7.86057436E-01   8.29475439E-01   8.68846212E-01   9.05967121E-01   9.44006244E-01   9.56078248E-01   9.68772695E-01   9.86942716E-01   9.93205052E-01   9.96175829E-01 
  6.19315912E-01   6.80591287E-01   7.31499200E-01   7.88199819E-01   8.32120644E-01   8.51742880E-01   8.85489702E-01   9.48778947E-01   9.77124655E-01   9.91161830E-01 
  7.53684481E-01   8.08421617E-01   8.59401173E-01   9.07410446E-01   9.52458199E-01   9.67044106E-01   9.80043679E-01   9.94171477E-01   9.97170801E-01   9.98492782E-01 
  8.57466916E-01   8.95243795E-01   9.27419834E-01   9.54947835E-01   9.78096916E-01   9.85116081E-01   9.91446774E-01   9.97969060E-01   9.99237168E-01   9.99777133E-01 
  8.33034410E-01   8.76358317E-01   9.13715677E-01   9.46835190E-01   9.74375452E-01   9.82983420E-01   9.90302450E-01   9.97696063E-01   9.99128727E-01   9.99746829E-01 
  8.38188065E-01   8.75878078E-01   9.09190328E-01   9.39749882E-01   9.69506604E-01   9.77644522E-01   9.85808977E-01   9.95211854E-01   9.97572223E-01   9.98694254E-01 
  7.59963713E-01   8.13235579E-01   8.62042488E-01   9.07758765E-01   9.51835136E-01   9.65885401E-01   9.78699380E-01   9.93208294E-01   9.96592757E-01   9.98132904E-01 
  7.45893036E-01   7.87133587E-01   8.26176445E-01   8.65103657E-01   9.09781645E-01   9.29591240E-01   9.47169815E-01   9.75309528E-01   9.85580084E-01   9.92688768E-01 
  8.40958608E-01   8.82999349E-01   9.16896417E-01   9.46191049E-01   9.70031926E-01   9.77496821E-01   9.84478870E-01   9.92983708E-01   9.96028840E-01   9.98074629E-01 
  8.45969301E-01   8.87128327E-01   9.19809890E-01   9.48495449E-01   9.71081489E-01   9.77871652E-01   9.85469725E-01   9.94824905E-01   9.97544964E-01   9.98738650E-01 
  7.37212487E-01   7.89839678E-01   8.32776356E-01   8.74369798E-01   9.00195970E-01   9.05542240E-01   9.24037382E-01   9.54970335E-01   9.68344185E-01   9.76418241E-01 
  8.17586308E-01   8.59056054E-01   8.96364485E-01   9.30821124E-01   9.65030692E-01   9.75605502E-01   9.84933991E-01   9.95631619E-01   9.98239710E-01   9.99411101E-01 
  8.37273234E-01   8.74565332E-01   9.07209481E-01   9.34884555E-01   9.65183851E-01   9.74475842E-01   9.81275181E-01   9.88709944E-01   9.92049776E-01   9.96654274E-01 
  7.48305158E-01   7.85651231E-01   8.24810749E-01   8.64231584E-01   9.08521637E-01   9.25399224E-01   9.43623042E-01   9.75162831E-01   9.87737830E-01   9.96231881E-01 
  8.27403444E-01   8.72925863E-01   9.09756403E-01   9.43259840E-01   9.71261228E-01   9.80261588E-01   9.88518780E-01   9.97170490E-01   9.98927879E-01   9.99686231E-01 
  8.60889597E-01   8.91762677E-01   9.19996260E-01   9.46415316E-01   9.73522192E-01   9.83241779E-01   9.89746772E-01   9.96374276E-01   9.98066801E-01   9.99154102E-01 
  7.97909558E-01   8.47304691E-01   8.89814367E-01   9.27953908E-01   9.61639049E-01   9.71208181E-01   9.82083288E-01   9.94662004E-01   9.97643650E-01   9.98943093E-01 
  8.68544395E-01   9.03490747E-01   9.31895078E-01   9.56605946E-01   9.78300113E-01   9.84420418E-01   9.90258860E-01   9.96729476E-01   9.98358000E-01   9.99181980E-01 
  8.62633121E-01   8.99021640E-01   9.28578448E-01   9.54589865E-01   9.77360041E-01   9.83741218E-01   9.90300442E-01   9.97336510E-01   9.98889041E-01   9.99634062E-01 
  8.44543616E-01   8.83752697E-01   9.17587406E-01   9.47506564E-01   9.74254499E-01   9.82040944E-01   9.89488206E-01   9.97296004E-01   9.98869459E-01   9.99608377E-01 
  8.32589382E-01   8.70835532E-01   9.06225955E-01   9.39417991E-01   9.70932600E-01   9.80932170E-01   9.89017483E-01   9.97236571E-01   9.98842985E-01   9.99556379E-01 
  7.65772992E-01   8.09221759E-01   8.48901815E-01   8.87002347E-01   9.28995566E-01   9.38832756E-01   9.54639351E-01   9.79642097E-01   9.89124174E-01   9.93984125E-01 
  7.75548587E-01   8.22039847E-01   8.68471160E-01   9.13904400E-01   9.58216040E-01   9.72478388E-01   9.83937346E-01   9.95793291E-01   9.98065455E-01   9.99059323E-01 
  6.47066722E-01   7.09591475E-01   7.61472352E-01   8.18715061E-01   8.66489573E-01   8.86144248E-01   9.12553703E-01   9.55361205E-01   9.73625371E-01   9.83789727E-01 
  7.94372922E-01   8.37276930E-01   8.79209503E-01   9.18959156E-01   9.57848839E-01   9.70043606E-01   9.80347874E-01   9.91695956E-01   9.94437028E-01   9.96219232E-01 
  7.51988141E-01   8.01633961E-01   8.45932422E-01   8.85897965E-01   9.22369831E-01   9.27561430E-01   9.41577654E-01   9.65578434E-01   9.78565959E-01   9.88053564E-01 
  8.56796095E-01   8.94340741E-01   9.25370981E-01   9.52439149E-01   9.74619600E-01   9.80950643E-01   9.87161991E-01   9.94207301E-01   9.96418325E-01   9.97727354E-01 
  5.66792472E-01   6.01821311E-01   6.45609734E-01   6.98697776E-01   7.76557957E-01   8.11507934E-01   8.49442156E-01   9.12307341E-01   9.36521336E-01   9.50735441E-01 
  8.00323542E-01   8.43556824E-01   8.84972233E-01   9.24665975E-01   9.63217072E-01   9.75191978E-01   9.85351752E-01   9.96137565E-01   9.98351919E-01   9.99316191E-01 
  8.63196804E-01   8.96408765E-01   9.24819094E-01   9.51018858E-01   9.76613387E-01   9.83712286E-01   9.89880994E-01   9.96644285E-01   9.98255573E-01   9.99054266E-01 
  8.26020896E-01   8.70411103E-01   9.08122037E-01   9.41759663E-01   9.69834111E-01   9.78742969E-01   9.86505946E-01   9.95075622E-01   9.97354012E-01   9.98744392E-01 
  8.71397953E-01   9.03999038E-01   9.31587382E-01   9.55405492E-01   9.78295267E-01   9.84353600E-01   9.90224724E-01   9.96536849E-01   9.97999686E-01   9.98739934E-01 
  8.19060756E-01   8.59954740E-01   8.98123835E-01   9.34081267E-01   9.67954617E-01   9.78518834E-01   9.87586444E-01   9.97039195E-01   9.98894186E-01   9.99699735E-01 
  8.31644326E-01   8.68327107E-01   9.03423701E-01   9.36600134E-01   9.68667529E-01   9.78453293E-01   9.87052335E-01   9.96374328E-01   9.98371931E-01   9.99186680E-01 
  8.41255844E-01   8.78575135E-01   9.11314218E-01   9.41330295E-01   9.69859002E-01   9.77241861E-01   9.85351494E-01   9.94624225E-01   9.96919154E-01   9.98041423E-01 
  7.97173606E-01   8.47487686E-01   8.87875875E-01   9.27640545E-01   9.59972115E-01   9.71122192E-01   9.80562293E-01   9.91184852E-01   9.94878480E-01   9.97171251E-01 
  6.74435698E-01   7.21923524E-01   7.68590474E-01   8.16259034E-01   8.75107393E-01   8.96696836E-01   9.21258016E-01   9.63287055E-01   9.82892347E-01   9.93642631E-01 
  7.15172998E-01   7.63910432E-01   8.08842931E-01   8.52160170E-01   8.90842786E-01   9.04083569E-01   9.23632338E-01   9.55993921E-01   9.70717132E-01   9.79827195E-01 
  8.63582724E-01   8.96052274E-01   9.24603712E-01   9.50315327E-01   9.76101434E-01   9.84110024E-01   9.90511806E-01   9.97394783E-01   9.98916835E-01   9.99622757E-01 
  7.44897813E-01   8.01397228E-01   8.52001034E-01   9.00619347E-01   9.44703072E-01   9.59678012E-01   9.74227926E-01   9.91491488E-01   9.95807246E-01   9.97756348E-01 
  7.97530149E-01   8.42056019E-01   8.83053759E-01   9.24336116E-01   9.63057681E-01   9.75018728E-01   9.85269978E-01   9.96244195E-01   9.98513293E-01   9.99491186E-01 
  6.73832426E-01   7.31602836E-01   7.93329130E-01   8.58665727E-01   9.24562057E-01   9.48162988E-01   9.67979321E-01   9.90172653E-01   9.95046508E-01   9.97203560E-01 
  8.22548608E-01   8.62730686E-01   8.97872735E-01   9.29528501E-01   9.61121601E-01   9.71248409E-01   9.78997104E-01   9.87533150E-01   9.91504788E-01   9.96980593E-01 
