rho_a(412)  rho_a(443)  rho_a(486)  rho_a(551)  rho_a(671)  rho_a(745)  rho_a(862)  rho_a(1238)  rho_a(1610)  rho_a(2257)  
  3.53547551E-04   3.60616085E-04   3.38171600E-04   2.96003394E-04   2.23802073E-04   1.87854689E-04   1.44629854E-04   6.95437425E-05   3.69505911E-05   1.75516726E-05 
  1.08989878E-02   1.05011053E-02   9.73834872E-03   8.54293703E-03   6.76121641E-03   5.87852026E-03   4.81001660E-03   2.68463563E-03   1.58545455E-03   8.08871017E-04 
  9.24073878E-03   9.27905419E-03   9.03703303E-03   8.41101563E-03   7.29032454E-03   6.72146613E-03   6.09275056E-03   5.20332818E-03   4.89384268E-03   4.43131966E-03 
  9.32779374E-03   9.07175612E-03   8.45441840E-03   7.33922669E-03   5.49043591E-03   4.57198358E-03   3.48564847E-03   1.58548467E-03   7.51023360E-04   2.87933059E-04 
  1.61462398E-04   1.58091090E-04   1.45458993E-04   1.28284739E-04   1.05377283E-04   9.48310635E-05   8.25106204E-05   5.57165368E-05   3.89086538E-05   2.35367168E-05 
  1.95186993E-03   2.00454577E-03   2.02608202E-03   2.01058157E-03   1.97964644E-03   1.96383625E-03   1.95409441E-03   1.87892443E-03   1.75941436E-03   1.46564107E-03 
  2.07576954E-04   2.08254024E-04   1.97700783E-04   1.81283080E-04   1.58487309E-04   1.48375721E-04   1.38198782E-04   1.26543774E-04   1.22889550E-04   1.12449570E-04 
  3.39538319E-03   3.28983210E-03   3.06426744E-03   2.69413841E-03   2.13318051E-03   1.86302774E-03   1.54098773E-03   9.07620700E-04   5.70141111E-04   3.32882348E-04 
  8.54591860E-03   9.11800257E-03   9.58704802E-03   9.93042491E-03   1.01699449E-02   1.02614873E-02   1.04757279E-02   1.10009668E-02   1.11100100E-02   1.01493977E-02 
  6.87118352E-03   6.64643217E-03   6.18315122E-03   5.43054960E-03   4.18650773E-03   3.55530533E-03   2.75902256E-03   1.25301267E-03   5.46326933E-04   1.38059313E-04 
  3.91511238E-02   4.17994028E-02   4.38241258E-02   4.51993623E-02   4.52919951E-02   4.46149035E-02   4.30192698E-02   3.61879803E-02   3.05980974E-02   2.38006494E-02 
  1.85377427E-03   1.82149515E-03   1.74177472E-03   1.61982411E-03   1.47079614E-03   1.39295479E-03   1.30913799E-03   1.08408439E-03   8.95064917E-04   6.33117107E-04 
  4.20874599E-02   4.57961504E-02   4.84029239E-02   4.86942571E-02   4.36574414E-02   3.88260302E-02   3.10898026E-02   1.30860697E-02   5.13242572E-03   1.33832008E-03 
  3.16410441E-02   3.19499621E-02   3.12102946E-02   2.87253413E-02   2.42124001E-02   2.18781483E-02   1.89773804E-02   1.35148855E-02   9.89886317E-03   5.44428166E-03 
  4.86239221E-04   4.92374503E-04   4.71670436E-04   4.29439435E-04   3.63497725E-04   3.34700930E-04   3.01421642E-04   2.43449077E-04   2.02476845E-04   1.33382085E-04 
  7.94302718E-03   8.55880914E-03   8.80466199E-03   8.43824654E-03   7.00394805E-03   6.03309521E-03   4.69855518E-03   2.12271726E-03   9.99657396E-04   3.94458027E-04 
  3.44538864E-02   3.53964762E-02   3.49555918E-02   3.26755448E-02   2.72104441E-02   2.39509663E-02   1.95400595E-02   1.04822306E-02   5.82382396E-03   2.53703949E-03 
  1.01031623E-02   1.06177294E-02   1.08164648E-02   1.07342432E-02   1.03402449E-02   1.01200262E-02   9.93068570E-03   9.62090334E-03   9.15424756E-03   7.69417281E-03 
  8.08223689E-05   8.61213664E-05   8.56982314E-05   8.51935898E-05   8.22286480E-05   8.06589399E-05   7.80418949E-05   6.82161350E-05   5.73368619E-05   3.71488417E-05 
  2.23070644E-02   2.32161367E-02   2.24844658E-02   2.06151034E-02   1.64388219E-02   1.40474226E-02   1.10404353E-02   5.76101888E-03   3.61231145E-03   2.36597611E-03 
  1.10875022E-02   1.09750237E-02   1.03793980E-02   9.06162433E-03   6.97725246E-03   6.03781722E-03   5.00601253E-03   3.31283631E-03   2.30695577E-03   1.17786346E-03 
  2.81780244E-02   2.84549999E-02   2.75490103E-02   2.49591611E-02   1.95760603E-02   1.64915412E-02   1.25209543E-02   5.50556724E-03   2.67105516E-03   1.17119155E-03 
  4.86564150E-02   5.00166511E-02   4.95596326E-02   4.62656287E-02   3.77901713E-02   3.23977380E-02   2.51219170E-02   1.14725581E-02   5.78156334E-03   2.66483301E-03 
  2.63766740E-02   2.96421800E-02   3.16542159E-02   3.11676206E-02   2.58434774E-02   2.18225529E-02   1.63012698E-02   6.44072130E-03   2.94886492E-03   1.38999308E-03 
  6.18614501E-04   6.38615828E-04   6.17469833E-04   5.40165093E-04   3.86634353E-04   3.09968525E-04   2.20065339E-04   9.21947024E-05   5.00986794E-05   2.47346419E-05 
  8.88744534E-04   1.05179570E-03   1.23238846E-03   1.45079215E-03   1.74900988E-03   1.88159390E-03   2.03426819E-03   2.26042691E-03   2.22652585E-03   1.96480437E-03 
  8.35995860E-05   9.07398923E-05   9.04792057E-05   8.98476218E-05   8.72459177E-05   8.55172113E-05   8.29913370E-05   7.46057063E-05   6.57069179E-05   4.69236658E-05 
  2.78305982E-03   2.75661379E-03   2.59217886E-03   2.26613729E-03   1.71347444E-03   1.44325556E-03   1.13499346E-03   6.67314197E-04   5.00306582E-04   4.02497117E-04 
  2.58732134E-03   2.66202280E-03   2.73753008E-03   2.81291589E-03   2.98940267E-03   3.08320088E-03   3.23610734E-03   3.40388732E-03   3.26195097E-03   2.61050796E-03 
  3.33807314E-04   3.75799261E-04   3.88166613E-04   3.69884193E-04   3.03580381E-04   2.61381481E-04   2.04183422E-04   8.98075076E-05   3.99636938E-05   1.16453904E-05 
  7.84629038E-03   8.24725071E-03   8.08103381E-03   7.16427259E-03   5.45853411E-03   4.67521748E-03   3.81110259E-03   2.32295809E-03   1.49379977E-03   6.97571543E-04 
  1.60461438E-04   1.68794010E-04   1.65094754E-04   1.50126017E-04   1.18568394E-04   1.01615983E-04   8.07693636E-05   4.80695474E-05   3.66657867E-05   3.01646140E-05 
  1.76324220E-04   1.72304630E-04   1.56882680E-04   1.33048658E-04   9.73109637E-05   8.09325745E-05   6.23230472E-05   3.17468036E-05   1.85121126E-05   1.05404187E-05 
  3.65265296E-04   3.77220559E-04   3.76392582E-04   3.64745844E-04   3.34886941E-04   3.17105176E-04   2.94031027E-04   2.42200546E-04   2.01404202E-04   1.46832760E-04 
  1.76633520E-02   1.85281986E-02   1.84138159E-02   1.68342439E-02   1.30366712E-02   1.08629398E-02   8.15597222E-03   3.45917764E-03   1.58922575E-03   6.12244720E-04 
  6.51261686E-04   6.36376661E-04   5.93758160E-04   5.16759203E-04   3.95106876E-04   3.38470418E-04   2.76449230E-04   1.85466954E-04   1.52070699E-04   1.28312755E-04 
  6.16516703E-03   5.97851024E-03   5.57263191E-03   4.85979560E-03   3.70493210E-03   3.12602222E-03   2.43671682E-03   1.22151948E-03   6.88652242E-04   3.72603448E-04 
  6.29048120E-03   6.04833912E-03   5.55036252E-03   4.78057176E-03   3.62183922E-03   3.05559308E-03   2.36731435E-03   1.02419933E-03   3.72661925E-04   5.55147551E-05 
  1.20074164E-02   1.18667453E-02   1.12865981E-02   1.00992693E-02   7.96042621E-03   6.80649186E-03   5.36144223E-03   2.55990484E-03   1.25047802E-03   4.03779336E-04 
  9.87949997E-04   1.04121274E-03   1.03471165E-03   9.38185731E-04   7.37926338E-04   6.43092825E-04   5.41113970E-04   3.83893061E-04   2.94923379E-04   1.91229863E-04 
  1.39911913E-03   1.42360012E-03   1.37625769E-03   1.24634985E-03   1.00089942E-03   8.70942808E-04   7.11056833E-04   4.23033241E-04   2.92944922E-04   2.05965419E-04 
  9.60132049E-03   9.54027785E-03   9.28681204E-03   8.66687242E-03   7.48753127E-03   6.82658325E-03   5.92637659E-03   4.08333548E-03   3.06895367E-03   1.99527988E-03 
  4.86364287E-05   5.12930179E-05   4.88584612E-05   4.60975288E-05   4.14723106E-05   3.90156711E-05   3.59160313E-05   2.96316555E-05   2.54806836E-05   1.95156911E-05 
  3.89447132E-04   4.30566441E-04   4.37773018E-04   4.09187576E-04   3.20048837E-04   2.66083607E-04   1.97185773E-04   7.77788817E-05   3.44401068E-05   1.26003021E-05 
  3.06018314E-02   3.03767338E-02   2.90422142E-02   2.60018999E-02   2.00547529E-02   1.66883081E-02   1.23867985E-02   4.67802913E-03   1.63450785E-03   3.23863583E-04 
  7.64438306E-04   7.78032460E-04   7.55922946E-04   6.87081101E-04   5.45521766E-04   4.67843108E-04   3.67172125E-04   1.89002683E-04   1.12384203E-04   5.79291103E-05 
  3.38893323E-03   3.39612423E-03   3.31002872E-03   3.09391339E-03   2.72640275E-03   2.54426912E-03   2.35276923E-03   2.07069465E-03   1.95862100E-03   1.76115990E-03 
  2.43475280E-04   2.46407148E-04   2.28789904E-04   1.95195811E-04   1.37311284E-04   1.09171626E-04   7.70361618E-05   2.83082895E-05   1.17357378E-05   4.11751514E-06 
  6.97318290E-04   6.88772336E-04   6.53821481E-04   5.89032434E-04   4.74725841E-04   4.18660130E-04   3.47714460E-04   2.14475834E-04   1.45973120E-04   9.28472980E-05 
  8.99938629E-03   1.02202363E-02   1.14100394E-02   1.26126837E-02   1.39780521E-02   1.44250407E-02   1.47616497E-02   1.39958577E-02   1.22200241E-02   8.69877134E-03 
  4.71186842E-04   5.07030897E-04   5.31364572E-04   5.53045871E-04   5.64536593E-04   5.72227497E-04   5.71574510E-04   5.56995690E-04   5.16237718E-04   4.26292985E-04 
  4.10425296E-04   4.15207140E-04   3.99042694E-04   3.73107754E-04   3.42108733E-04   3.32967186E-04   3.22215600E-04   2.98414461E-04   2.67611641E-04   2.05998657E-04 
  8.45588747E-03   8.13529621E-03   7.52035552E-03   6.51157250E-03   4.89833281E-03   4.07789110E-03   3.06277904E-03   1.20655153E-03   3.99239315E-04   5.51341003E-05 
  1.85290295E-04   1.88558934E-04   1.78238736E-04   1.55999545E-04   1.15903087E-04   9.60635143E-05   7.25790387E-05   3.57700826E-05   2.16429524E-05   1.22519216E-05 
  1.60601083E-04   1.59490128E-04   1.48659380E-04   1.29919710E-04   9.90620815E-05   8.37212540E-05   6.54866075E-05   3.37270888E-05   2.01621261E-05   1.24630886E-05 
  6.85893047E-04   7.50417301E-04   7.75315890E-04   7.43978759E-04   6.12037260E-04   5.25506560E-04   4.07922565E-04   1.87674309E-04   9.73190318E-05   4.74753918E-05 
  8.49013857E-04   8.26966686E-04   7.88487089E-04   7.12818177E-04   5.81078839E-04   5.07289301E-04   4.09156170E-04   2.24031424E-04   1.28861539E-04   4.86822377E-05 
  2.10239666E-04   2.11630108E-04   1.99096901E-04   1.73714985E-04   1.30176855E-04   1.08140266E-04   8.13305667E-05   3.38978270E-05   1.41942401E-05   4.34042462E-06 
  2.24602319E-02   2.44032167E-02   2.54837593E-02   2.50752940E-02   2.20099468E-02   1.97296959E-02   1.65118070E-02   9.91311882E-03   6.77086602E-03   4.66009410E-03 
  1.04407025E-02   1.03814081E-02   9.83310219E-03   8.77833576E-03   7.07021040E-03   6.20597634E-03   5.11795440E-03   2.87020682E-03   1.61933318E-03   6.74696656E-04 
  9.52853426E-03   1.03892822E-02   1.08303001E-02   1.04938551E-02   8.67997362E-03   7.37803622E-03   5.58724209E-03   2.19301258E-03   8.80126795E-04   2.74419185E-04 
  1.54545219E-04   1.62065656E-04   1.62811099E-04   1.60252529E-04   1.51367327E-04   1.46156968E-04   1.38517908E-04   1.22284672E-04   1.09568563E-04   8.60417469E-05 
  1.74802426E-02   1.77834301E-02   1.73989892E-02   1.59048919E-02   1.25059104E-02   1.05417686E-02   8.06107445E-03   3.76015437E-03   2.12485055E-03   1.19900024E-03 
  3.11758855E-04   3.13157044E-04   2.95627098E-04   2.60083196E-04   2.02817283E-04   1.75977330E-04   1.44674916E-04   8.71832590E-05   5.73697911E-05   3.62801068E-05 
  3.85442445E-02   3.89665725E-02   3.88259768E-02   3.78654713E-02   3.57084007E-02   3.42407783E-02   3.16521147E-02   2.27625063E-02   1.61814174E-02   1.00457987E-02 
  3.33735155E-03   3.42680779E-03   3.29486201E-03   2.93195708E-03   2.26447017E-03   1.92808213E-03   1.51802919E-03   7.09415286E-04   3.02216199E-04   7.02747654E-05 
  5.19020036E-03   5.10578740E-03   4.85605540E-03   4.38707602E-03   3.64675979E-03   3.30383632E-03   2.92473263E-03   2.38161477E-03   2.16646726E-03   1.91059090E-03 
  1.19661189E-03   1.34155499E-03   1.40394129E-03   1.34020667E-03   1.07225929E-03   9.00171903E-04   6.79226150E-04   3.04285780E-04   1.71352750E-04   1.06435386E-04 
  1.91798498E-02   1.88911677E-02   1.79592175E-02   1.58772444E-02   1.25054461E-02   1.09086455E-02   8.97525387E-03   5.62768530E-03   3.70078519E-03   1.71068007E-03 
  8.69085972E-03   8.80380433E-03   8.52971861E-03   7.81476278E-03   6.40998141E-03   5.66277555E-03   4.70630447E-03   2.80345012E-03   1.83057219E-03   1.11578803E-03 
  2.41734867E-02   2.39805995E-02   2.30807977E-02   2.11727372E-02   1.76904400E-02   1.58317436E-02   1.36486851E-02   9.98957703E-03   8.41494394E-03   7.01911250E-03 
  5.47687084E-03   5.80657868E-03   6.01096328E-03   6.12720905E-03   6.24956230E-03   6.35126499E-03   6.55352460E-03   7.13022502E-03   7.26011155E-03   7.08830377E-03 
  1.03664831E-03   1.03160718E-03   1.00080972E-03   9.45098074E-04   8.62445006E-04   8.30947724E-04   7.96452170E-04   7.49206410E-04   7.14064206E-04   6.24706942E-04 
  1.96465668E-02   2.16841845E-02   2.24729331E-02   2.14462960E-02   1.76366561E-02   1.52534089E-02   1.21765243E-02   6.23148815E-03   3.35210520E-03   1.48997672E-03 
  1.58050252E-04   1.54417422E-04   1.40561687E-04   1.20129028E-04   8.87652742E-05   7.35161770E-05   5.53342388E-05   2.30316084E-05   9.06725713E-06   1.95019153E-06 
  8.07813987E-03   7.82234274E-03   7.26455378E-03   6.30263024E-03   4.96974776E-03   4.39332430E-03   3.73384143E-03   2.54533484E-03   1.77460031E-03   8.94626472E-04 
  1.60421147E-03   1.57262391E-03   1.45310512E-03   1.24743607E-03   9.46251059E-04   8.10716687E-04   6.52405028E-04   3.53417889E-04   1.96152947E-04   8.69632742E-05 
  2.98963766E-02   3.24948610E-02   3.39676293E-02   3.37810343E-02   3.10331626E-02   2.88731423E-02   2.57791959E-02   1.79127375E-02   1.27200056E-02   7.99878412E-03 
  5.73748612E-04   5.88055691E-04   5.63343780E-04   4.98387642E-04   3.70508340E-04   3.03233092E-04   2.22359140E-04   9.15222681E-05   4.40949387E-05   2.06465257E-05 
  9.83544470E-03   1.06672908E-02   1.12778683E-02   1.16320159E-02   1.18226354E-02   1.17713773E-02   1.17054541E-02   1.06280637E-02   9.21610611E-03   6.71421891E-03 
  3.01722745E-04   2.89255606E-04   2.67174943E-04   2.38150461E-04   1.96288990E-04   1.75456611E-04   1.49087920E-04   9.25548115E-05   5.79917545E-05   2.67119390E-05 
  1.29292386E-02   1.25509458E-02   1.18535225E-02   1.06855655E-02   8.79432104E-03   7.78715879E-03   6.49911118E-03   3.82816346E-03   2.40832304E-03   1.33165173E-03 
  6.62986707E-04   6.49345453E-04   6.05554560E-04   5.28032423E-04   3.99885943E-04   3.36258026E-04   2.61097293E-04   1.32964892E-04   7.96139063E-05   4.92284874E-05 
  6.43998687E-03   6.32333056E-03   6.01900923E-03   5.38241590E-03   4.26840105E-03   3.67429491E-03   2.89912920E-03   1.42575147E-03   7.11009746E-04   1.79812681E-04 
  1.03392031E-04   1.06131449E-04   1.00002437E-04   8.66264622E-05   6.48943635E-05   5.52559749E-05   4.45867278E-05   2.72235334E-05   1.70225515E-05   6.85931067E-06 
  4.63936975E-03   6.11638030E-03   7.35048788E-03   7.89159733E-03   6.94912265E-03   6.00973873E-03   4.67624587E-03   2.44847041E-03   1.81454148E-03   1.57295895E-03 
  2.79576423E-03   2.70603514E-03   2.51142281E-03   2.19014252E-03   1.70622208E-03   1.46953582E-03   1.19349664E-03   7.03245878E-04   4.74009880E-04   3.17156002E-04 
  1.08059244E-02   1.20333530E-02   1.26092209E-02   1.22135520E-02   1.04412328E-02   9.35023598E-03   7.96139411E-03   5.40249918E-03   4.19176145E-03   3.16842076E-03 
  1.63618344E-04   1.59322909E-04   1.48349942E-04   1.33265612E-04   1.09594665E-04   9.70961175E-05   8.09776827E-05   4.88058625E-05   3.10921380E-05   1.46492946E-05 
  5.12295243E-03   5.04427659E-03   4.84104735E-03   4.49882656E-03   3.97837094E-03   3.69502844E-03   3.34141796E-03   2.49486575E-03   1.90318892E-03   1.23833882E-03 
  4.84838103E-03   5.32181464E-03   5.39141436E-03   4.92172779E-03   3.78961466E-03   3.20620147E-03   2.52112988E-03   1.33723346E-03   7.89771845E-04   4.53684248E-04 
  9.85246219E-05   1.09800577E-04   1.06551468E-04   1.01651239E-04   9.40650196E-05   9.06652533E-05   8.64283467E-05   7.51493620E-05   6.51455512E-05   4.74852434E-05 
  1.25046182E-02   1.21706306E-02   1.13674515E-02   9.88271286E-03   7.34729088E-03   6.04254866E-03   4.45897727E-03   1.74846400E-03   6.71973524E-04   1.65299183E-04 
  3.11000288E-02   3.61836299E-02   4.03240298E-02   4.26117589E-02   4.05540557E-02   3.77980592E-02   3.34903554E-02   2.56008741E-02   2.28922473E-02   2.04914162E-02 
  9.40006029E-04   9.21027321E-04   8.53372471E-04   7.46258714E-04   5.75588170E-04   4.93602407E-04   3.91898126E-04   2.05137156E-04   1.15152948E-04   5.85202556E-05 
  1.35926417E-03   1.34843038E-03   1.28157627E-03   1.13145335E-03   8.61264791E-04   7.24736783E-04   5.60276707E-04   2.86948243E-04   1.69473976E-04   8.18478874E-05 
  5.29117125E-03   5.33080014E-03   5.16083226E-03   4.71235857E-03   3.84575203E-03   3.39356952E-03   2.84647913E-03   1.93994138E-03   1.56864279E-03   1.27404847E-03 
  1.45407820E-03   1.43508024E-03   1.38385302E-03   1.29775927E-03   1.16610341E-03   1.09553695E-03   9.96764224E-04   7.50584790E-04   5.82125160E-04   3.91431070E-04 
  1.01110397E-02   9.76301988E-03   9.11969886E-03   8.07887937E-03   6.46816709E-03   5.64698767E-03   4.63224387E-03   2.61445163E-03   1.60014934E-03   9.00279698E-04 
  7.55464348E-04   8.24855614E-04   8.54399224E-04   8.45142549E-04   7.79506640E-04   7.41019759E-04   6.98539515E-04   6.67879660E-04   6.75889436E-04   6.50039539E-04 
  1.72439624E-02   1.93457891E-02   2.04415753E-02   1.99392584E-02   1.69711150E-02   1.49997082E-02   1.23284601E-02   6.81168724E-03   3.98530539E-03   2.20622822E-03 
  6.05741069E-04   6.05958639E-04   5.78310681E-04   5.21627974E-04   4.23046650E-04   3.71440231E-04   3.06331983E-04   1.83521629E-04   1.22841967E-04   7.24822634E-05 
  4.15047494E-03   5.54999481E-03   7.09900081E-03   8.81823953E-03   1.09259215E-02   1.17596662E-02   1.29330457E-02   1.52191503E-02   1.61293340E-02   1.55252918E-02 
  7.26219756E-03   7.41573958E-03   7.34477573E-03   6.68614803E-03   5.20816146E-03   4.35868972E-03   3.27515472E-03   1.29425225E-03   4.94408339E-04   1.11351470E-04 
  2.71784978E-04   2.68430101E-04   2.45859192E-04   2.10481421E-04   1.55348901E-04   1.28660588E-04   9.62403580E-05   3.90572175E-05   1.47413817E-05   2.95590239E-06 
  4.81051295E-03   5.17007493E-03   5.25982622E-03   4.91130898E-03   3.84997526E-03   3.19927859E-03   2.38055546E-03   1.05785452E-03   6.14594995E-04   3.99305290E-04 
  3.24115639E-03   3.12005829E-03   2.86640136E-03   2.47342030E-03   1.85777134E-03   1.55091023E-03   1.17823482E-03   4.88604489E-04   1.75623232E-04   2.60758592E-05 
  2.89558381E-03   2.85737018E-03   2.71064158E-03   2.45193424E-03   2.03525060E-03   1.84328396E-03   1.61888584E-03   1.21280911E-03   9.78855411E-04   7.39199353E-04 
  7.47565429E-02   9.27379056E-02   1.11409873E-01   1.30305765E-01   1.48558115E-01   1.53948865E-01   1.57662271E-01   1.56518121E-01   1.53420975E-01   1.43166535E-01 
  2.71204489E-03   2.81347612E-03   2.73111170E-03   2.44743444E-03   1.87169211E-03   1.57745839E-03   1.22625192E-03   6.25663595E-04   3.70079907E-04   2.10688409E-04 
  3.15111552E-02   3.12445843E-02   2.98171873E-02   2.66587979E-02   2.05957397E-02   1.71963506E-02   1.28617655E-02   5.08173338E-03   1.99310908E-03   5.22876558E-04 
  6.63601907E-05   7.40152784E-05   7.14488150E-05   6.73654697E-05   5.91286732E-05   5.53273963E-05   5.07070868E-05   4.50218953E-05   4.32200147E-05   3.96209370E-05 
  1.29173499E-04   1.27466572E-04   1.16714203E-04   1.02479611E-04   8.07499188E-05   6.99709092E-05   5.66970346E-05   3.10384436E-05   1.78195334E-05   7.41694637E-06 
