rho_a(412)  rho_a(443)  rho_a(486)  rho_a(551)  rho_a(671)  rho_a(745)  rho_a(862)  rho_a(1238)  rho_a(1610)  rho_a(2257)  
  6.31386489E-05   6.37382583E-05   5.91395259E-05   5.36235544E-05   4.61147061E-05   4.23772985E-05   3.78808007E-05   2.81332203E-05   2.19855277E-05   1.54758238E-05 
  4.40408182E-04   4.47031980E-04   4.24954124E-04   3.66064000E-04   2.59702704E-04   2.08921323E-04   1.51089489E-04   7.22068737E-05   4.75475889E-05   3.36705245E-05 
  8.43493410E-03   9.48347850E-03   1.02777460E-02   1.06303496E-02   1.06684520E-02   1.05406786E-02   1.02803853E-02   9.05777590E-03   7.66943590E-03   5.30134178E-03 
  1.50696009E-03   1.51419479E-03   1.49685785E-03   1.45176269E-03   1.38423623E-03   1.34691784E-03   1.31544651E-03   1.23411521E-03   1.14956008E-03   9.63565908E-04 
  3.20613357E-03   3.38335300E-03   3.45298679E-03   3.40244248E-03   3.16879512E-03   3.02467044E-03   2.86475566E-03   2.68706683E-03   2.68149783E-03   2.56853474E-03 
  5.74642604E-04   5.68410628E-04   5.43213515E-04   5.00861946E-04   4.36861571E-04   4.10790615E-04   3.82543980E-04   3.38688424E-04   3.15561323E-04   2.64297786E-04 
  5.11138663E-03   5.37470471E-03   5.38888512E-03   5.07166205E-03   4.21092577E-03   3.68170107E-03   2.96201943E-03   1.49775564E-03   7.96853607E-04   3.53186195E-04 
  1.30340603E-02   1.38570830E-02   1.43598819E-02   1.45010086E-02   1.41457336E-02   1.38707787E-02   1.34771111E-02   1.25060002E-02   1.14416373E-02   9.29634215E-03 
  1.45651588E-02   1.46536629E-02   1.41328042E-02   1.28524246E-02   1.04092333E-02   9.08054543E-03   7.35015238E-03   3.86855214E-03   2.11196158E-03   8.61873791E-04 
  4.95014420E-05   5.41537297E-05   5.34964211E-05   5.30326265E-05   5.20655047E-05   5.12863471E-05   4.99478687E-05   4.52929047E-05   4.00924122E-05   3.11614017E-05 
  3.08210039E-03   3.16781988E-03   3.07175226E-03   2.71967111E-03   1.98099911E-03   1.58456552E-03   1.11526030E-03   3.85151386E-04   1.48879130E-04   4.86824013E-05 
  4.39165773E-03   4.29520677E-03   4.03245424E-03   3.55553503E-03   2.77377639E-03   2.41423967E-03   1.98798232E-03   1.29368379E-03   9.70742159E-04   7.22013859E-04 
  2.72088190E-02   2.87346906E-02   2.91126003E-02   2.76779720E-02   2.32009459E-02   2.03498867E-02   1.67183197E-02   1.03312492E-02   7.83546591E-03   6.10788961E-03 
  1.10576220E-04   1.15243741E-04   1.10053675E-04   9.90196714E-05   7.94320715E-05   6.98706563E-05   5.83775180E-05   3.88652993E-05   3.03310740E-05   2.34431593E-05 
  1.95158103E-02   2.09346269E-02   2.14494471E-02   2.04601013E-02   1.68871388E-02   1.44987817E-02   1.11852359E-02   4.77200039E-03   2.16751986E-03   6.97151067E-04 
  6.86122591E-05   7.24316122E-05   6.63433245E-05   6.00675072E-05   5.17391447E-05   4.81570476E-05   4.35866653E-05   3.41549448E-05   2.74167643E-05   1.91079284E-05 
  1.79101002E-03   1.80138948E-03   1.72438715E-03   1.54544711E-03   1.23317251E-03   1.07168247E-03   8.81065222E-04   5.02880198E-04   2.95618906E-04   1.44535766E-04 
  5.24891585E-03   6.17088143E-03   7.17658651E-03   8.39749808E-03   1.00038980E-02   1.07121912E-02   1.15129290E-02   1.25719652E-02   1.24318592E-02   1.15158346E-02 
  1.04263519E-03   1.00835582E-03   9.18465900E-04   7.86025135E-04   5.95130816E-04   5.08322503E-04   4.04782284E-04   2.07015247E-04   1.03956375E-04   3.62162177E-05 
  8.48666958E-03   8.34905804E-03   7.78072367E-03   6.73614270E-03   5.05462453E-03   4.22960574E-03   3.25986334E-03   1.54822931E-03   7.68540395E-04   2.88580281E-04 
  1.66401701E-02   1.87893867E-02   1.99087718E-02   1.93260645E-02   1.55179550E-02   1.28501267E-02   9.30329524E-03   3.35352632E-03   1.41036061E-03   6.08181592E-04 
  8.40378292E-03   8.28390584E-03   7.95510823E-03   7.32011080E-03   6.27544904E-03   5.73900125E-03   5.10263569E-03   3.84913432E-03   3.15086127E-03   2.42024021E-03 
  3.22843692E-03   3.15844348E-03   3.00588004E-03   2.69873503E-03   2.15748805E-03   1.86878043E-03   1.49430776E-03   7.92324573E-04   4.45748456E-04   1.75031559E-04 
  1.87778574E-04   1.90676499E-04   1.85050732E-04   1.72081890E-04   1.49125493E-04   1.37564298E-04   1.23124501E-04   9.16474954E-05   7.41881276E-05   5.44640155E-05 
  8.27954236E-04   8.05662883E-04   7.54451334E-04   6.70614898E-04   5.44568271E-04   4.82528748E-04   4.11362055E-04   2.82577873E-04   2.18365518E-04   1.63841693E-04 
  1.63478012E-02   1.60972233E-02   1.54819870E-02   1.41935259E-02   1.18907806E-02   1.06070446E-02   8.85212857E-03   5.30298651E-03   3.48972639E-03   1.95167857E-03 
  3.40071928E-02   3.65487996E-02   3.78706942E-02   3.75069023E-02   3.34139269E-02   3.01626021E-02   2.49640363E-02   1.26102685E-02   5.92953282E-03   1.80535197E-03 
  1.39329657E-04   1.49860052E-04   1.53329575E-04   1.54795420E-04   1.49199459E-04   1.47349514E-04   1.40489052E-04   1.22983819E-04   1.06583326E-04   8.23804832E-05 
  1.77843931E-04   1.71530566E-04   1.55746673E-04   1.34725482E-04   1.04743333E-04   9.00462916E-05   7.18459038E-05   3.51260214E-05   1.66173366E-05   5.47730530E-06 
  1.45860913E-03   1.42953058E-03   1.31968023E-03   1.13044359E-03   8.54530560E-04   7.36428702E-04   6.09752529E-04   3.80229997E-04   2.43362162E-04   1.09510557E-04 
  7.62260723E-03   7.60732742E-03   7.40534984E-03   6.79788578E-03   5.54800435E-03   4.81561365E-03   3.82363230E-03   1.93548923E-03   1.06006365E-03   4.09837681E-04 
  2.72426073E-03   2.63049113E-03   2.43899733E-03   2.11239082E-03   1.59414655E-03   1.34386315E-03   1.04995502E-03   5.59761999E-04   3.52298136E-04   2.23142193E-04 
  6.71406367E-04   7.30427260E-04   7.39810908E-04   6.88927609E-04   5.45786893E-04   4.62327487E-04   3.58168715E-04   1.87019339E-04   1.25795724E-04   9.16981621E-05 
  1.90836683E-03   1.97715809E-03   1.92725893E-03   1.73454050E-03   1.35239356E-03   1.16941151E-03   9.66525989E-04   7.15737759E-04   6.66147422E-04   6.40699658E-04 
  1.39678872E-03   1.33830743E-03   1.22675015E-03   1.04265343E-03   7.56121782E-04   6.18621120E-04   4.57025590E-04   1.77048548E-04   5.79178391E-05   7.87765657E-06 
  1.16031029E-03   1.11538660E-03   1.02663459E-03   8.80475783E-04   6.51420382E-04   5.40780989E-04   4.10769439E-04   1.83677732E-04   8.47078862E-05   3.02396107E-05 
  2.69770427E-04   2.68675351E-04   2.46524330E-04   2.11816285E-04   1.61956907E-04   1.40023159E-04   1.13341111E-04   6.27946535E-05   3.31245586E-05   8.23094946E-06 
  2.05051677E-04   2.10647069E-04   2.03167625E-04   1.83699646E-04   1.44868708E-04   1.23735043E-04   9.64639174E-05   4.82502876E-05   2.77287122E-05   1.34575861E-05 
  4.22701976E-04   4.47074914E-04   4.31595159E-04   3.78124511E-04   2.74750038E-04   2.23564067E-04   1.64322278E-04   6.45330271E-05   2.36535788E-05   4.05990445E-06 
  2.90631661E-04   3.02005083E-04   3.04013842E-04   3.01480501E-04   2.90865843E-04   2.84483806E-04   2.76891261E-04   2.65072695E-04   2.57415888E-04   2.30412469E-04 
  4.61720168E-04   4.46544803E-04   4.07589729E-04   3.42836275E-04   2.44361782E-04   1.99215996E-04   1.48353266E-04   6.88602094E-05   3.78981137E-05   2.17924972E-05 
  6.90560940E-03   7.02069301E-03   6.74791177E-03   5.90387912E-03   4.25340739E-03   3.40639198E-03   2.43600697E-03   9.98052273E-04   5.51302488E-04   3.55963171E-04 
  1.92309629E-02   1.88556491E-02   1.79495344E-02   1.62183238E-02   1.30927414E-02   1.13405062E-02   9.04188928E-03   4.36437110E-03   2.07710612E-03   5.30660769E-04 
  4.02300034E-03   4.09473604E-03   4.03312834E-03   3.70410034E-03   2.95900285E-03   2.53655903E-03   1.99502733E-03   1.11476115E-03   7.81439308E-04   5.57123247E-04 
  3.55665550E-03   3.53682060E-03   3.38958810E-03   3.11086201E-03   2.65912448E-03   2.43427236E-03   2.16434818E-03   1.73327627E-03   1.50976230E-03   1.25043262E-03 
  4.08731691E-04   3.98385543E-04   3.67145823E-04   3.15247318E-04   2.36609080E-04   2.00158343E-04   1.59108238E-04   9.50307148E-05   6.96836938E-05   5.32711015E-05 
  3.26603577E-03   3.28053448E-03   3.22852951E-03   3.06112157E-03   2.72808658E-03   2.54748758E-03   2.32807454E-03   1.91111022E-03   1.62593014E-03   1.21893534E-03 
  1.36615364E-02   1.31475054E-02   1.22962965E-02   1.07679475E-02   8.54172637E-03   7.49616019E-03   6.22841022E-03   4.00441823E-03   2.62889119E-03   1.11050898E-03 
  3.25837335E-02   3.58732669E-02   3.77057648E-02   3.69645223E-02   3.13575451E-02   2.71843231E-02   2.13573997E-02   1.01919627E-02   5.56666748E-03   2.99529948E-03 
  7.64027051E-03   7.99618548E-03   8.12940984E-03   7.97347741E-03   7.61755018E-03   7.39023925E-03   7.06246270E-03   5.94900483E-03   4.85958188E-03   3.26777816E-03 
  7.15125314E-03   7.64085575E-03   7.71014458E-03   7.12624695E-03   5.55885232E-03   4.66377214E-03   3.58728081E-03   1.98796061E-03   1.52115828E-03   1.28657722E-03 
  2.65032106E-04   2.53736477E-04   2.36784337E-04   2.22904558E-04   2.05633281E-04   1.98123450E-04   1.90544091E-04   1.86890497E-04   1.91121426E-04   1.83931376E-04 
  1.26855347E-02   1.28797811E-02   1.26184309E-02   1.16288095E-02   9.60599511E-03   8.54688646E-03   7.24136096E-03   5.01033606E-03   3.90642625E-03   2.91804757E-03 
  4.23763338E-04   4.19889192E-04   3.87659457E-04   3.34302684E-04   2.51556956E-04   2.12210151E-04   1.65276403E-04   8.06620349E-05   4.03806506E-05   1.58148248E-05 
  8.51826783E-04   8.21356300E-04   7.52950238E-04   6.45018967E-04   4.86166996E-04   4.11405944E-04   3.24118657E-04   1.68097613E-04   9.61404958E-05   5.28019492E-05 
  2.73467408E-02   2.74253011E-02   2.72337085E-02   2.56873888E-02   2.22620966E-02   1.99722652E-02   1.64992803E-02   9.23017764E-03   5.92384740E-03   3.73911494E-03 
  2.00198095E-04   1.91692705E-04   1.74461086E-04   1.51022140E-04   1.19229289E-04   1.04429237E-04   8.59546049E-05   4.97024047E-05   2.87898732E-05   1.08928964E-05 
  3.28938261E-03   3.28059794E-03   3.13201259E-03   2.80395499E-03   2.21517483E-03   1.90404190E-03   1.52090560E-03   7.54241466E-04   3.70219389E-04   1.16336000E-04 
  1.00204310E-02   9.75721668E-03   9.14127724E-03   8.06321515E-03   6.24736654E-03   5.31185036E-03   4.17705676E-03   2.17722665E-03   1.30918652E-03   7.66342654E-04 
  1.34008127E-02   1.33003062E-02   1.28464092E-02   1.20046431E-02   1.05913423E-02   9.86552128E-03   8.96796021E-03   7.04379524E-03   5.82197140E-03   4.36406901E-03 
  8.42974737E-04   9.12970573E-04   9.25418576E-04   8.68777844E-04   6.94440224E-04   5.87222213E-04   4.49156570E-04   2.08177928E-04   1.15178546E-04   6.59869800E-05 
  1.41693184E-04   1.48607286E-04   1.43448139E-04   1.30313728E-04   1.03663764E-04   8.95876403E-05   7.28011823E-05   4.59921785E-05   3.64728307E-05   3.05712360E-05 
  3.22577573E-04   3.50167393E-04   3.61585420E-04   3.53413868E-04   3.11884245E-04   2.85008023E-04   2.50869082E-04   1.92105475E-04   1.66280184E-04   1.40173683E-04 
  8.36052868E-05   8.92318246E-05   8.96117567E-05   8.96162027E-05   8.88123744E-05   8.78874441E-05   8.73315981E-05   8.29595139E-05   7.70523751E-05   6.32555614E-05 
  9.63110226E-04   1.05633045E-03   1.11305942E-03   1.14174997E-03   1.13034726E-03   1.12332118E-03   1.10591210E-03   1.09089163E-03   1.04732822E-03   8.92495273E-04 
  1.12796281E-04   1.12811713E-04   1.04402832E-04   9.07959037E-05   6.99098918E-05   5.97162682E-05   4.76036428E-05   2.58199481E-05   1.56504739E-05   9.35077527E-06 
  9.31991256E-03   8.95740838E-03   8.33223708E-03   7.32033101E-03   5.87227906E-03   5.17736146E-03   4.29995437E-03   2.54140045E-03   1.57017761E-03   7.08667677E-04 
  5.54516941E-04   5.43743125E-04   5.14169019E-04   4.62376727E-04   3.75933203E-04   3.32205647E-04   2.79868834E-04   1.84143891E-04   1.34988488E-04   9.06946805E-05 
  3.75162485E-03   3.86885683E-03   4.02560600E-03   4.18573879E-03   4.49453107E-03   4.59214190E-03   4.75240118E-03   4.67947368E-03   4.30979222E-03   3.32448127E-03 
  2.11216878E-02   2.21244760E-02   2.24454116E-02   2.14456238E-02   1.81415420E-02   1.58731455E-02   1.25463655E-02   5.78437577E-03   2.84827737E-03   1.03188031E-03 
  3.79231542E-04   3.72578830E-04   3.47695193E-04   3.03215336E-04   2.28024768E-04   1.91452005E-04   1.47902161E-04   7.41324534E-05   4.02210412E-05   1.74575895E-05 
  1.09669287E-02   1.06292758E-02   9.88207814E-03   8.63749441E-03   6.71830846E-03   5.74796048E-03   4.53851503E-03   2.12507974E-03   9.65211485E-04   3.14344023E-04 
  3.97635752E-02   3.94081508E-02   3.77088087E-02   3.42064178E-02   2.74263199E-02   2.34868632E-02   1.83210934E-02   8.12522337E-03   3.53365413E-03   1.09698584E-03 
  2.90237948E-02   2.97019718E-02   2.93380020E-02   2.75070321E-02   2.31186895E-02   2.04273268E-02   1.69165437E-02   1.03557134E-02   7.51832242E-03   5.55878496E-03 
  1.33445588E-04   1.38135529E-04   1.33155608E-04   1.20463999E-04   9.48581725E-05   8.09611844E-05   6.35120827E-05   3.16010119E-05   1.76169923E-05   8.92124725E-06 
  7.31917901E-02   8.54565278E-02   9.61598385E-02   1.02941798E-01   9.85668512E-02   9.02555996E-02   7.54415822E-02   4.28832266E-02   3.15639563E-02   2.66470510E-02 
  7.28576795E-03   7.00074362E-03   6.52501426E-03   5.79593608E-03   4.72336037E-03   4.19085285E-03   3.55360924E-03   2.27503495E-03   1.58004333E-03   1.02138715E-03 
  2.44021838E-04   2.76941595E-04   2.98264831E-04   3.04250376E-04   2.83023739E-04   2.61674936E-04   2.34861143E-04   1.81000038E-04   1.55438103E-04   1.27960098E-04 
  1.30243936E-03   1.29500647E-03   1.20638320E-03   1.01627999E-03   7.02526305E-04   5.60172300E-04   4.05460566E-04   1.81434613E-04   9.82497072E-05   4.49589804E-05 
  7.84309030E-04   7.39602519E-04   6.67866647E-04   5.69380251E-04   4.34044937E-04   3.72703631E-04   3.00415101E-04   1.56778212E-04   7.56714445E-05   1.97575386E-05 
  7.70064932E-04   7.59813350E-04   7.11462562E-04   6.18138503E-04   4.61116804E-04   3.81857526E-04   2.86445112E-04   1.13693063E-04   3.93000267E-05   5.77484037E-06 
  3.94703644E-02   4.17264459E-02   4.22638117E-02   4.00919709E-02   3.33976559E-02   2.90232304E-02   2.30479124E-02   1.04194889E-02   4.38699666E-03   1.10159371E-03 
  8.24819540E-03   9.75718117E-03   1.07979371E-02   1.08631665E-02   8.93828002E-03   7.40439355E-03   5.29529155E-03   1.65982124E-03   4.96436488E-04   8.87523815E-05 
  1.05808310E-02   1.05589713E-02   1.01385987E-02   9.18666692E-03   7.52655711E-03   6.67899739E-03   5.66350265E-03   3.83872368E-03   2.97608144E-03   2.18884369E-03 
  3.60903236E-02   3.69179529E-02   3.65369992E-02   3.42801477E-02   2.89642914E-02   2.58417903E-02   2.19256027E-02   1.54859118E-02   1.31924312E-02   1.14030523E-02 
  3.11923429E-02   3.64544077E-02   4.08520358E-02   4.35732940E-02   4.32535956E-02   4.19640805E-02   4.00159929E-02   3.72793564E-02   3.68054625E-02   3.45516576E-02 
  1.53491475E-02   1.54347182E-02   1.47535995E-02   1.30997757E-02   9.81396993E-03   8.01322535E-03   5.80550260E-03   2.10273739E-03   7.51967528E-04   1.45903881E-04 
  8.01587394E-03   7.81253793E-03   7.31217350E-03   6.47390999E-03   5.14252866E-03   4.46716433E-03   3.66618108E-03   2.25190520E-03   1.59986402E-03   1.13151714E-03 
  1.76788649E-02   1.74521875E-02   1.67014635E-02   1.51735223E-02   1.23816698E-02   1.08530748E-02   8.96080129E-03   5.28713181E-03   3.53096043E-03   2.21933752E-03 
  1.58135117E-04   1.59903331E-04   1.44986130E-04   1.23597383E-04   9.24302517E-05   7.90940776E-05   6.36724444E-05   3.54479512E-05   2.06670568E-05   1.00019374E-05 
  1.04448905E-03   1.06916572E-03   1.03507975E-03   9.11711060E-04   6.64872980E-04   5.38827783E-04   3.88233298E-04   1.61379906E-04   7.98753090E-05   2.83435864E-05 
  5.76174982E-03   5.77469307E-03   5.48049149E-03   4.82808005E-03   3.67621012E-03   3.13360958E-03   2.52310915E-03   1.68667673E-03   1.37970658E-03   1.13260620E-03 
  3.05491372E-03   3.00442066E-03   2.86237680E-03   2.61999857E-03   2.27335120E-03   2.11614681E-03   1.92852854E-03   1.61558450E-03   1.41310945E-03   1.13849529E-03 
  3.69571791E-04   3.84418526E-04   3.63743869E-04   3.16165721E-04   2.32463416E-04   1.91459333E-04   1.41910871E-04   5.70470936E-05   2.18219637E-05   4.45889928E-06 
  4.54213988E-02   4.90798673E-02   5.15242443E-02   5.18037737E-02   4.79026481E-02   4.41832746E-02   3.81031276E-02   2.09351496E-02   1.03144764E-02   3.57491263E-03 
  1.04022445E-02   9.99586622E-03   9.22577229E-03   8.09862963E-03   6.36315031E-03   5.50217117E-03   4.41137860E-03   2.22274234E-03   1.09894410E-03   3.80101375E-04 
  4.29533426E-03   4.56668466E-03   4.75818022E-03   4.89874097E-03   4.84747971E-03   4.77262996E-03   4.60671560E-03   4.14768919E-03   3.63892180E-03   2.84212054E-03 
  3.61556124E-02   4.19009640E-02   4.68008545E-02   4.94512115E-02   4.70119946E-02   4.33403531E-02   3.67647528E-02   2.09826199E-02   1.37148058E-02   9.01269632E-03 
  3.17069741E-04   3.06996897E-04   2.78154881E-04   2.33051759E-04   1.64871617E-04   1.33535041E-04   9.80791273E-05   4.04795030E-05   1.67607022E-05   4.76917116E-06 
  1.36412304E-02   1.35504152E-02   1.29221113E-02   1.15469315E-02   9.05106171E-03   7.71334401E-03   6.04655921E-03   3.03862413E-03   1.74368733E-03   1.00177598E-03 
  9.97869736E-03   9.71781918E-03   9.21160111E-03   8.36932769E-03   7.02039648E-03   6.30280654E-03   5.35419906E-03   3.21869857E-03   2.00419087E-03   1.01532150E-03 
  1.22734897E-02   1.30644547E-02   1.33764728E-02   1.29333402E-02   1.12112061E-02   1.00367419E-02   8.42283604E-03   4.60684381E-03   2.39765638E-03   7.79571627E-04 
  5.31036783E-04   5.53320948E-04   5.54686759E-04   5.40406234E-04   5.15106735E-04   4.97295525E-04   4.80689643E-04   4.44835899E-04   3.93028352E-04   2.67741755E-04 
  1.38519696E-04   1.59758032E-04   1.58690381E-04   1.48712656E-04   1.22108621E-04   1.06719084E-04   8.56678349E-05   4.27872642E-05   2.09632388E-05   6.51979487E-06 
  3.18758361E-03   3.00342986E-03   2.73361123E-03   2.36216804E-03   1.84727477E-03   1.60619759E-03   1.31917058E-03   7.18877218E-04   3.72996095E-04   1.17352219E-04 
  9.00618511E-03   9.14466830E-03   9.12921332E-03   8.89884884E-03   8.46602364E-03   8.13739730E-03   7.65293241E-03   6.06197552E-03   4.74400507E-03   3.07557523E-03 
  3.07236628E-04   3.03202882E-04   2.87638550E-04   2.58726692E-04   2.07793160E-04   1.80495965E-04   1.45393017E-04   8.10517586E-05   5.04026208E-05   2.56322393E-05 
  2.14450061E-03   2.06677370E-03   1.89510629E-03   1.61884668E-03   1.19848568E-03   9.97751585E-04   7.64618174E-04   3.60612227E-04   1.80985304E-04   7.24991942E-05 
  5.46794012E-04   5.97908256E-04   6.05803202E-04   5.63454890E-04   4.43223934E-04   3.73634029E-04   2.88285297E-04   1.60837513E-04   1.23547994E-04   1.04499486E-04 
  1.53428567E-02   1.52671799E-02   1.48117599E-02   1.39858782E-02   1.24118357E-02   1.15675288E-02   1.03929614E-02   7.69182507E-03   5.85610493E-03   3.72074329E-03 
  9.33799266E-03   9.13798636E-03   8.57739412E-03   7.54539938E-03   5.82887454E-03   4.94319592E-03   3.85783518E-03   1.93193271E-03   1.08294580E-03   5.65051746E-04 
  1.02872518E-02   1.22046552E-02   1.36904352E-02   1.41475718E-02   1.24797765E-02   1.09732039E-02   8.83480400E-03   5.13054457E-03   3.90633439E-03   3.22960627E-03 
  1.65562151E-03   1.76559839E-03   1.77203876E-03   1.66677781E-03   1.36422473E-03   1.17953820E-03   9.48801796E-04   5.28881515E-04   3.54888588E-04   2.43087103E-04 
  8.57636801E-05   8.53622490E-05   7.86769817E-05   6.94165783E-05   5.55932890E-05   4.89342858E-05   4.06794679E-05   2.49382414E-05   1.69597815E-05   1.08188294E-05 
  4.35156282E-05   5.63355126E-05   5.60847786E-05   5.66897269E-05   5.79965450E-05   5.79168583E-05   5.78472735E-05   5.53696956E-05   5.05590405E-05   3.81086581E-05 
  2.88332698E-04   2.89736938E-04   2.75534614E-04   2.46075412E-04   1.95512306E-04   1.69733637E-04   1.38710356E-04   7.76349698E-05   4.55215847E-05   2.12490681E-05 
  1.19062129E-04   1.24210662E-04   1.18389493E-04   1.08190098E-04   8.93225925E-05   7.94979474E-05   6.74427417E-05   4.63108073E-05   3.68373513E-05   2.85000871E-05 
  1.32592282E-03   1.35327029E-03   1.35829867E-03   1.32928691E-03   1.24855105E-03   1.19191733E-03   1.11254114E-03   8.57098118E-04   6.45847178E-04   3.93189292E-04 
  8.46920412E-03   8.25011236E-03   7.72104751E-03   6.76766970E-03   5.21925990E-03   4.45460941E-03   3.53879385E-03   1.88874045E-03   1.12350315E-03   6.20083574E-04 
  2.44118317E-04   2.49978340E-04   2.31517178E-04   2.00247557E-04   1.50018519E-04   1.25866226E-04   9.65573552E-05   4.18545881E-05   1.58329548E-05   2.72456045E-06 
  1.81816183E-03   1.79044876E-03   1.70139154E-03   1.55908687E-03   1.32198784E-03   1.22289872E-03   1.07230340E-03   7.47695814E-04   5.12101736E-04   2.74967343E-04 
  4.53925455E-04   4.40349801E-04   4.03816163E-04   3.50706440E-04   2.68864547E-04   2.30115725E-04   1.82148663E-04   9.40378813E-05   5.15325705E-05   2.45661056E-05 
  5.44711081E-03   5.29043727E-03   4.93092930E-03   4.31778114E-03   3.33340596E-03   2.84280525E-03   2.26703350E-03   1.27276240E-03   8.36813488E-04   5.41698083E-04 
  1.76009233E-02   1.80279752E-02   1.79745250E-02   1.72705090E-02   1.57670644E-02   1.49234516E-02   1.38561924E-02   1.16211212E-02   1.01766822E-02   8.01450884E-03 
  6.82352183E-03   6.62419431E-03   6.17112983E-03   5.46174533E-03   4.47855257E-03   4.02398581E-03   3.50208240E-03   2.44575861E-03   1.80056712E-03   1.18445367E-03 
  6.72282831E-04   6.88161651E-04   6.71607758E-04   6.04883959E-04   4.69410536E-04   3.98321187E-04   3.13528656E-04   1.86572531E-04   1.41625997E-04   1.10098902E-04 
  1.58331808E-03   1.57879539E-03   1.50056270E-03   1.35367230E-03   1.12576388E-03   1.02462168E-03   9.03439590E-04   6.49952481E-04   4.71030026E-04   2.64260011E-04 
  1.72975500E-02   1.84169618E-02   1.88040572E-02   1.81526003E-02   1.55362464E-02   1.37142825E-02   1.11880841E-02   6.09220112E-03   3.70492946E-03   2.22340432E-03 
  3.48957301E-02   3.60829652E-02   3.60630508E-02   3.42626024E-02   2.94233366E-02   2.63968571E-02   2.24141669E-02   1.47872982E-02   1.13192898E-02   8.58975891E-03 
  2.33627003E-03   2.19838936E-03   2.00205339E-03   1.73771706E-03   1.37165439E-03   1.19734612E-03   9.85249817E-04   5.36411590E-04   2.75787290E-04   8.30892493E-05 
  9.36041357E-03   9.31026787E-03   8.85078900E-03   7.75552009E-03   5.69530907E-03   4.61480662E-03   3.32597868E-03   1.23790545E-03   5.03018387E-04   1.61786355E-04 
  3.62643291E-03   3.64873472E-03   3.47827211E-03   3.04751720E-03   2.22746227E-03   1.79954574E-03   1.28223728E-03   4.43801785E-04   1.46799709E-04   2.61962387E-05 
  4.71399646E-03   4.90610200E-03   5.07884061E-03   5.36749310E-03   5.83663970E-03   6.02995982E-03   6.44014053E-03   6.96836578E-03   6.64637822E-03   4.91174304E-03 
  3.69714890E-03   3.56520260E-03   3.26800251E-03   2.81389352E-03   2.14881235E-03   1.84689849E-03   1.47688332E-03   7.34589014E-04   3.37631577E-04   9.19179767E-05 
  2.00567492E-04   2.08289230E-04   2.01195698E-04   1.84826017E-04   1.57220155E-04   1.45229001E-04   1.33309298E-04   1.21355874E-04   1.17845026E-04   1.06936807E-04 
  6.66695287E-04   6.39098363E-04   5.85650212E-04   5.07486045E-04   3.88743410E-04   3.30520223E-04   2.60459343E-04   1.30010219E-04   6.75374067E-05   2.73957453E-05 
  2.01825217E-04   2.21642766E-04   2.26606089E-04   2.15568070E-04   1.74573625E-04   1.48243670E-04   1.13286373E-04   5.05323746E-05   2.59570110E-05   1.26637662E-05 
  5.45611054E-02   6.42432823E-02   7.26706094E-02   7.76821436E-02   7.31705291E-02   6.59975634E-02   5.34039225E-02   2.41277700E-02   1.22832204E-02   6.40639930E-03 
  1.56639335E-03   1.55809706E-03   1.47157444E-03   1.29206745E-03   9.75908680E-04   8.12583643E-04   6.14383565E-04   2.58734259E-04   1.08666434E-04   3.38689185E-05 
  4.35597575E-03   4.54040134E-03   4.43256365E-03   3.92714839E-03   2.87889751E-03   2.33986469E-03   1.71419567E-03   8.15254511E-04   5.45460742E-04   4.06075094E-04 
  1.68920070E-02   1.66945943E-02   1.58846327E-02   1.42765747E-02   1.16172082E-02   1.02532629E-02   8.56026380E-03   5.00295492E-03   3.00419742E-03   1.30088217E-03 
  1.86143962E-02   1.83628557E-02   1.76282892E-02   1.61171458E-02   1.33411260E-02   1.18052983E-02   9.89643801E-03   6.28571206E-03   4.52153697E-03   3.10690136E-03 
  3.00974858E-03   2.97814268E-03   2.82409129E-03   2.47902581E-03   1.86206213E-03   1.55019175E-03   1.17425106E-03   5.43839319E-04   2.72180699E-04   8.31810164E-05 
  9.45787633E-04   9.16865611E-04   8.51916838E-04   7.42111355E-04   5.75401576E-04   4.97788307E-04   4.10791055E-04   2.68494393E-04   2.06396027E-04   1.58973196E-04 
  2.72514595E-02   2.75647468E-02   2.69848283E-02   2.49695527E-02   2.07653864E-02   1.82756325E-02   1.47981159E-02   7.59303780E-03   4.12595667E-03   1.64731256E-03 
  1.97357476E-02   1.90613080E-02   1.77918892E-02   1.56272594E-02   1.21162846E-02   1.02789040E-02   7.98020378E-03   3.36419785E-03   1.14670461E-03   1.49883368E-04 
  2.46922284E-02   2.48820549E-02   2.40206918E-02   2.17389903E-02   1.69287143E-02   1.41895979E-02   1.07715796E-02   5.09312354E-03   3.02825875E-03   1.92138257E-03 
  1.31917585E-02   1.44610173E-02   1.49280840E-02   1.40381275E-02   1.09209895E-02   8.99856644E-03   6.60795762E-03   2.94845542E-03   1.85815808E-03   1.38779127E-03 
  2.46257444E-04   2.45448714E-04   2.28638383E-04   2.01359522E-04   1.55465075E-04   1.32466467E-04   1.04325172E-04   5.33118918E-05   2.94854762E-05   1.23822819E-05 
  3.59264042E-04   3.48518202E-04   3.22867954E-04   2.82457140E-04   2.22018501E-04   1.93870743E-04   1.61490010E-04   1.07384688E-04   8.24805997E-05   6.32620650E-05 
  5.15704101E-03   4.97255387E-03   4.60308811E-03   3.94656862E-03   2.99234159E-03   2.57060793E-03   2.09329271E-03   1.28454081E-03   8.08200868E-04   3.30472138E-04 
