rho_a(412)  rho_a(443)  rho_a(490)  rho_a(510)  rho_a(555)  rho_a(670)  rho_a(765)  rho_a(865)  
  5.94697283E-03   6.34008449E-03   6.38907808E-03   6.27129875E-03   5.87043738E-03   4.51706001E-03   3.45924032E-03   2.58768354E-03 
  5.38461986E-03   5.32631638E-03   5.16623646E-03   5.08092740E-03   4.89056461E-03   4.43339304E-03   4.10367183E-03   3.83525986E-03 
  4.11452040E-02   4.29462580E-02   4.35834229E-02   4.31984216E-02   4.18609681E-02   3.63808143E-02   3.13459013E-02   2.68087930E-02 
  4.05228525E-03   4.20544298E-03   4.25446895E-03   4.22581016E-03   4.13681432E-03   3.81336482E-03   3.58672009E-03   3.41947817E-03 
  2.54931452E-02   2.50329842E-02   2.36853063E-02   2.29601205E-02   2.12668205E-02   1.69586087E-02   1.37447592E-02   1.10257125E-02 
  1.65145074E-02   1.61106304E-02   1.51315200E-02   1.46273683E-02   1.35171312E-02   1.09071442E-02   9.06276140E-03   7.59067517E-03 
  4.92661258E-04   4.97198651E-04   4.91655012E-04   4.85237146E-04   4.75187569E-04   4.51197777E-04   4.40683843E-04   4.33938929E-04 
  1.03116320E-03   1.21701010E-03   1.38445168E-03   1.40928514E-03   1.41852088E-03   1.25407210E-03   1.06673399E-03   8.97155093E-04 
  1.54687405E-03   1.54088817E-03   1.47169017E-03   1.42590216E-03   1.32492126E-03   1.08175747E-03   9.10691253E-04   7.78159419E-04 
  4.72264208E-03   4.89664171E-03   5.08904089E-03   5.06307024E-03   5.12421094E-03   4.83368368E-03   4.59940956E-03   4.41273895E-03 
  2.42061235E-03   2.52757150E-03   2.58244711E-03   2.61452557E-03   2.56175825E-03   2.49191988E-03   2.46738240E-03   2.48492032E-03 
  4.35502034E-04   4.45988369E-04   4.38894420E-04   4.29059212E-04   4.03792551E-04   3.32051741E-04   2.80326601E-04   2.41053442E-04 
  2.53450159E-04   2.69200181E-04   2.73304991E-04   2.70031651E-04   2.58429393E-04   2.17360207E-04   1.84589072E-04   1.58376784E-04 
  4.15117061E-04   4.06953295E-04   3.84019735E-04   3.72133784E-04   3.42494960E-04   2.71925870E-04   2.23150539E-04   1.85237654E-04 
  3.88622885E-03   3.77097264E-03   3.55902513E-03   3.45918307E-03   3.25835821E-03   2.83146369E-03   2.53272924E-03   2.29443358E-03 
  2.00564694E-02   2.00497354E-02   1.96868875E-02   1.93505611E-02   1.86630895E-02   1.66230722E-02   1.51278258E-02   1.38660852E-02 
  3.89349181E-02   4.33125464E-02   4.59898897E-02   4.58783343E-02   4.43190210E-02   3.62884118E-02   2.91528096E-02   2.30020654E-02 
  4.02428013E-04   3.99845074E-04   3.84946179E-04   3.74735545E-04   3.53700278E-04   3.05684025E-04   2.76211346E-04   2.53658990E-04 
  2.98372095E-04   2.96505943E-04   2.78017029E-04   2.67676160E-04   2.44319729E-04   1.94879612E-04   1.65641953E-04   1.46345293E-04 
  4.04343212E-02   4.43417851E-02   4.80457692E-02   4.87786521E-02   4.95127645E-02   4.67898855E-02   4.17603833E-02   3.58972097E-02 
  1.21270548E-03   1.15293954E-03   1.04298797E-03   9.96241608E-04   8.96961172E-04   6.93552637E-04   5.62087175E-04   4.62914925E-04 
  6.25975409E-04   5.92220447E-04   5.33038682E-04   5.09543572E-04   4.57764634E-04   3.58231275E-04   2.99827663E-04   2.55466917E-04 
  5.67124419E-05   6.08636448E-05   6.48733776E-05   6.60279967E-05   6.83266238E-05   7.25341441E-05   7.58382161E-05   7.94119427E-05 
  1.05249051E-04   1.03631682E-04   9.74274314E-05   9.43205313E-05   8.66251424E-05   6.95305281E-05   5.82356359E-05   4.95884125E-05 
  4.53719208E-04   5.03872250E-04   5.35836829E-04   5.35477776E-04   5.23852175E-04   4.50635401E-04   3.83273809E-04   3.25508007E-04 
  8.22048428E-04   8.58726315E-04   8.49744383E-04   8.29391942E-04   7.70340452E-04   5.95957737E-04   4.62684405E-04   3.58327630E-04 
  5.95433273E-03   5.88585610E-03   5.49923088E-03   5.29065218E-03   4.81656700E-03   3.78602622E-03   3.12271562E-03   2.63394668E-03 
  5.52746324E-04   6.17682895E-04   6.50491765E-04   6.45593417E-04   6.15380078E-04   4.81303619E-04   3.70079068E-04   2.74546255E-04 
  9.23279634E-03   9.33507371E-03   8.86405778E-03   8.52661848E-03   7.69764067E-03   5.73372254E-03   4.45744862E-03   3.51591485E-03 
  3.50211424E-04   3.39626741E-04   3.16299143E-04   3.04422613E-04   2.78733858E-04   2.19488010E-04   1.80564660E-04   1.49983322E-04 
  1.76447892E-02   1.74368177E-02   1.65039946E-02   1.59215098E-02   1.46567856E-02   1.17240005E-02   9.70542510E-03   8.11699161E-03 
  8.75659398E-03   9.16538648E-03   9.62979622E-03   9.64191493E-03   9.90670242E-03   1.01308655E-02   1.03176627E-02   1.05157849E-02 
  8.00859635E-05   7.22553951E-05   7.76452562E-05   7.60645520E-05   7.18970937E-05   6.21390757E-05   5.56157188E-05   5.10440355E-05 
  2.10227936E-03   2.15596142E-03   2.16395191E-03   2.12421209E-03   2.05425261E-03   1.81478623E-03   1.62814823E-03   1.46403913E-03 
  2.85533731E-03   2.79912305E-03   2.61360228E-03   2.51448436E-03   2.29613283E-03   1.79753425E-03   1.47075437E-03   1.23019338E-03 
  1.50295778E-03   1.43789072E-03   1.31390320E-03   1.25823627E-03   1.13914667E-03   8.83937407E-04   7.15416144E-04   5.86856727E-04 
  1.81142928E-02   1.76583793E-02   1.66473071E-02   1.61793301E-02   1.50463448E-02   1.24803350E-02   1.06351329E-02   9.11197632E-03 
  1.57015579E-03   1.69893686E-03   1.74819908E-03   1.72340321E-03   1.62524236E-03   1.26483550E-03   9.73478500E-04   7.35462302E-04 
  1.20662658E-03   1.19907092E-03   1.16036128E-03   1.13229841E-03   1.08115175E-03   9.55257117E-04   8.80390700E-04   8.27401324E-04 
  1.87697003E-03   1.84677647E-03   1.68298712E-03   1.60054714E-03   1.41485077E-03   1.03761960E-03   8.21292128E-04   6.75418233E-04 
  1.94241439E-02   1.88929599E-02   1.76425767E-02   1.70324691E-02   1.57070619E-02   1.27030366E-02   1.06473357E-02   8.95221570E-03 
  2.46459757E-02   2.46959695E-02   2.43084383E-02   2.38945918E-02   2.31201852E-02   2.04682947E-02   1.84635463E-02   1.68516325E-02 
  7.17325132E-03   7.39251136E-03   7.22935868E-03   7.05597627E-03   6.53426330E-03   5.13454037E-03   4.11486688E-03   3.30995252E-03 
  1.75953685E-02   1.87556510E-02   1.97557638E-02   1.98983982E-02   2.00765957E-02   1.94386802E-02   1.86599549E-02   1.79435128E-02 
  1.97338055E-04   2.03281429E-04   2.05055333E-04   2.04097176E-04   2.00641951E-04   1.85435920E-04   1.74497637E-04   1.61709942E-04 
  4.05657899E-02   4.10538667E-02   4.01705178E-02   3.93404729E-02   3.71687987E-02   3.07769493E-02   2.56712255E-02   2.13217478E-02 
  1.08351139E-02   1.21612470E-02   1.30796884E-02   1.30907174E-02   1.27810476E-02   1.08664208E-02   9.12935280E-03   7.68665603E-03 
  1.39683009E-03   1.55233436E-03   1.67881156E-03   1.69725255E-03   1.71375159E-03   1.62259776E-03   1.52745398E-03   1.46275490E-03 
  5.31341043E-03   5.12088648E-03   4.67822746E-03   4.45784773E-03   3.97361385E-03   2.92341103E-03   2.27289250E-03   1.78407942E-03 
  2.40193268E-02   2.40401145E-02   2.30619775E-02   2.23470172E-02   2.07664590E-02   1.70274426E-02   1.44597308E-02   1.24430930E-02 
  2.50449308E-04   2.54598465E-04   2.47058878E-04   2.41767149E-04   2.28950060E-04   1.96256466E-04   1.75155366E-04   1.57775400E-04 
  1.22991661E-04   1.21262916E-04   1.13133663E-04   1.08665459E-04   9.82333875E-05   7.45531042E-05   6.00026728E-05   4.88979439E-05 
  6.92131401E-04   6.73997986E-04   6.29453971E-04   6.06179159E-04   5.57439332E-04   4.51232614E-04   3.82328821E-04   3.31891655E-04 
  1.27335451E-03   1.23323318E-03   1.14097464E-03   1.09543263E-03   9.97092131E-04   7.81212556E-04   6.44169919E-04   5.42966436E-04 
  7.14357425E-03   7.72059231E-03   8.01635480E-03   7.98745332E-03   7.74996918E-03   6.71641196E-03   5.86020612E-03   5.13162738E-03 
  2.49272864E-02   2.43950599E-02   2.29755188E-02   2.22866116E-02   2.06341799E-02   1.66008578E-02   1.36826198E-02   1.10805667E-02 
  1.66489753E-02   1.78245724E-02   1.85852847E-02   1.86769398E-02   1.86715446E-02   1.78818699E-02   1.69444925E-02   1.58757998E-02 
  2.69232034E-04   2.75846086E-04   2.66929728E-04   2.58472600E-04   2.36498656E-04   1.78426553E-04   1.38689814E-04   1.08862565E-04 
  1.34000988E-04   1.32912215E-04   1.27092760E-04   1.23226491E-04   1.14899611E-04   9.45172157E-05   8.14895679E-05   7.15792737E-05 
  2.06410398E-04   2.04928062E-04   1.95877579E-04   1.90466415E-04   1.77538652E-04   1.44954263E-04   1.22427239E-04   1.05619727E-04 
  1.34957376E-02   1.48110684E-02   1.55210245E-02   1.54155092E-02   1.48032895E-02   1.20449977E-02   9.64889027E-03   7.66635253E-03 
  9.87123501E-04   9.97335799E-04   9.76356425E-04   9.57929560E-04   9.04861991E-04   7.67764136E-04   6.69529364E-04   5.87036012E-04 
  4.29464231E-04   4.35242087E-04   4.17326600E-04   4.04219583E-04   3.70408011E-04   2.83604991E-04   2.23526212E-04   1.77963550E-04 
  2.54864825E-04   2.54132652E-04   2.41379566E-04   2.34121773E-04   2.16181781E-04   1.75226591E-04   1.48940164E-04   1.30713021E-04 
  1.77939409E-02   1.76692029E-02   1.67823796E-02   1.62127216E-02   1.48359867E-02   1.13305701E-02   8.89617394E-03   7.00069383E-03 
  2.06450494E-02   2.20818015E-02   2.30324571E-02   2.29912890E-02   2.24767542E-02   1.95119268E-02   1.64145491E-02   1.34126551E-02 
  6.09353634E-04   6.42758716E-04   6.46295024E-04   6.35209569E-04   5.99444707E-04   4.82696322E-04   3.90528108E-04   3.14998012E-04 
  2.41858425E-04   2.68283970E-04   2.86118004E-04   2.85913329E-04   2.79636320E-04   2.41193601E-04   2.03557584E-04   1.69432573E-04 
  9.52321761E-03   9.46669211E-03   8.92989487E-03   8.62808707E-03   7.90919129E-03   6.19917453E-03   5.02529957E-03   4.10681967E-03 
  2.12088192E-03   2.25419726E-03   2.37340524E-03   2.37926176E-03   2.40644639E-03   2.33672426E-03   2.28130866E-03   2.26196290E-03 
  1.66668640E-04   1.58981469E-04   1.43733956E-04   1.37093736E-04   1.23002592E-04   9.44078489E-05   7.62232481E-05   6.26838093E-05 
  4.12529666E-04   4.72425167E-04   5.17863481E-04   5.21783177E-04   5.18746598E-04   4.57681859E-04   3.97545340E-04   3.43826440E-04 
  1.81806125E-03   1.88624012E-03   1.89503972E-03   1.86723598E-03   1.79176767E-03   1.53481734E-03   1.30886290E-03   1.11336684E-03 
  2.09852387E-02   2.13241852E-02   2.08649337E-02   2.04319875E-02   1.93234842E-02   1.63521913E-02   1.41133385E-02   1.22485358E-02 
  3.42947869E-04   3.41632968E-04   3.25825472E-04   3.16006205E-04   2.92696184E-04   2.36357777E-04   1.96587315E-04   1.66787718E-04 
  5.57859444E-02   5.76176243E-02   5.74183363E-02   5.64808142E-02   5.37006629E-02   4.39754368E-02   3.51765402E-02   2.73664727E-02 
  4.37197496E-03   4.21394174E-03   3.86518042E-03   3.70003719E-03   3.33910270E-03   2.53673145E-03   1.99578555E-03   1.58183993E-03 
  1.09524837E-02   1.14806813E-02   1.15442934E-02   1.13508224E-02   1.07253764E-02   8.65929567E-03   6.95681307E-03   5.51717954E-03 
  1.61771086E-03   1.87212593E-03   2.09050559E-03   2.12496271E-03   2.14181924E-03   1.94951761E-03   1.73929993E-03   1.55521131E-03 
  1.90620842E-04   2.04069761E-04   2.18121816E-04   2.20708209E-04   2.26522868E-04   2.34661308E-04   2.38958566E-04   2.42791762E-04 
  7.87720571E-04   8.43660540E-04   8.65086161E-04   8.56618447E-04   8.21578485E-04   6.87860853E-04   5.77602446E-04   4.91543727E-04 
  1.63813414E-03   1.55072920E-03   1.40689567E-03   1.34649882E-03   1.22048864E-03   9.62532730E-04   7.94689591E-04   6.65793383E-04 
  2.76833865E-02   2.73262696E-02   2.59407145E-02   2.51180988E-02   2.31714443E-02   1.83013066E-02   1.47625759E-02   1.18254150E-02 
  5.55519983E-04   5.93615747E-04   6.06505228E-04   5.98502034E-04   5.70286838E-04   4.76228700E-04   4.00607505E-04   3.38705454E-04 
  2.44048673E-03   2.58807310E-03   2.64239240E-03   2.63293932E-03   2.56996037E-03   2.38475008E-03   2.28885550E-03   2.25978569E-03 
  2.28238122E-03   2.40922275E-03   2.43583476E-03   2.39789916E-03   2.27707093E-03   1.85434363E-03   1.51814700E-03   1.25013748E-03 
  9.88985670E-03   1.04902572E-02   1.07734756E-02   1.07190693E-02   1.03630996E-02   8.93976169E-03   7.67318579E-03   6.45377602E-03 
  2.55073489E-02   2.85947619E-02   3.14168848E-02   3.18970391E-02   3.23277312E-02   3.03310033E-02   2.75482397E-02   2.47427787E-02 
  6.91571788E-04   7.05863291E-04   6.80134846E-04   6.57930235E-04   6.00000731E-04   4.47966334E-04   3.40992790E-04   2.60365140E-04 
  2.00935539E-03   2.00375100E-03   1.90602013E-03   1.84299250E-03   1.69694798E-03   1.33508868E-03   1.08679515E-03   8.99034422E-04 
  2.05781828E-04   2.02783548E-04   1.91775456E-04   1.85477367E-04   1.71869507E-04   1.40851675E-04   1.19720320E-04   1.03806137E-04 
  4.41782552E-03   4.53501549E-03   4.44324888E-03   4.32922806E-03   4.02025376E-03   3.13422824E-03   2.48153559E-03   1.97013909E-03 
  1.65630057E-03   1.77671266E-03   1.86604862E-03   1.87094946E-03   1.86586874E-03   1.74681624E-03   1.64297080E-03   1.57182735E-03 
  5.04494663E-03   5.13576849E-03   5.02928853E-03   4.92179282E-03   4.64580900E-03   3.87919727E-03   3.33130377E-03   2.91831733E-03 
  2.08078626E-04   2.03469610E-04   1.88636980E-04   1.81668375E-04   1.65747847E-04   1.30497543E-04   1.07897039E-04   9.10536447E-05 
  2.45929960E-03   2.43694831E-03   2.31792394E-03   2.23950217E-03   2.05980562E-03   1.61693303E-03   1.31594728E-03   1.07986595E-03 
  2.11595259E-03   2.24513972E-03   2.29298341E-03   2.26324467E-03   2.19046756E-03   1.93789275E-03   1.74750201E-03   1.59770593E-03 
  9.58798713E-05   1.00301366E-04   1.03603888E-04   1.03704654E-04   1.03729257E-04   9.97804276E-05   9.59640957E-05   9.20961210E-05 
  1.20247038E-02   1.17907662E-02   1.11737656E-02   1.08712647E-02   1.01661884E-02   8.53738605E-03   7.38528867E-03   6.43460620E-03 
  1.28434358E-04   1.27590401E-04   1.20684795E-04   1.16574094E-04   1.08319020E-04   9.03192430E-05   8.00554924E-05   7.39652531E-05 
  5.61675719E-02   5.80838668E-02   5.80631659E-02   5.72223599E-02   5.45397597E-02   4.49464119E-02   3.63833350E-02   2.88649299E-02 
  4.31132687E-02   4.45094417E-02   4.47145787E-02   4.42227903E-02   4.28172597E-02   3.80096260E-02   3.38635356E-02   3.01744361E-02 
  5.39881924E-04   5.50559861E-04   5.30549863E-04   5.13339815E-04   4.71203333E-04   3.71582938E-04   3.08368784E-04   2.65590010E-04 
  3.69556431E-04   4.08626496E-04   4.26906351E-04   4.23350158E-04   4.03629266E-04   3.20601656E-04   2.49813204E-04   1.90182442E-04 
  6.75694429E-04   6.53530360E-04   6.02497655E-04   5.79480563E-04   5.28481189E-04   4.23329437E-04   3.58246464E-04   3.12850145E-04 
  1.22912998E-03   1.28875882E-03   1.33261686E-03   1.33612333E-03   1.34017426E-03   1.30888713E-03   1.28650045E-03   1.28579173E-03 
  2.58419564E-03   2.54676120E-03   2.41546071E-03   2.34869156E-03   2.19115571E-03   1.80365537E-03   1.54400949E-03   1.32405029E-03 
  2.38351626E-02   2.45308815E-02   2.39068627E-02   2.32649538E-02   2.15590542E-02   1.69994166E-02   1.36668364E-02   1.10745529E-02 
  9.31556327E-05   9.41484453E-05   9.21286397E-05   8.99372908E-05   8.46868298E-05   6.96730577E-05   5.80599631E-05   4.82662975E-05 
  5.29549739E-03   5.47242996E-03   5.47118471E-03   5.38007961E-03   5.12797846E-03   4.35001930E-03   3.77543881E-03   3.30953749E-03 
  2.73140363E-03   3.14157740E-03   3.56571723E-03   3.67781971E-03   3.86665069E-03   4.03691513E-03   4.05098391E-03   4.02177693E-03 
  2.53448360E-02   2.69017520E-02   2.73918645E-02   2.70608431E-02   2.57568370E-02   2.07404985E-02   1.63899790E-02   1.26290344E-02 
  1.69131879E-04   1.80048316E-04   1.88273044E-04   1.88844621E-04   1.88924205E-04   1.83058119E-04   1.79067679E-04   1.77358675E-04 
  1.50733551E-02   1.65752470E-02   1.83766515E-02   1.88773081E-02   1.99562634E-02   2.13327459E-02   2.19956836E-02   2.22630704E-02 
  1.08302233E-02   1.12846071E-02   1.15227935E-02   1.14969781E-02   1.13695238E-02   1.06459048E-02   1.00244369E-02   9.51890024E-03 
  7.05217876E-03   7.42080057E-03   7.68221406E-03   7.67231644E-03   7.74706772E-03   7.68361985E-03   7.59845573E-03   7.52311846E-03 
  9.10904055E-03   9.91385402E-03   1.03334151E-02   1.02527122E-02   9.84430568E-03   8.08643327E-03   6.60631462E-03   5.37994779E-03 
  7.90238354E-03   8.41401492E-03   8.70635420E-03   8.71755277E-03   8.60783597E-03   7.93106330E-03   7.31520648E-03   6.78900352E-03 
  1.49088444E-02   1.51723742E-02   1.47732098E-02   1.43837212E-02   1.33383076E-02   1.04132471E-02   8.20817385E-03   6.41180251E-03 
  4.08293312E-03   4.00646230E-03   3.75020069E-03   3.62754525E-03   3.33344530E-03   2.69598855E-03   2.30404174E-03   2.02465901E-03 
  6.83267144E-04   6.90223767E-04   6.93880913E-04   6.89132395E-04   6.81668796E-04   6.47983798E-04   6.14733038E-04   5.84264143E-04 
  1.18657104E-03   1.15687582E-03   1.08201383E-03   1.04201967E-03   9.58590277E-04   7.74177725E-04   6.52433266E-04   5.61782852E-04 
  3.42734744E-03   3.64675875E-03   3.80285834E-03   3.86340640E-03   3.89310872E-03   3.82618377E-03   3.69817364E-03   3.55430747E-03 
  2.50922391E-02   2.69861881E-02   2.92062111E-02   2.98262691E-02   3.15607374E-02   3.27655249E-02   3.25883548E-02   3.12753017E-02 
  1.36000582E-04   1.38852787E-04   1.37135014E-04   1.34471316E-04   1.27875117E-04   1.09678784E-04   9.66307834E-05   8.65818222E-05 
  1.24027592E-03   1.31259794E-03   1.37412068E-03   1.38799209E-03   1.40747087E-03   1.40861285E-03   1.42577062E-03   1.44105849E-03 
  1.22252850E-01   1.62047818E-01   2.13772380E-01   2.29722185E-01   2.57888957E-01   2.81430406E-01   2.66735922E-01   2.31694372E-01 
  1.14200180E-02   1.20528220E-02   1.21132639E-02   1.18884269E-02   1.12647236E-02   9.30019851E-03   7.86302270E-03   6.77464139E-03 
  2.87262077E-04   2.98936492E-04   2.93324582E-04   2.85966139E-04   2.65141701E-04   2.10161997E-04   1.73331115E-04   1.44954290E-04 
  6.93293887E-04   7.07798456E-04   6.86240578E-04   6.66757922E-04   6.15324944E-04   4.77055259E-04   3.79890281E-04   3.05401732E-04 
  1.26832296E-03   1.36836529E-03   1.42228298E-03   1.41233932E-03   1.37376282E-03   1.19418071E-03   1.05183003E-03   9.31448196E-04 
  6.02193402E-03   5.84610423E-03   5.49194733E-03   5.31998395E-03   4.96782572E-03   4.12779023E-03   3.54783726E-03   3.08120436E-03 
  3.48064440E-04   3.46918888E-04   3.33169184E-04   3.25292777E-04   3.06465004E-04   2.64264428E-04   2.36546557E-04   2.16311603E-04 
  1.84797166E-02   1.88309565E-02   1.86909865E-02   1.83737077E-02   1.74996240E-02   1.45980643E-02   1.21344520E-02   9.91448898E-03 
  9.60813745E-04   1.03512464E-03   1.06157374E-03   1.04756209E-03   9.96424292E-04   8.05857809E-04   6.55016397E-04   5.31899975E-04 
  3.56680540E-04   3.42713591E-04   3.12865097E-04   2.98370038E-04   2.66644063E-04   1.98510790E-04   1.56060711E-04   1.24429529E-04 
  2.62178839E-02   2.67619927E-02   2.60893891E-02   2.53791031E-02   2.36555626E-02   1.91867912E-02   1.59794679E-02   1.34860399E-02 
  3.49636408E-03   3.54149239E-03   3.38161741E-03   3.27234170E-03   2.99309867E-03   2.26505935E-03   1.75935054E-03   1.36403994E-03 
  8.73660645E-03   8.39317422E-03   7.71214117E-03   7.40157617E-03   6.73264694E-03   5.27516180E-03   4.28248296E-03   3.49938262E-03 
  4.62550371E-03   4.69371385E-03   4.60529527E-03   4.51995341E-03   4.30565896E-03   3.72435578E-03   3.33638111E-03   3.05441051E-03 
  1.59269124E-02   1.60605443E-02   1.55491112E-02   1.51578612E-02   1.41816250E-02   1.16368381E-02   9.76129017E-03   8.23967748E-03 
  2.43340539E-03   2.46018101E-03   2.32936420E-03   2.24500053E-03   2.04001247E-03   1.57879028E-03   1.28895557E-03   1.08035501E-03 
  5.91422775E-03   6.02014460E-03   5.90625203E-03   5.78523411E-03   5.47555097E-03   4.64814248E-03   4.02246559E-03   3.51733716E-03 
  1.42249146E-02   1.71017632E-02   2.06388847E-02   2.17447126E-02   2.38967608E-02   2.74427679E-02   2.94481074E-02   3.09761163E-02 
  3.73276253E-02   3.71835008E-02   3.58331961E-02   3.49649433E-02   3.29238139E-02   2.75334922E-02   2.33676483E-02   1.98930765E-02 
  4.43603827E-03   4.83511766E-03   5.01168714E-03   4.95481149E-03   4.77036916E-03   4.14225029E-03   3.68305620E-03   3.36274367E-03 
  2.04660366E-03   2.11637408E-03   2.13092398E-03   2.09851150E-03   2.00826167E-03   1.78340399E-03   1.60280931E-03   1.44831771E-03 
  3.88201102E-03   4.18499946E-03   4.46180890E-03   4.53538659E-03   4.60952455E-03   4.51944601E-03   4.32985157E-03   4.02866919E-03 
  4.76253951E-04   5.11469115E-04   5.25468990E-04   5.20726334E-04   4.96356517E-04   4.09862879E-04   3.38536870E-04   2.75718204E-04 
  2.64503838E-04   2.75718760E-04   2.70632511E-04   2.63521066E-04   2.44534286E-04   1.94449218E-04   1.62635312E-04   1.39516859E-04 
  2.18007051E-03   2.43904718E-03   2.65298967E-03   2.67670154E-03   2.68239718E-03   2.44684057E-03   2.18756029E-03   1.95690538E-03 
  2.35888406E-04   2.25057688E-04   2.04410331E-04   1.96084263E-04   1.78511451E-04   1.41846488E-04   1.19103922E-04   1.01486356E-04 
  4.10757604E-03   4.30458767E-03   4.27361820E-03   4.19671131E-03   3.95646707E-03   3.33825146E-03   2.97540426E-03   2.71926864E-03 
  1.66480643E-02   1.63096495E-02   1.52726837E-02   1.47241468E-02   1.34530816E-02   1.04071858E-02   8.26510874E-03   6.53515158E-03 
  3.28305295E-02   3.64071550E-02   3.89609323E-02   3.90438384E-02   3.81605645E-02   3.20452230E-02   2.60298634E-02   2.06606369E-02 
  3.10891833E-03   3.23588055E-03   3.19791855E-03   3.12993731E-03   2.91456334E-03   2.28319587E-03   1.81170918E-03   1.41696235E-03 
  6.80928087E-03   6.58546104E-03   6.03634858E-03   5.77900933E-03   5.23416229E-03   4.09616587E-03   3.35658134E-03   2.79843074E-03 
  8.64831248E-05   8.54356939E-05   8.01695708E-05   7.74418112E-05   7.11111567E-05   5.72078860E-05   4.84780170E-05   4.24483861E-05 
  1.66596593E-02   1.63526210E-02   1.53762566E-02   1.48553640E-02   1.36437328E-02   1.07438128E-02   8.73065910E-03   7.17295210E-03 
  7.16303489E-03   7.27089436E-03   7.18259502E-03   7.06668487E-03   6.78664962E-03   5.94645085E-03   5.30234047E-03   4.72247102E-03 
  2.58215033E-02   2.72178403E-02   2.76001841E-02   2.72252834E-02   2.58669675E-02   2.08693828E-02   1.65881048E-02   1.28874976E-02 
  1.40041740E-02   1.48654383E-02   1.57384762E-02   1.59128947E-02   1.62168233E-02   1.60467743E-02   1.57643216E-02   1.52938335E-02 
  2.85329747E-02   2.81344888E-02   2.67737906E-02   2.59814760E-02   2.41950005E-02   1.98207601E-02   1.66562859E-02   1.39988610E-02 
  1.41461006E-02   1.44864225E-02   1.41854988E-02   1.39309063E-02   1.32374421E-02   1.15258896E-02   1.04156003E-02   9.54276292E-03 
  3.28645697E-03   3.14112128E-03   2.87527328E-03   2.75983869E-03   2.51881748E-03   2.01490848E-03   1.67436522E-03   1.40973178E-03 
  1.95020279E-03   2.48604915E-03   3.03437553E-03   3.14041800E-03   3.24804433E-03   2.94148938E-03   2.46333482E-03   1.95853060E-03 
  2.24990972E-05   2.43452198E-05   2.55604823E-05   2.57529885E-05   2.58917710E-05   2.57515652E-05   2.56992727E-05   2.58555879E-05 
  4.57978521E-04   4.96533349E-04   5.13700794E-04   5.08588381E-04   4.85224903E-04   3.94665023E-04   3.22414542E-04   2.63472915E-04 
  1.03207497E-03   1.00965865E-03   9.62902908E-04   9.37326712E-04   8.92645131E-04   7.87520147E-04   7.09993922E-04   6.43518503E-04 
  1.49491190E-03   1.71602277E-03   1.89222615E-03   1.90896854E-03   1.88831315E-03   1.61831488E-03   1.34556380E-03   1.10907962E-03 
  5.90420182E-04   5.71600683E-04   5.23371673E-04   5.00545480E-04   4.50329982E-04   3.41421325E-04   2.70382516E-04   2.18080945E-04 
  1.93212993E-03   1.88770304E-03   1.74408025E-03   1.67247082E-03   1.51129616E-03   1.16907702E-03   9.54051201E-04   7.98990978E-04 
  2.75567404E-02   2.84380994E-02   2.82468755E-02   2.77523864E-02   2.63499783E-02   2.20782861E-02   1.85083370E-02   1.53696082E-02 
  2.17525054E-03   2.19815237E-03   2.08085714E-03   2.00588378E-03   1.82054688E-03   1.40702421E-03   1.16280809E-03   9.88752984E-04 
  1.91655468E-03   2.00466307E-03   2.01615542E-03   1.98155195E-03   1.88376929E-03   1.55739844E-03   1.28956755E-03   1.06327722E-03 
  1.46335669E-03   1.43419657E-03   1.40452943E-03   1.36528470E-03   1.33480585E-03   1.14290832E-03   1.02052165E-03   9.24482672E-04 
  7.98637221E-04   8.09198060E-04   7.75454301E-04   7.52292144E-04   6.93394359E-04   5.42511685E-04   4.39781493E-04   3.58777463E-04 
  2.68574025E-03   2.68825941E-03   2.61202862E-03   2.54876797E-03   2.40149465E-03   1.98880918E-03   1.66598821E-03   1.39703851E-03 
  2.54717089E-03   2.68065115E-03   2.85299550E-03   2.87185936E-03   2.96060713E-03   3.01162327E-03   2.99575748E-03   2.93415546E-03 
  1.07054632E-02   1.05105921E-02   9.86947551E-03   9.55039773E-03   8.80622732E-03   7.08040701E-03   5.91245138E-03   4.99585908E-03 
  1.72569814E-04   1.66215135E-04   1.52326821E-04   1.45724202E-04   1.31018299E-04   9.89299832E-05   7.82358985E-05   6.24471857E-05 
  5.43489846E-03   5.50235759E-03   5.47177524E-03   5.39461600E-03   5.29744043E-03   5.05366504E-03   4.89040979E-03   4.80153124E-03 
  3.65423239E-03   3.51342549E-03   3.23841487E-03   3.11058368E-03   2.83257791E-03   2.23126287E-03   1.84315345E-03   1.54458888E-03 
  1.59295256E-03   1.53853282E-03   1.40373691E-03   1.34468344E-03   1.21467698E-03   9.39093216E-04   7.65324644E-04   6.35101418E-04 
  5.62183169E-03   5.98029687E-03   6.17662065E-03   6.17320448E-03   6.07876304E-03   5.59788011E-03   5.17391378E-03   4.81335378E-03 
  1.39569208E-02   1.38156821E-02   1.31362564E-02   1.27719371E-02   1.19369244E-02   1.02473379E-02   9.17840992E-03   8.43523421E-03 
  3.14781588E-02   3.26093826E-02   3.29781735E-02   3.26682971E-02   3.17461622E-02   2.81898341E-02   2.52556321E-02   2.27152120E-02 
  3.21912387E-02   3.28064741E-02   3.22356248E-02   3.15986164E-02   2.99061044E-02   2.48836421E-02   2.08966877E-02   1.74557432E-02 
