rho_a(412)  rho_a(443)  rho_a(490)  rho_a(510)  rho_a(555)  rho_a(670)  rho_a(765)  rho_a(865)  
  3.02631261E-02   3.56310993E-02   4.17017922E-02   4.34098325E-02   4.61161562E-02   4.80973812E-02   4.73132718E-02   4.54454215E-02 
  1.31469068E-02   1.30346977E-02   1.23092447E-02   1.19215897E-02   1.09938553E-02   8.71735543E-03   7.11724055E-03   5.81267025E-03 
  4.93031694E-03   4.97624594E-03   4.77970236E-03   4.63556686E-03   4.28771606E-03   3.41475054E-03   2.80133361E-03   2.32968114E-03 
  7.71069231E-04   8.25549416E-04   8.69694806E-04   8.73775473E-04   8.93124994E-04   9.12335977E-04   9.12182692E-04   9.19314214E-04 
  2.23333509E-04   2.14655723E-04   1.95473924E-04   1.86634367E-04   1.67291656E-04   1.25983892E-04   9.92861753E-05   7.95233920E-05 
  1.27993819E-03   1.24194125E-03   1.16660520E-03   1.13146931E-03   1.05671970E-03   8.77909571E-04   7.54827945E-04   6.56020195E-04 
  1.28190965E-04   1.31875485E-04   1.29260447E-04   1.26463900E-04   1.18490922E-04   9.73647378E-05   8.31256574E-05   7.29290514E-05 
  2.61714850E-03   2.60758820E-03   2.57591973E-03   2.56077510E-03   2.54555326E-03   2.51566163E-03   2.53237225E-03   2.57299419E-03 
  1.76657844E-03   1.72486605E-03   1.61879460E-03   1.56244079E-03   1.44279368E-03   1.18491584E-03   1.02012535E-03   8.99609455E-04 
  1.09499615E-04   1.08233320E-04   1.02234823E-04   9.87624656E-05   9.10357585E-05   7.33065360E-05   6.23282146E-05   5.45418338E-05 
  4.41081453E-04   4.27642519E-04   4.00011595E-04   3.86277327E-04   3.60359402E-04   3.07356875E-04   2.72700376E-04   2.48081454E-04 
  1.67529177E-03   1.69121504E-03   1.61296584E-03   1.55769186E-03   1.42039250E-03   1.07458865E-03   8.29500349E-04   6.43299391E-04 
  3.07700245E-03   3.15659389E-03   3.25879915E-03   3.29077801E-03   3.37316750E-03   3.55342787E-03   3.69905110E-03   3.84933490E-03 
  3.10944248E-04   3.14789821E-04   3.01360882E-04   2.91506555E-04   2.67193118E-04   2.06291464E-04   1.63748928E-04   1.31699198E-04 
  4.43394102E-04   4.31412931E-04   4.01570751E-04   3.87128648E-04   3.57739223E-04   2.97240315E-04   2.61130631E-04   2.38580716E-04 
  1.76993540E-04   1.81088771E-04   1.75799190E-04   1.70559714E-04   1.58114947E-04   1.27958924E-04   1.10671930E-04   9.84348805E-05 
  7.03337699E-03   7.01681465E-03   6.76681651E-03   6.58972070E-03   6.19465518E-03   5.17403270E-03   4.49141770E-03   3.96497075E-03 
  2.46112796E-03   2.37268930E-03   2.21391227E-03   2.13781137E-03   1.98107044E-03   1.63877608E-03   1.40731605E-03   1.22340868E-03 
  4.88843936E-05   4.83811118E-05   4.61606025E-05   4.48337183E-05   4.20313911E-05   3.53996872E-05   3.07013333E-05   2.70668009E-05 
  7.12798759E-03   6.92766153E-03   6.36791384E-03   6.10501776E-03   5.51867512E-03   4.29635869E-03   3.52672532E-03   2.94966937E-03 
  7.74314415E-03   7.94838049E-03   8.02138617E-03   7.99104876E-03   7.87483366E-03   7.43546292E-03   7.16707170E-03   6.86210164E-03 
  5.60269770E-04   5.37960154E-04   4.91014518E-04   4.68402394E-04   4.19340668E-04   3.13896869E-04   2.47720439E-04   1.98403988E-04 
  1.54874943E-03   1.55995023E-03   1.55596324E-03   1.53872958E-03   1.50571118E-03   1.41185360E-03   1.34636813E-03   1.28741442E-03 
  1.82570791E-04   2.01627900E-04   2.16340075E-04   2.17187705E-04   2.17076918E-04   2.01071681E-04   1.86372688E-04   1.74981737E-04 
  1.04384370E-02   1.12994244E-02   1.24062277E-02   1.27659564E-02   1.35647454E-02   1.51481202E-02   1.62978372E-02   1.73397916E-02 
  2.44793199E-03   2.45845431E-03   2.42913430E-03   2.39048679E-03   2.31497015E-03   2.07506297E-03   1.90786329E-03   1.75480389E-03 
  6.61780683E-03   7.02275653E-03   7.20878248E-03   7.17025011E-03   6.92745638E-03   6.01082544E-03   5.22177957E-03   4.49632205E-03 
  4.32394393E-04   4.69221526E-04   4.83424387E-04   4.77931635E-04   4.54001521E-04   3.61757217E-04   2.84255001E-04   2.19455206E-04 
  4.89878467E-02   5.24257392E-02   5.45354317E-02   5.44447976E-02   5.33104616E-02   4.66994111E-02   3.96532929E-02   3.28379130E-02 
  2.18727333E-04   2.14503067E-04   1.99108752E-04   1.91734113E-04   1.75099132E-04   1.38197799E-04   1.14927464E-04   9.74339077E-05 
  2.35484032E-02   2.34276614E-02   2.22813127E-02   2.16094038E-02   1.98967887E-02   1.58199825E-02   1.29702147E-02   1.07669466E-02 
  1.52400867E-03   1.52368040E-03   1.47779876E-03   1.44708346E-03   1.38216321E-03   1.25093628E-03   1.18270053E-03   1.15216112E-03 
  1.38429334E-02   1.34923310E-02   1.26036236E-02   1.21574742E-02   1.11830796E-02   9.04606722E-03   7.66023685E-03   6.58881585E-03 
  4.27628472E-05   4.77230612E-05   5.23042511E-05   5.33877968E-05   5.51960212E-05   5.63219552E-05   5.68660455E-05   5.79873974E-05 
  3.09943238E-04   3.15568242E-04   3.07293758E-04   2.99023104E-04   2.79611343E-04   2.29839807E-04   1.93805884E-04   1.65751039E-04 
  1.83414975E-02   2.02359361E-02   2.13200403E-02   2.12252457E-02   2.04347951E-02   1.67156506E-02   1.34810580E-02   1.07254115E-02 
  2.86800551E-04   2.79072328E-04   2.60488030E-04   2.51727532E-04   2.30367470E-04   1.82224628E-04   1.50159887E-04   1.24855975E-04 
  2.47705737E-03   2.41632119E-03   2.23924091E-03   2.15471632E-03   1.96261414E-03   1.51730433E-03   1.22488731E-03   9.94495651E-04 
  6.90607726E-04   6.65239209E-04   6.09669993E-04   5.83061910E-04   5.24550323E-04   3.97056320E-04   3.14718803E-04   2.52227506E-04 
  6.70196770E-04   6.59240177E-04   6.08794119E-04   5.79165991E-04   5.11470510E-04   3.60837174E-04   2.70716010E-04   2.06288318E-04 
  5.06606688E-04   4.79756794E-04   4.36677434E-04   4.17778367E-04   3.81354050E-04   3.09968841E-04   2.66291737E-04   2.35528186E-04 
  2.92344552E-04   3.06634110E-04   3.23405998E-04   3.29519020E-04   3.42390557E-04   3.72426778E-04   4.00569384E-04   4.30611561E-04 
  2.21113790E-03   2.33559664E-03   2.43400534E-03   2.47020561E-03   2.51330749E-03   2.49865217E-03   2.46756111E-03   2.38649595E-03 
  4.36164121E-04   4.51326887E-04   4.36628286E-04   4.20559411E-04   3.81065533E-04   2.87510357E-04   2.31896558E-04   1.98070094E-04 
  3.80237859E-02   4.14298422E-02   4.40962797E-02   4.43002669E-02   4.37717135E-02   3.83103730E-02   3.21443646E-02   2.60939387E-02 
  7.54694538E-04   8.00191721E-04   8.01231551E-04   7.83052344E-04   7.26343566E-04   5.49565054E-04   4.13692508E-04   3.07025140E-04 
  1.02849298E-02   9.95330294E-03   9.20621459E-03   8.83440301E-03   7.99670704E-03   6.08353028E-03   4.79426410E-03   3.78647806E-03 
  1.12434598E-03   1.11618247E-03   1.04702349E-03   1.00866732E-03   9.20055188E-04   7.18379228E-04   5.86301729E-04   4.87011494E-04 
  6.20477365E-03   7.03719239E-03   7.60049541E-03   7.61841390E-03   7.39621240E-03   6.01782981E-03   4.74396237E-03   3.58193848E-03 
  3.24829368E-04   3.18912775E-04   2.97998798E-04   2.86456756E-04   2.60061755E-04   2.00012890E-04   1.62694488E-04   1.35772203E-04 
  8.90148004E-05   8.72857623E-05   8.17126024E-05   7.86790951E-05   7.20347739E-05   5.71172370E-05   4.78231712E-05   4.11702368E-05 
  3.26742282E-02   3.34896858E-02   3.29271987E-02   3.21901871E-02   3.00982428E-02   2.37706507E-02   1.87764230E-02   1.45805802E-02 
  4.39049206E-02   4.63862081E-02   4.79021810E-02   4.78962110E-02   4.69170218E-02   4.16719754E-02   3.59929671E-02   3.02410530E-02 
  2.31441386E-04   2.23092683E-04   2.05192633E-04   1.96662971E-04   1.77911005E-04   1.36955880E-04   1.10251727E-04   8.99022384E-05 
  2.09460015E-04   2.18374324E-04   2.16601779E-04   2.11394193E-04   1.97954000E-04   1.58826148E-04   1.31688269E-04   1.11471679E-04 
  1.34762597E-02   1.31461970E-02   1.22921874E-02   1.18473062E-02   1.08298355E-02   8.46072604E-03   6.86556781E-03   5.63527764E-03 
  1.51550200E-03   1.62200279E-03   1.69705612E-03   1.70136297E-03   1.69652323E-03   1.59831347E-03   1.52357094E-03   1.44684253E-03 
  3.19525603E-02   3.22831579E-02   3.14467729E-02   3.07146925E-02   2.88494294E-02   2.36056136E-02   1.96079048E-02   1.62931612E-02 
  1.25339490E-03   1.31815432E-03   1.32841933E-03   1.30489264E-03   1.24377020E-03   1.03200903E-03   8.70322188E-04   7.49088431E-04 
  2.63991625E-04   2.79981586E-04   2.80862847E-04   2.75602056E-04   2.58830590E-04   2.06204453E-04   1.66211700E-04   1.33366293E-04 
  1.97931278E-03   1.94696595E-03   1.79982119E-03   1.72155874E-03   1.53832948E-03   1.11555131E-03   8.46453042E-04   6.47180960E-04 
  9.19921292E-03   9.44720024E-03   9.32753792E-03   9.15631666E-03   8.59894670E-03   6.94080229E-03   5.62105578E-03   4.53713054E-03 
  7.99719584E-04   8.01759998E-04   7.63575513E-04   7.39741845E-04   6.83678346E-04   5.47473369E-04   4.57247204E-04   3.89455520E-04 
  8.37991063E-03   8.03306216E-03   7.31647377E-03   7.01110032E-03   6.32127568E-03   4.96483297E-03   4.14999962E-03   3.53593521E-03 
  7.65237280E-05   7.67407546E-05   7.41560889E-05   7.25668009E-05   6.87227167E-05   6.01225781E-05   5.51068180E-05   5.17351743E-05 
  1.33028665E-02   1.30249289E-02   1.22505995E-02   1.18364330E-02   1.09005080E-02   8.74079694E-03   7.29487676E-03   6.17293143E-03 
  5.28119012E-04   5.39486437E-04   5.19330888E-04   4.99817268E-04   4.51375044E-04   3.26908042E-04   2.44759149E-04   1.82982436E-04 
  9.07256148E-05   9.26927319E-05   8.94528453E-05   8.69395514E-05   8.06835740E-05   6.56429708E-05   5.61959973E-05   4.97836447E-05 
  1.65070721E-04   1.67549168E-04   1.67063648E-04   1.66083222E-04   1.62251390E-04   1.48879056E-04   1.39125879E-04   1.27959618E-04 
  3.69949601E-04   3.99168924E-04   4.10774254E-04   4.06129176E-04   3.86374963E-04   3.12375265E-04   2.50482722E-04   2.00500434E-04 
  3.30410625E-03   3.53057194E-03   3.62299663E-03   3.58681364E-03   3.44281063E-03   2.86743984E-03   2.37856117E-03   1.96597857E-03 
  1.27019935E-03   1.30180647E-03   1.27919919E-03   1.25394424E-03   1.19884092E-03   1.04614469E-03   9.53199951E-04   9.04094746E-04 
  2.80111510E-02   3.05892989E-02   3.27975285E-02   3.31148484E-02   3.31947676E-02   3.05889373E-02   2.72302329E-02   2.37355875E-02 
  5.94805141E-03   5.96147487E-03   5.73355522E-03   5.56431241E-03   5.18369872E-03   4.23884181E-03   3.55012734E-03   2.99293881E-03 
  1.87973682E-03   1.95658109E-03   1.94315331E-03   1.90176722E-03   1.79143578E-03   1.49361351E-03   1.31869480E-03   1.21325830E-03 
  2.88615406E-04   2.78957684E-04   2.55272324E-04   2.43752223E-04   2.17985243E-04   1.61099710E-04   1.24960596E-04   9.80041341E-05 
  5.65862943E-03   5.99473788E-03   6.01418080E-03   5.88525023E-03   5.48200555E-03   4.20629372E-03   3.23984518E-03   2.48818534E-03 
  1.06014987E-02   1.08578130E-02   1.12071495E-02   1.12471731E-02   1.14998670E-02   1.18673935E-02   1.20466363E-02   1.21830146E-02 
  1.47643561E-04   1.42962406E-04   1.31148558E-04   1.25719781E-04   1.13671785E-04   8.76121652E-05   7.08885838E-05   5.84125920E-05 
  4.63427784E-03   5.27634734E-03   5.73043245E-03   5.74392019E-03   5.58389098E-03   4.53692588E-03   3.53463160E-03   2.67840904E-03 
  5.30887066E-03   5.19000338E-03   4.81615909E-03   4.62305057E-03   4.19448389E-03   3.28125709E-03   2.71046773E-03   2.28706788E-03 
  7.74918028E-04   8.49507952E-04   9.04375359E-04   9.09239208E-04   9.00343524E-04   8.13589653E-04   7.31518823E-04   6.61139939E-04 
  6.35573892E-04   6.50858201E-04   6.26967672E-04   6.05758999E-04   5.51798796E-04   4.20141692E-04   3.34950309E-04   2.73691366E-04 
  1.06173459E-02   1.11463120E-02   1.12504056E-02   1.11556902E-02   1.07730463E-02   9.69435129E-03   9.03454609E-03   8.57434938E-03 
  1.54564671E-04   1.48998502E-04   1.38408820E-04   1.33278068E-04   1.22117510E-04   9.67728264E-05   7.96055959E-05   6.59741176E-05 
  3.90571022E-02   4.53098971E-02   5.07920765E-02   5.16225707E-02   5.17929426E-02   4.52739549E-02   3.71509986E-02   2.94294282E-02 
  1.29962316E-04   1.25916631E-04   1.16142112E-04   1.11235916E-04   1.01520626E-04   8.20461458E-05   7.02777356E-05   6.22846248E-05 
  9.09099664E-04   1.02070990E-03   1.07824942E-03   1.06714241E-03   1.00852916E-03   7.76455194E-04   5.92305341E-04   4.44572777E-04 
  1.06453584E-02   1.05062854E-02   9.98154688E-03   9.69676000E-03   9.04442520E-03   7.55505390E-03   6.57740333E-03   5.86034549E-03 
  1.22681517E-02   1.31212823E-02   1.33169970E-02   1.30806085E-02   1.22440001E-02   9.36561162E-03   7.09577480E-03   5.24260144E-03 
  1.34110825E-03   1.30085644E-03   1.19612006E-03   1.14115030E-03   1.02602556E-03   7.67852799E-04   6.07945948E-04   4.88389798E-04 
  6.17410684E-03   6.67205202E-03   6.75728271E-03   6.63559297E-03   6.21859782E-03   5.01600829E-03   4.25515757E-03   3.78489487E-03 
  2.20168243E-03   2.17817178E-03   2.08393014E-03   2.03002913E-03   1.91064992E-03   1.61470600E-03   1.42688796E-03   1.26528123E-03 
  2.03423946E-03   2.11558267E-03   2.08066870E-03   2.02909969E-03   1.89409841E-03   1.55037170E-03   1.32501981E-03   1.16983947E-03 
  4.83802677E-04   4.93220074E-04   4.77391081E-04   4.62727336E-04   4.25659010E-04   3.26372878E-04   2.56905900E-04   2.04335405E-04 
  1.02260539E-04   1.03323604E-04   1.00825721E-04   9.84744416E-05   9.29942192E-05   7.83343690E-05   6.78576860E-05   5.95494939E-05 
  3.09103709E-03   3.30276932E-03   3.44665694E-03   3.43457258E-03   3.38659048E-03   3.05279460E-03   2.76185354E-03   2.52923325E-03 
  9.89037928E-03   9.98001075E-03   1.00037790E-02   9.91571115E-03   9.85147491E-03   9.58374570E-03   9.49538268E-03   9.52115568E-03 
  1.92630247E-03   1.91770341E-03   1.81526006E-03   1.75250577E-03   1.59891799E-03   1.22834066E-03   9.76232127E-04   7.85384917E-04 
  2.86528725E-03   2.74050571E-03   2.49720323E-03   2.39889547E-03   2.18525396E-03   1.74958026E-03   1.46742744E-03   1.24808570E-03 
  3.11823696E-04   3.02099699E-04   2.79158788E-04   2.68520452E-04   2.44276828E-04   1.93623176E-04   1.61269765E-04   1.37972628E-04 
  2.29679704E-02   2.29568625E-02   2.19620719E-02   2.13166578E-02   1.97077963E-02   1.54553283E-02   1.22956289E-02   9.68863302E-03 
  8.52704709E-03   8.58460863E-03   8.40067044E-03   8.21584816E-03   7.77936682E-03   6.52978963E-03   5.55942519E-03   4.72125376E-03 
  1.00082885E-02   9.99773774E-03   9.46925687E-03   9.13075004E-03   8.29510876E-03   6.19894992E-03   4.74640475E-03   3.65164783E-03 
  3.33513404E-04   3.45915290E-04   3.44262119E-04   3.37309324E-04   3.19220778E-04   2.65254469E-04   2.27730951E-04   2.00358167E-04 
  2.58031983E-02   2.60163220E-02   2.53700484E-02   2.48032222E-02   2.34200140E-02   1.95239616E-02   1.65716669E-02   1.41156650E-02 
  7.78176607E-03   3.22697664E-03   6.02292296E-03   5.39707281E-03   6.37150320E-03   5.02334864E-03   4.12315823E-03   3.40201059E-03 
  3.48981250E-02   3.47481919E-02   3.32393335E-02   3.23583752E-02   3.01974559E-02   2.46857214E-02   2.05927473E-02   1.71457673E-02 
  7.44567923E-04   8.60061814E-04   9.55724307E-04   9.69467696E-04   9.73954422E-04   8.83933341E-04   7.89743175E-04   7.08501622E-04 
  2.10593174E-02   2.14986594E-02   2.12866387E-02   2.09670052E-02   2.00975599E-02   1.76230593E-02   1.58947914E-02   1.46083661E-02 
  8.09562605E-03   9.10993130E-03   9.69860524E-03   9.62279040E-03   9.19543997E-03   7.31958816E-03   5.76786499E-03   4.45081118E-03 
  2.09416003E-02   2.08382917E-02   2.02737351E-02   1.98427490E-02   1.90295179E-02   1.69288161E-02   1.53068285E-02   1.38303574E-02 
  6.46668241E-03   6.91994828E-03   7.01368358E-03   6.88350865E-03   6.43894266E-03   4.95271246E-03   3.78430424E-03   2.85339396E-03 
  6.98511427E-03   6.95444884E-03   6.77792589E-03   6.64412371E-03   6.38560081E-03   5.78212417E-03   5.46144908E-03   5.29088278E-03 
  9.62152007E-03   9.67767029E-03   9.54548383E-03   9.43074938E-03   9.18362899E-03   8.66496901E-03   8.35784070E-03   8.15220483E-03 
  4.49893737E-03   4.64462089E-03   4.53823597E-03   4.42283326E-03   4.10417817E-03   3.20364071E-03   2.55231180E-03   2.04229273E-03 
  2.46413802E-04   2.37482436E-04   2.17086376E-04   2.07355662E-04   1.85991196E-04   1.40450245E-04   1.12168001E-04   9.18102102E-05 
  1.48180595E-03   1.55294882E-03   1.55632139E-03   1.52890502E-03   1.45121070E-03   1.20687649E-03   1.00954393E-03   8.60215073E-04 
  1.32390195E-03   1.31281083E-03   1.24047896E-03   1.19699774E-03   1.08708382E-03   8.21960019E-04   6.44765321E-04   5.12285497E-04 
  1.67226826E-04   1.64406971E-04   1.57965461E-04   1.54080638E-04   1.46614666E-04   1.27287791E-04   1.13753362E-04   1.02173746E-04 
  1.19124654E-03   1.16819526E-03   1.08245303E-03   1.03750672E-03   9.37424912E-04   7.18974367E-04   5.87474680E-04   4.86910732E-04 
  1.36270535E-02   1.33963250E-02   1.25741318E-02   1.21391711E-02   1.11269195E-02   8.67474602E-03   6.95556349E-03   5.57798915E-03 
  1.05738155E-03   1.05913617E-03   1.01741011E-03   9.84891133E-04   9.10144839E-04   7.15471908E-04   5.81482390E-04   4.75635879E-04 
  3.84611869E-04   3.78158249E-04   3.46656965E-04   3.30481543E-04   2.94902288E-04   2.22801981E-04   1.82042349E-04   1.56275579E-04 
  4.12129523E-04   4.05685901E-04   3.81058741E-04   3.67746846E-04   3.40418851E-04   2.84110837E-04   2.51496894E-04   2.31427630E-04 
  1.53429713E-04   1.48662100E-04   1.36291705E-04   1.30821776E-04   1.19023423E-04   9.44225284E-05   7.93417343E-05   6.79790530E-05 
  1.55608884E-04   1.50169213E-04   1.38049169E-04   1.32323077E-04   1.19802231E-04   9.28523210E-05   7.57341636E-05   6.31826531E-05 
  3.76373279E-04   3.73609824E-04   3.48846569E-04   3.35672839E-04   3.04528972E-04   2.35076427E-04   1.91249564E-04   1.59990217E-04 
  2.64557680E-03   2.64358979E-03   2.54973203E-03   2.47470527E-03   2.29938085E-03   1.82865130E-03   1.48105591E-03   1.19581972E-03 
  5.95154633E-02   7.80795501E-02   1.02457953E-01   1.09883640E-01   1.23128526E-01   1.34905965E-01   1.29720090E-01   1.16256473E-01 
  1.55510894E-02   1.74263558E-02   1.87594518E-02   1.88233566E-02   1.84716490E-02   1.57757581E-02   1.32151826E-02   1.09588291E-02 
  1.01619011E-04   9.88862578E-05   9.20643038E-05   8.85278744E-05   8.07305677E-05   6.35825182E-05   5.29177673E-05   4.49915470E-05 
  1.62020561E-04   1.59838184E-04   1.52516508E-04   1.48874389E-04   1.39915330E-04   1.20847671E-04   1.08393337E-04   9.84095331E-05 
  4.48463473E-03   4.96570691E-03   5.32518351E-03   5.34932179E-03   5.30143772E-03   4.78828233E-03   4.24662250E-03   3.75242077E-03 
  2.23146311E-03   2.14100120E-03   1.96939507E-03   1.89206131E-03   1.72832134E-03   1.37675452E-03   1.14310119E-03   9.64369772E-04 
  2.27671356E-03   2.18740003E-03   2.00358057E-03   1.92307836E-03   1.74759699E-03   1.35678339E-03   1.10422800E-03   9.01285784E-04 
  3.97824955E-03   3.86391099E-03   3.53525988E-03   3.38066013E-03   3.03574098E-03   2.32322755E-03   1.88825454E-03   1.56853469E-03 
  7.50388347E-03   7.14511995E-03   6.49179058E-03   6.21001590E-03   5.61604367E-03   4.38098564E-03   3.57372415E-03   2.93456837E-03 
  1.54921104E-03   1.56466967E-03   1.54659808E-03   1.53034438E-03   1.48371346E-03   1.38470797E-03   1.30374557E-03   1.24491035E-03 
  4.15302769E-04   4.38933004E-04   4.57849308E-04   4.61145279E-04   4.62850306E-04   4.46237356E-04   4.26551384E-04   4.06624451E-04 
  1.46938782E-02   1.54233442E-02   1.56319994E-02   1.54573511E-02   1.48460994E-02   1.25513847E-02   1.05840039E-02   8.86269308E-03 
