R_toa(412)  R_toa(443)  R_toa(490)  R_toa(510)  R_toa(555)  R_toa(670)  R_toa(765)  R_toa(865)  
  3.40120801E-02   2.75923217E-02   2.33138416E-02   2.22094675E-02   2.59527839E-02   1.08048936E-02   3.15358044E-03   2.69356538E-03 
  2.90857252E-02   2.37209141E-02   1.97730554E-02   1.90661397E-02   1.95219216E-02   8.17401101E-03   2.60756798E-03   2.31409517E-03 
  3.34666486E-02   2.76976520E-02   2.30275263E-02   2.16103243E-02   1.72288438E-02   6.33015996E-03   2.82066137E-03   2.61138433E-03 
  2.63798676E-02   2.20387203E-02   1.83505350E-02   1.73860424E-02   1.62361559E-02   6.84336445E-03   2.43746708E-03   2.29819966E-03 
  4.12617345E-02   3.28429930E-02   2.42058373E-02   2.15183924E-02   1.59980991E-02   7.20484384E-03   3.59914882E-03   3.27690023E-03 
  4.25802760E-02   3.44547721E-02   2.56674008E-02   2.29253038E-02   1.76133646E-02   9.83957504E-03   5.51707106E-03   5.54107695E-03 
  6.37526939E-02   5.28136341E-02   4.27643301E-02   4.00984542E-02   3.40393319E-02   1.37845943E-02   5.03343067E-03   4.61287205E-03 
  6.13263892E-02   5.55553377E-02   4.86951740E-02   4.58963535E-02   4.07861549E-02   2.57105554E-02   1.10898476E-02   1.22607737E-02 
  3.78638307E-02   3.00396146E-02   2.11401392E-02   1.82085166E-02   1.26993513E-02   6.47782319E-03   3.24819157E-03   3.36588636E-03 
  4.24397480E-02   3.63714319E-02   3.17072410E-02   3.03825431E-02   2.66779033E-02   1.21418599E-02   6.37416652E-03   6.49789368E-03 
  2.57499569E-02   2.10309574E-02   1.57265861E-02   1.38980627E-02   1.02205636E-02   5.55508879E-03   2.80665361E-03   2.81463259E-03 
  3.56664805E-02   2.82834156E-02   2.14682182E-02   1.96557673E-02   1.56497187E-02   6.10389689E-03   2.54854913E-03   2.24916785E-03 
  4.16003795E-02   3.41686160E-02   2.62377181E-02   2.33337150E-02   1.69554883E-02   8.11388132E-03   4.34601777E-03   4.02626595E-03 
  4.22190091E-02   3.33828263E-02   2.42316311E-02   2.11437139E-02   1.46685975E-02   6.12031206E-03   2.78956406E-03   2.47156792E-03 
  6.86221204E-02   5.80478880E-02   4.65321643E-02   4.28566549E-02   3.86851929E-02   2.30673472E-02   7.41876513E-03   7.01552768E-03 
  5.28273250E-02   4.34898893E-02   3.31927468E-02   2.99763088E-02   2.54038359E-02   1.75454355E-02   9.04344861E-03   9.23550439E-03 
  4.38538973E-02   3.63521085E-02   2.95140492E-02   2.71331390E-02   2.05520176E-02   7.46335664E-03   3.19728191E-03   2.70648515E-03 
  4.50412645E-02   3.69432777E-02   2.94971807E-02   2.73640796E-02   2.29360870E-02   1.01617185E-02   5.08099314E-03   4.46733786E-03 
  6.04688471E-02   5.08780317E-02   4.00817463E-02   3.61661469E-02   2.87658908E-02   2.04197319E-02   1.38514432E-02   1.56546518E-02 
  6.02874391E-02   5.33480701E-02   4.84254848E-02   4.74377071E-02   4.37413022E-02   2.39056874E-02   1.33937767E-02   1.37458715E-02 
  4.38115907E-02   3.41083617E-02   2.47836525E-02   2.22427762E-02   1.84955217E-02   7.44735076E-03   3.17105228E-03   2.77095725E-03 
  4.19979366E-02   3.60620458E-02   3.36216531E-02   3.39853496E-02   3.58491624E-02   1.41804423E-02   3.90656066E-03   3.13500851E-03 
  3.19561139E-02   2.64974995E-02   2.11368700E-02   1.95379011E-02   1.64499431E-02   9.01067050E-03   5.10731788E-03   5.62490661E-03 
  3.70630684E-02   3.16582507E-02   2.83771372E-02   2.80391574E-02   2.69417605E-02   1.07655425E-02   3.07675010E-03   2.58267417E-03 
  5.73571520E-02   4.54737900E-02   3.12454735E-02   2.62690563E-02   1.75074142E-02   7.94359726E-03   3.80694262E-03   3.41397406E-03 
  3.41700261E-02   2.68069998E-02   1.85039049E-02   1.57032983E-02   1.06559343E-02   4.91075525E-03   2.48331079E-03   2.15786275E-03 
  4.08194007E-02   3.51397000E-02   2.90432639E-02   2.69492777E-02   2.21708362E-02   1.33293013E-02   7.42979982E-03   7.42978146E-03 
  4.80804979E-02   3.93810635E-02   2.95519490E-02   2.64621696E-02   2.24302950E-02   1.19734011E-02   5.21400358E-03   5.25351035E-03 
  4.64091052E-02   3.93031996E-02   3.25549227E-02   2.99317782E-02   2.27704135E-02   9.19830073E-03   4.06156844E-03   3.73477744E-03 
  3.92960446E-02   3.06359304E-02   2.17950431E-02   1.91367397E-02   1.38473719E-02   6.16506938E-03   3.08255285E-03   2.58546672E-03 
  4.14390338E-02   3.56453801E-02   3.32280875E-02   3.36098407E-02   3.58118210E-02   1.56234105E-02   5.12575468E-03   4.65049619E-03 
  5.58313538E-02   5.18047267E-02   4.70748817E-02   4.49559099E-02   4.10948960E-02   3.16012731E-02   1.90491920E-02   2.12280389E-02 
  2.76219491E-02   2.23077317E-02   1.67643653E-02   1.49278775E-02   1.08346697E-02   4.55605055E-03   1.96173069E-03   1.82360907E-03 
  2.74527694E-02   2.36346747E-02   2.17508905E-02   2.18511236E-02   2.29741889E-02   1.17326632E-02   2.71473332E-03   2.34958032E-03 
  2.24824155E-02   1.80001145E-02   1.24722519E-02   1.05545546E-02   7.13669447E-03   3.49539541E-03   1.62158717E-03   1.56048070E-03 
  3.10241139E-02   2.69056915E-02   2.19337713E-02   2.00180185E-02   1.59711909E-02   1.11093030E-02   6.51754160E-03   7.71332052E-03 
  4.98468146E-02   4.21398936E-02   3.61180756E-02   3.48255049E-02   3.42742335E-02   1.60558141E-02   5.67482777E-03   5.23358790E-03 
  4.21009072E-02   3.48788514E-02   2.81499279E-02   2.61486749E-02   2.16327626E-02   9.47194493E-03   4.21764618E-03   3.91035820E-03 
  5.04281057E-02   4.13102169E-02   3.37886006E-02   3.17617066E-02   2.88740523E-02   1.09534701E-02   4.49760661E-03   4.02566628E-03 
  3.05387515E-02   2.33891145E-02   1.64999735E-02   1.47088591E-02   1.21401970E-02   5.19037242E-03   2.24505905E-03   1.93861240E-03 
  4.00331837E-02   3.27185336E-02   2.80676211E-02   2.80801385E-02   3.10725681E-02   1.56239946E-02   4.32059573E-03   3.45392346E-03 
  5.36048179E-02   4.54208575E-02   3.77647155E-02   3.57266373E-02   3.23852178E-02   1.60440035E-02   5.33169610E-03   5.04951391E-03 
  3.20808301E-02   2.68208462E-02   2.07572192E-02   1.86519743E-02   1.44973116E-02   9.40664267E-03   5.41553045E-03   5.69016825E-03 
  4.39030638E-02   3.69014287E-02   2.86054869E-02   2.53754017E-02   1.89407360E-02   1.10285810E-02   6.48396645E-03   6.43501015E-03 
  3.41689420E-02   2.77996535E-02   2.22052398E-02   2.07241483E-02   1.86254055E-02   7.85787540E-03   3.59336587E-03   3.31444029E-03 
  5.32617222E-02   4.17686047E-02   2.93694536E-02   2.54777273E-02   1.79318708E-02   8.19263625E-03   3.83861068E-03   3.46413671E-03 
  5.91535727E-02   4.92207554E-02   4.06497868E-02   3.81138488E-02   3.24462442E-02   1.20383234E-02   4.66118541E-03   4.25328760E-03 
  8.08503613E-02   7.06690614E-02   5.82441097E-02   5.37166003E-02   4.56564073E-02   3.44772058E-02   1.99451405E-02   2.36542121E-02 
  4.84042410E-02   4.32538154E-02   3.74797222E-02   3.54460821E-02   3.10755354E-02   2.09285056E-02   1.20241403E-02   1.31412689E-02 
  3.84208714E-02   3.27716407E-02   2.92479473E-02   2.87400683E-02   2.76449734E-02   1.11063278E-02   4.12848862E-03   3.86221335E-03 
  4.44360862E-02   3.55154649E-02   2.84703737E-02   2.72219277E-02   2.79371711E-02   1.17756458E-02   3.84024084E-03   3.20675170E-03 
  6.05646509E-02   5.31609564E-02   4.74993954E-02   4.56480962E-02   4.65884496E-02   2.61131802E-02   1.51362026E-02   1.56531945E-02 
  2.72717597E-02   2.32264951E-02   2.00576243E-02   1.91094721E-02   1.60399011E-02   5.81747041E-03   2.11184920E-03   1.91459492E-03 
  4.24721896E-02   3.38691123E-02   2.66140536E-02   2.47073379E-02   2.22178096E-02   7.91860926E-03   3.19564259E-03   2.68768980E-03 
  2.44432341E-02   1.94349443E-02   1.45666367E-02   1.30724610E-02   1.05932541E-02   4.12635620E-03   1.75221850E-03   1.57484950E-03 
  6.63708296E-02   5.59285919E-02   4.43182953E-02   4.00616202E-02   3.07522474E-02   1.73886870E-02   9.43887025E-03   9.27149016E-03 
  5.77447066E-02   4.74834864E-02   3.59700696E-02   3.23398102E-02   2.56924902E-02   1.22299404E-02   5.07182465E-03   5.12675805E-03 
  5.13420511E-02   4.02815187E-02   2.91181579E-02   2.60247536E-02   2.04981349E-02   9.11623603E-03   4.23107870E-03   3.74271732E-03 
  3.75193877E-02   2.92796404E-02   2.09007860E-02   1.83382671E-02   1.31798809E-02   5.86666383E-03   2.92661292E-03   2.49056782E-03 
  6.77901616E-02   5.78156110E-02   4.90517494E-02   4.68883020E-02   4.29408740E-02   2.17713469E-02   9.20137740E-03   9.44685236E-03 
  5.03396390E-02   4.05151521E-02   3.12987292E-02   2.88221396E-02   2.38907799E-02   9.73819771E-03   4.26491144E-03   3.75018838E-03 
  3.14534547E-02   2.50766392E-02   2.06584303E-02   2.05123083E-02   2.42521517E-02   1.88661279E-02   4.29707182E-03   3.32973578E-03 
  2.94947804E-02   2.34280320E-02   1.76939189E-02   1.60005406E-02   1.23748143E-02   4.78669313E-03   2.11456326E-03   1.82766732E-03 
  4.52187747E-02   3.61687411E-02   2.76275533E-02   2.50396882E-02   1.94248207E-02   8.00659399E-03   3.85215152E-03   3.42935725E-03 
  7.70863823E-02   6.84600227E-02   5.79324562E-02   5.36923033E-02   4.44750411E-02   3.21444775E-02   1.88099249E-02   2.19522855E-02 
  5.39537224E-02   4.35549527E-02   3.43201242E-02   3.21087075E-02   2.91435748E-02   1.18209694E-02   4.37813192E-03   3.94896983E-03 
  3.78728064E-02   2.95561711E-02   2.20498340E-02   2.04411844E-02   1.91513756E-02   8.73763404E-03   3.30316637E-03   2.71204612E-03 
  5.20137007E-02   4.06074171E-02   2.78092848E-02   2.35625795E-02   1.58518553E-02   7.24724241E-03   3.47580027E-03   3.09460017E-03 
  2.44560395E-02   1.94967164E-02   1.42480369E-02   1.25099028E-02   8.93449086E-03   3.91157382E-03   1.80082394E-03   1.67011595E-03 
  3.29126718E-02   2.83028673E-02   2.54827604E-02   2.53750938E-02   2.68223671E-02   1.81152637E-02   4.06846009E-03   3.36723494E-03 
  6.47573701E-02   5.41641774E-02   4.31730322E-02   3.97969412E-02   3.32665361E-02   1.65953609E-02   7.42666920E-03   7.63208277E-03 
  4.37805282E-02   3.67028312E-02   2.97441461E-02   2.74347081E-02   2.22282993E-02   1.22894255E-02   7.24403150E-03   7.43425629E-03 
  7.28968928E-02   6.00677979E-02   4.59452197E-02   4.13780452E-02   3.15600507E-02   1.41484473E-02   6.19096797E-03   5.89031768E-03 
  4.19167208E-02   3.34215382E-02   2.64752645E-02   2.50707181E-02   2.31510848E-02   8.85642892E-03   3.23632253E-03   2.81339644E-03 
  4.43776725E-02   3.87604323E-02   3.66219571E-02   3.68063756E-02   4.23301810E-02   2.42996887E-02   6.78064372E-03   5.65277644E-03 
  5.43577932E-02   4.72626005E-02   4.19841904E-02   4.05952644E-02   3.73902854E-02   1.69212125E-02   8.26394100E-03   7.53674328E-03 
  4.00303291E-02   3.07850037E-02   2.14864221E-02   1.88966000E-02   1.41767244E-02   6.44283186E-03   3.10717402E-03   2.62214649E-03 
  3.35330896E-02   2.69334590E-02   2.13059772E-02   1.99978526E-02   1.67936968E-02   6.45962579E-03   2.65309783E-03   2.26868164E-03 
  3.99784863E-02   3.18041851E-02   2.30428118E-02   2.00138157E-02   1.38869867E-02   5.98290472E-03   2.98604307E-03   2.53874099E-03 
  5.21604408E-02   4.56770583E-02   3.73766308E-02   3.39311813E-02   2.64072056E-02   1.66309547E-02   8.73574245E-03   9.30466652E-03 
  4.03883843E-02   3.20009878E-02   2.48906468E-02   2.28361527E-02   2.21801503E-02   8.04389521E-03   3.31509093E-03   2.80773521E-03 
  4.21391215E-02   3.27995815E-02   2.35671157E-02   2.07903594E-02   1.53089610E-02   6.34208483E-03   2.91623532E-03   2.58046547E-03 
  3.61547836E-02   2.92823666E-02   2.23198398E-02   2.01502062E-02   1.56917093E-02   7.51469379E-03   3.84991151E-03   3.61068196E-03 
  4.33835856E-02   3.68115220E-02   3.08681216E-02   2.91627541E-02   2.57716491E-02   1.33600821E-02   7.33566659E-03   7.14111067E-03 
  5.57984473E-02   4.44917521E-02   3.14154939E-02   2.69591212E-02   1.86652345E-02   9.22204623E-03   4.62013606E-03   4.33375124E-03 
  2.79778871E-02   2.32296586E-02   1.93870777E-02   1.79225789E-02   1.94415751E-02   8.45565332E-03   3.15952259E-03   2.98454486E-03 
  6.56433654E-02   5.39448395E-02   4.06621285E-02   3.61404403E-02   2.72334036E-02   1.58629088E-02   8.56080222E-03   9.09193742E-03 
  6.81683249E-02   5.74582125E-02   4.76530910E-02   4.49203910E-02   4.12083571E-02   1.85698314E-02   6.19520083E-03   5.97855957E-03 
  6.67866420E-02   5.80443807E-02   4.88648749E-02   4.60640434E-02   4.28754842E-02   2.72979427E-02   1.57422317E-02   1.51121893E-02 
  2.61126980E-02   2.02686211E-02   1.41549721E-02   1.22126104E-02   8.42682612E-03   3.72318196E-03   1.76686573E-03   1.54904009E-03 
  4.30191954E-02   3.41731273E-02   2.55446273E-02   2.28758990E-02   1.69155701E-02   6.87603383E-03   3.13552230E-03   2.75462135E-03 
  4.16591624E-02   3.48517345E-02   2.82668235E-02   2.63899026E-02   2.23333287E-02   9.55717808E-03   3.61570072E-03   3.34834172E-03 
  5.35102956E-02   4.22148782E-02   2.97438209E-02   2.56246962E-02   1.79017730E-02   8.87737282E-03   4.49331483E-03   4.17305638E-03 
  4.65836190E-02   3.87254426E-02   3.04356386E-02   2.78071285E-02   2.52332160E-02   1.46006697E-02   7.29186611E-03   7.08128513E-03 
  5.90044839E-02   4.81934954E-02   3.68161006E-02   3.33363092E-02   2.72484650E-02   1.47663857E-02   8.20929562E-03   8.85821779E-03 
  6.11225117E-02   4.88407919E-02   3.60481957E-02   3.24874857E-02   2.89859327E-02   1.46390008E-02   5.18306514E-03   4.79120926E-03 
  4.83063001E-02   4.29328363E-02   3.63094441E-02   3.36703795E-02   2.80143297E-02   2.01949986E-02   1.23600540E-02   1.25919332E-02 
  3.18474931E-02   2.64364427E-02   2.14392164E-02   1.98825724E-02   1.57960264E-02   6.60664066E-03   3.01736187E-03   2.83269743E-03 
  3.71876479E-02   2.93502869E-02   2.23495675E-02   2.07516712E-02   1.86689945E-02   7.49665484E-03   2.98387078E-03   2.50960259E-03 
  3.18038210E-02   2.59133437E-02   1.97233631E-02   1.77666384E-02   1.41342835E-02   7.48863623E-03   3.98216386E-03   4.28708459E-03 
  4.17111260E-02   3.31872101E-02   2.39207238E-02   2.06418730E-02   1.41207628E-02   6.00230843E-03   2.91995613E-03   2.47156542E-03 
  4.30330804E-02   3.41289695E-02   2.56950311E-02   2.29968645E-02   1.70719584E-02   6.61273269E-03   3.07764710E-03   2.58619281E-03 
  8.52290788E-02   7.62537101E-02   6.50521437E-02   6.05594975E-02   5.07553500E-02   3.88963327E-02   2.30188583E-02   2.70726339E-02 
  4.30891466E-02   3.70346767E-02   3.43211602E-02   3.42225112E-02   3.71693875E-02   1.49542920E-02   4.76569458E-03   4.02473367E-03 
  6.32376024E-02   5.03479253E-02   3.55501571E-02   3.06478822E-02   2.13043088E-02   1.02511031E-02   5.01338398E-03   4.59176733E-03 
  5.24121011E-02   4.21668364E-02   3.13495835E-02   2.77614170E-02   2.02898364E-02   9.21254542E-03   4.26697258E-03   4.07521531E-03 
  7.57471832E-02   6.55237750E-02   5.47090448E-02   5.13062707E-02   4.75690098E-02   3.09760139E-02   1.48032733E-02   1.63264103E-02 
  3.82701559E-02   3.21826214E-02   2.67826017E-02   2.54976099E-02   2.35984726E-02   1.16261949E-02   4.41337355E-03   4.41362539E-03 
  2.86650101E-02   2.26010126E-02   1.72798056E-02   1.59600009E-02   1.34192214E-02   5.07468924E-03   2.11951238E-03   1.83309716E-03 
  4.11832709E-02   3.23462152E-02   2.26778259E-02   1.98271751E-02   1.53546848E-02   8.55310835E-03   3.79282716E-03   3.49623024E-03 
  6.33601787E-02   5.28811815E-02   3.99856785E-02   3.55368495E-02   2.72125830E-02   1.29014812E-02   5.30820608E-03   5.33352430E-03 
  5.44149522E-02   4.48044131E-02   3.60875199E-02   3.38773329E-02   3.10946579E-02   1.53939337E-02   4.55332133E-03   4.31296899E-03 
  6.64527839E-02   5.77555920E-02   4.56852198E-02   4.10125286E-02   3.15987179E-02   2.07900009E-02   1.07794740E-02   1.30135987E-02 
  3.09596788E-02   2.48321435E-02   1.80880739E-02   1.57933742E-02   1.12511217E-02   5.65060539E-03   2.86121779E-03   2.68587820E-03 
  2.54442451E-02   2.02755613E-02   1.39839075E-02   1.18083902E-02   8.02213646E-03   3.97181568E-03   1.94179292E-03   1.86291470E-03 
  4.00895246E-02   3.25342633E-02   2.64903893E-02   2.51445039E-02   2.18791531E-02   7.92173166E-03   3.17992050E-03   2.62042938E-03 
  3.45869434E-02   2.71253136E-02   2.00483254E-02   1.81169272E-02   1.41521916E-02   5.98023032E-03   2.70016111E-03   2.44793965E-03 
  5.85603631E-02   4.69906485E-02   3.52665580E-02   3.18551449E-02   2.54367146E-02   1.07821471E-02   4.62626037E-03   4.28091716E-03 
  3.53131824E-02   2.83240867E-02   2.10785394E-02   1.89871878E-02   1.56552939E-02   8.66522911E-03   4.57099593E-03   4.36422327E-03 
  5.31349093E-02   4.71159355E-02   3.95315162E-02   3.67129573E-02   3.12516795E-02   2.40260094E-02   1.49181997E-02   1.74839898E-02 
  4.34502180E-02   3.49922570E-02   2.67917830E-02   2.43753937E-02   1.98967334E-02   1.05546483E-02   6.39491239E-03   6.55401315E-03 
  9.53708349E-02   8.51687559E-02   7.31402573E-02   6.86692528E-02   5.95137936E-02   4.15674445E-02   2.51117505E-02   2.64152972E-02 
  4.25795198E-02   3.40146321E-02   2.59795090E-02   2.37245080E-02   1.92325933E-02   8.60663861E-03   4.44243778E-03   4.12278047E-03 
  8.31816780E-02   7.47666125E-02   6.38722980E-02   5.95339510E-02   5.06264233E-02   3.79619916E-02   2.34170589E-02   2.38772787E-02 
  4.62846073E-02   3.80587275E-02   2.92078202E-02   2.65212229E-02   2.21929087E-02   1.37474165E-02   7.95471317E-03   7.94550558E-03 
  3.73628825E-02   2.90882391E-02   2.11934690E-02   1.91083925E-02   1.54531484E-02   6.38880639E-03   2.91051387E-03   2.43854232E-03 
  4.93719488E-02   3.90802250E-02   2.84410358E-02   2.53638466E-02   1.99352440E-02   1.07561028E-02   6.03326907E-03   5.88164251E-03 
  3.75221166E-02   2.99942240E-02   2.35923519E-02   2.18824166E-02   1.87694590E-02   6.66438968E-03   2.75587362E-03   2.31869024E-03 
  3.90000460E-02   3.07150397E-02   2.26894057E-02   2.03541908E-02   1.56304512E-02   6.67569023E-03   3.30091808E-03   2.87930895E-03 
  6.30657317E-02   5.72222436E-02   5.00602841E-02   4.70007152E-02   3.98705289E-02   2.93122250E-02   1.89092700E-02   1.91872027E-02 
  4.04284901E-02   3.18665514E-02   2.36117966E-02   2.11305540E-02   1.59618612E-02   6.51731442E-03   3.13969883E-03   2.67382283E-03 
  2.94471443E-02   2.31279115E-02   1.60699179E-02   1.37025387E-02   9.31018518E-03   4.26063551E-03   2.09025536E-03   1.84640465E-03 
  6.65478367E-02   5.64842259E-02   4.71442353E-02   4.44005895E-02   3.78701996E-02   1.56661595E-02   5.38616279E-03   5.16414062E-03 
  3.65146729E-02   3.11325826E-02   2.79818496E-02   2.74272245E-02   2.47540999E-02   9.24755606E-03   4.15428544E-03   4.27491239E-03 
  3.79074280E-02   3.27785965E-02   3.02709835E-02   3.02662657E-02   3.13089107E-02   1.46984271E-02   3.58252624E-03   3.09412415E-03 
  5.21426204E-02   4.38226132E-02   3.73208752E-02   3.53613099E-02   3.63055885E-02   1.73876167E-02   8.88749710E-03   8.78055913E-03 
  5.15507539E-02   4.33515855E-02   3.48399233E-02   3.16264117E-02   2.51864878E-02   1.78408180E-02   1.31816219E-02   1.53780969E-02 
  4.65049655E-02   3.96187222E-02   3.59065208E-02   3.58951380E-02   3.58743985E-02   1.59956735E-02   3.93274620E-03   3.41390310E-03 
  9.40023860E-02   8.22152408E-02   6.69692607E-02   6.11753657E-02   4.95454402E-02   3.69308698E-02   2.29008813E-02   2.59633060E-02 
  5.13474714E-02   4.24643931E-02   3.40180981E-02   3.14952537E-02   2.70102695E-02   1.35344984E-02   7.39833532E-03   6.87784102E-03 
  5.02782996E-02   4.20071107E-02   3.41778461E-02   3.20870689E-02   2.98037462E-02   1.57244995E-02   8.01285926E-03   7.50167947E-03 
  4.59706208E-02   3.64812302E-02   2.69272499E-02   2.41113681E-02   1.86118251E-02   8.22268477E-03   3.93415607E-03   3.56513658E-03 
  4.42473788E-02   3.61622540E-02   2.94872502E-02   2.76253272E-02   2.27442611E-02   7.95884708E-03   3.27755371E-03   2.76302115E-03 
  4.56524614E-02   3.94040489E-02   3.48155768E-02   3.33822947E-02   2.80086206E-02   1.06181635E-02   4.54440628E-03   4.07221667E-03 
  2.55279604E-02   2.07072616E-02   1.58038723E-02   1.41665509E-02   1.04173484E-02   4.18496901E-03   1.83109499E-03   1.66076421E-03 
