t(412)  t(443)  t(490)  t(510)  t(555)  t(670)  t(765)  t(865)  
  8.83000338E-01   9.09031504E-01   9.34900812E-01   9.42348005E-01   9.55737165E-01   9.79673706E-01   9.87874022E-01   9.90537562E-01 
  8.36042697E-01   8.75131035E-01   9.15681954E-01   9.26799437E-01   9.45716018E-01   9.69106562E-01   9.79317508E-01   9.83914707E-01 
  7.88659724E-01   8.33327869E-01   8.82967448E-01   8.97167038E-01   9.20442378E-01   9.45664324E-01   9.57657346E-01   9.65558503E-01 
  7.04558671E-01   7.60825383E-01   8.26485714E-01   8.46674393E-01   8.83972884E-01   9.39719149E-01   9.64194218E-01   9.73162806E-01 
  6.44005270E-01   6.98771742E-01   7.66318509E-01   7.88086314E-01   8.29606431E-01   8.89881389E-01   9.21960464E-01   9.38961025E-01 
  7.94166715E-01   8.36936736E-01   8.83603958E-01   8.97299497E-01   9.21832196E-01   9.57247181E-01   9.71630078E-01   9.76508533E-01 
  8.34248379E-01   8.65712433E-01   8.98050931E-01   9.07608169E-01   9.25465125E-01   9.56575478E-01   9.68770018E-01   9.74025841E-01 
  8.59100361E-01   8.92561951E-01   9.26212503E-01   9.35632380E-01   9.52299723E-01   9.75346025E-01   9.84543675E-01   9.87839342E-01 
  8.24198316E-01   8.62109789E-01   9.02743659E-01   9.14678015E-01   9.36543220E-01   9.68882065E-01   9.81766187E-01   9.86287088E-01 
  8.40232265E-01   8.75716791E-01   9.12468142E-01   9.22864846E-01   9.41079553E-01   9.64738781E-01   9.75694233E-01   9.80645980E-01 
  7.87610877E-01   8.26952674E-01   8.73344343E-01   8.88031707E-01   9.15822593E-01   9.57579067E-01   9.74468801E-01   9.80747887E-01 
  7.31623859E-01   7.84870446E-01   8.43636322E-01   8.61197753E-01   8.93362382E-01   9.42638068E-01   9.63237515E-01   9.71548127E-01 
  7.47029864E-01   7.87222482E-01   8.32953990E-01   8.47169078E-01   8.71918717E-01   9.11612635E-01   9.29458256E-01   9.39812121E-01 
  8.46514404E-01   8.81552168E-01   9.17822486E-01   9.28247143E-01   9.47029844E-01   9.72822351E-01   9.83076403E-01   9.87241856E-01 
  8.32581486E-01   8.69368835E-01   9.07843367E-01   9.18448306E-01   9.36937213E-01   9.58512652E-01   9.67260112E-01   9.74045835E-01 
  7.02243153E-01   7.39292105E-01   7.80876548E-01   7.94312106E-01   8.19534685E-01   8.61577301E-01   8.81667600E-01   8.92449513E-01 
  7.58798448E-01   7.95260035E-01   8.34472377E-01   8.46346606E-01   8.69266618E-01   9.09107617E-01   9.19493814E-01   9.29832002E-01 
  7.82990755E-01   8.26074516E-01   8.74731449E-01   8.89621487E-01   9.17137760E-01   9.58925456E-01   9.76073001E-01   9.82082929E-01 
  8.72136956E-01   9.00926553E-01   9.30725316E-01   9.39301214E-01   9.54802445E-01   9.78154494E-01   9.86297143E-01   9.89512317E-01 
  8.64583886E-01   8.97361798E-01   9.29146329E-01   9.37565731E-01   9.52369182E-01   9.76199871E-01   9.83321648E-01   9.86115475E-01 
  8.72906618E-01   9.00685275E-01   9.29657291E-01   9.38125134E-01   9.53828370E-01   9.78430864E-01   9.87425624E-01   9.90551571E-01 
  7.56533337E-01   8.04684518E-01   8.59477782E-01   8.76176092E-01   9.06890858E-01   9.52110583E-01   9.70802549E-01   9.77768127E-01 
  8.46687924E-01   8.81729684E-01   9.18551762E-01   9.28921088E-01   9.47139391E-01   9.72872204E-01   9.83535037E-01   9.87632200E-01 
  7.95381048E-01   8.36876511E-01   8.77868873E-01   8.89388276E-01   9.11648188E-01   9.48649340E-01   9.63098518E-01   9.69881553E-01 
  7.90576825E-01   8.35853791E-01   8.84093696E-01   8.97636719E-01   9.21202316E-01   9.55862474E-01   9.67963672E-01   9.74036681E-01 
  7.58485335E-01   8.02427358E-01   8.53036048E-01   8.68622288E-01   8.97521500E-01   9.42451292E-01   9.62238674E-01   9.71049873E-01 
  8.36468563E-01   8.74884116E-01   9.16154318E-01   9.27817671E-01   9.47326295E-01   9.72310347E-01   9.83090783E-01   9.87337751E-01 
  8.70289960E-01   8.98818437E-01   9.28054757E-01   9.36441020E-01   9.51537829E-01   9.75264371E-01   9.82868575E-01   9.85942948E-01 
  7.00731003E-01   7.35964278E-01   7.77038834E-01   7.91099488E-01   8.18007643E-01   8.70472651E-01   8.98674937E-01   9.14693408E-01 
  8.44343634E-01   8.79045712E-01   9.15431806E-01   9.26057756E-01   9.45491552E-01   9.73145078E-01   9.83861899E-01   9.87742605E-01 
  8.64701341E-01   8.93489701E-01   9.24160946E-01   9.33186264E-01   9.49701462E-01   9.75476029E-01   9.86040641E-01   9.89472239E-01 
  8.65606707E-01   8.99042833E-01   9.32599432E-01   9.41852326E-01   9.57940462E-01   9.79936610E-01   9.88484150E-01   9.91481660E-01 
  8.13141356E-01   8.51975819E-01   8.92921106E-01   9.04799382E-01   9.26477143E-01   9.54714355E-01   9.67238340E-01   9.73803331E-01 
  7.19771180E-01   7.68790241E-01   8.26841117E-01   8.45065375E-01   8.79181348E-01   9.29309356E-01   9.53766869E-01   9.64755133E-01 
  7.69904025E-01   8.10547825E-01   8.58725594E-01   8.73718335E-01   9.01673030E-01   9.45307869E-01   9.64859513E-01   9.73119132E-01 
  7.75078692E-01   8.17816568E-01   8.65443103E-01   8.79875693E-01   9.06458395E-01   9.47549992E-01   9.65575662E-01   9.73336153E-01 
  8.50776108E-01   8.84316615E-01   9.19669116E-01   9.29801687E-01   9.47845383E-01   9.74307914E-01   9.84912974E-01   9.88666092E-01 
  8.60274417E-01   8.94432294E-01   9.28531707E-01   9.37814595E-01   9.53917154E-01   9.77045949E-01   9.84739918E-01   9.88132602E-01 
  7.88517145E-01   8.31565652E-01   8.77867515E-01   8.91561304E-01   9.16617619E-01   9.55244721E-01   9.70189574E-01   9.76395322E-01 
  8.09413289E-01   8.49892398E-01   8.94038037E-01   9.06757084E-01   9.28065569E-01   9.55875643E-01   9.68214421E-01   9.74021755E-01 
  8.13727544E-01   8.51552742E-01   8.91702303E-01   9.03465112E-01   9.24026648E-01   9.50916347E-01   9.63620390E-01   9.70209032E-01 
  8.64773648E-01   8.95773458E-01   9.26399716E-01   9.34816480E-01   9.49506876E-01   9.73201504E-01   9.80448484E-01   9.83976292E-01 
  7.51579754E-01   7.97152253E-01   8.50522841E-01   8.67366194E-01   8.99504376E-01   9.48779859E-01   9.69189933E-01   9.76734539E-01 
  7.37916017E-01   7.87692754E-01   8.44141743E-01   8.61338220E-01   8.92986045E-01   9.41006769E-01   9.63001132E-01   9.71467733E-01 
  5.21100527E-01   5.49539618E-01   5.86230764E-01   6.00568723E-01   6.34041546E-01   7.12260771E-01   7.69784853E-01   8.06011029E-01 
  7.11358288E-01   7.50177104E-01   7.92954224E-01   8.06262040E-01   8.32505428E-01   8.88081446E-01   9.10771537E-01   9.24873984E-01 
  8.52461341E-01   8.82355708E-01   9.13400256E-01   9.22476004E-01   9.39254228E-01   9.68107765E-01   9.79450997E-01   9.83614371E-01 
  8.13469961E-01   8.52755846E-01   8.95452529E-01   9.08091460E-01   9.31045565E-01   9.65496190E-01   9.79737331E-01   9.84858494E-01 
  7.79539976E-01   8.14813410E-01   8.52022163E-01   8.63263822E-01   8.82468970E-01   9.20730929E-01   9.29347137E-01   9.38447564E-01 
  8.74788154E-01   9.01954864E-01   9.30432890E-01   9.38831096E-01   9.54532818E-01   9.78614473E-01   9.87292301E-01   9.90309889E-01 
  8.24955506E-01   8.62950955E-01   9.03730073E-01   9.15681410E-01   9.37252465E-01   9.69019247E-01   9.81770787E-01   9.86373528E-01 
  8.84235394E-01   9.12169063E-01   9.39892256E-01   9.47643328E-01   9.61320634E-01   9.81551100E-01   9.89090833E-01   9.91864414E-01 
  6.41027887E-01   6.83566934E-01   7.36329869E-01   7.54371987E-01   7.90519913E-01   8.57558655E-01   8.92899538E-01   9.15499454E-01 
  6.67234297E-01   7.22739820E-01   7.92245064E-01   8.14841851E-01   8.57727051E-01   9.23231372E-01   9.52999255E-01   9.64297915E-01 
  7.80513668E-01   8.26638426E-01   8.77268011E-01   8.92080212E-01   9.18569355E-01   9.56011798E-01   9.72015344E-01   9.78563962E-01 
  8.37053725E-01   8.74712830E-01   9.14946204E-01   9.26354536E-01   9.45911822E-01   9.72088217E-01   9.83010245E-01   9.87164783E-01 
  6.47892099E-01   6.93002640E-01   7.47531879E-01   7.65638912E-01   8.00238270E-01   8.58146089E-01   8.94648752E-01   9.14970012E-01 
  8.13341497E-01   8.55070052E-01   8.98763513E-01   9.11164561E-01   9.33166017E-01   9.63739720E-01   9.76413485E-01   9.81814565E-01 
  8.74925722E-01   9.02714549E-01   9.31347940E-01   9.39481597E-01   9.54032744E-01   9.77240043E-01   9.87201963E-01   9.90426586E-01 
  8.75732576E-01   9.05918902E-01   9.36015281E-01   9.44366718E-01   9.59266457E-01   9.80155148E-01   9.88295033E-01   9.91253009E-01 
  8.11315981E-01   8.50464885E-01   8.92717608E-01   9.05103937E-01   9.27545085E-01   9.60174228E-01   9.73854947E-01   9.79600240E-01 
  5.56920941E-01   5.88456766E-01   6.29788923E-01   6.45159952E-01   6.76069339E-01   7.43282264E-01   7.89907254E-01   8.20270837E-01 
  7.39919259E-01   7.89927649E-01   8.47420245E-01   8.65072562E-01   8.97639663E-01   9.46211714E-01   9.67403337E-01   9.75034477E-01 
  8.54814577E-01   8.89816406E-01   9.26408367E-01   9.36543418E-01   9.53778336E-01   9.76688933E-01   9.85206772E-01   9.88794262E-01 
  7.70759798E-01   8.14937671E-01   8.65476617E-01   8.81152227E-01   9.10383875E-01   9.53696557E-01   9.71847441E-01   9.78627252E-01 
  8.78003782E-01   9.08054251E-01   9.38043282E-01   9.46367287E-01   9.61099004E-01   9.81053320E-01   9.88912694E-01   9.91694828E-01 
  8.76195758E-01   9.02803816E-01   9.30556001E-01   9.38666212E-01   9.53566874E-01   9.77621921E-01   9.87889065E-01   9.90909802E-01 
  6.36800961E-01   6.87729943E-01   7.53090309E-01   7.75055290E-01   8.17456040E-01   8.86208714E-01   9.21848491E-01   9.38882735E-01 
  8.08785615E-01   8.45151215E-01   8.82822561E-01   8.93823560E-01   9.14132940E-01   9.45829325E-01   9.60236646E-01   9.67031856E-01 
  6.97407537E-01   7.55776890E-01   8.22172463E-01   8.42200710E-01   8.78927709E-01   9.33402949E-01   9.57631563E-01   9.67725797E-01 
  7.85603658E-01   8.28571588E-01   8.77064775E-01   8.91782988E-01   9.18836059E-01   9.58850938E-01   9.75407797E-01   9.81393806E-01 
  8.50117643E-01   8.79274928E-01   9.09283159E-01   9.18111201E-01   9.33635476E-01   9.62586490E-01   9.74916454E-01   9.79173579E-01 
  8.14833577E-01   8.48923862E-01   8.84604441E-01   8.95022227E-01   9.14260764E-01   9.42645232E-01   9.45028366E-01   9.54032374E-01 
  8.28393646E-01   8.67688051E-01   9.10017977E-01   9.22248639E-01   9.43400094E-01   9.71235571E-01   9.82790896E-01   9.87112938E-01 
  8.74991281E-01   9.05237573E-01   9.34961799E-01   9.43140680E-01   9.57932285E-01   9.79526603E-01   9.87702019E-01   9.90741218E-01 
  8.46583451E-01   8.83758075E-01   9.21947360E-01   9.32337386E-01   9.49954413E-01   9.73952686E-01   9.84361866E-01   9.88264684E-01 
  7.32918771E-01   7.73422297E-01   8.22712934E-01   8.38866264E-01   8.70023633E-01   9.22057121E-01   9.45685822E-01   9.56933955E-01 
  8.41361810E-01   8.76886666E-01   9.14401087E-01   9.25172557E-01   9.44268917E-01   9.72068118E-01   9.82868603E-01   9.86967388E-01 
  7.93236782E-01   8.32990391E-01   8.78203192E-01   8.92306187E-01   9.18866695E-01   9.59699296E-01   9.76104851E-01   9.81890585E-01 
  8.44998373E-01   8.81478838E-01   9.18675857E-01   9.28763602E-01   9.46240549E-01   9.67462711E-01   9.75596367E-01   9.80325704E-01 
  8.39828368E-01   8.74581184E-01   9.09043123E-01   9.18452753E-01   9.35435612E-01   9.63845461E-01   9.69753550E-01   9.73478727E-01 
  7.39779113E-01   7.87778138E-01   8.42440506E-01   8.59017917E-01   8.89609449E-01   9.35805787E-01   9.56618143E-01   9.66424709E-01 
  8.69247169E-01   8.97350709E-01   9.25748919E-01   9.34354898E-01   9.47803381E-01   9.74268944E-01   9.84067588E-01   9.87396799E-01 
  6.65957100E-01   7.04853577E-01   7.51406340E-01   7.67588167E-01   8.00594032E-01   8.65051361E-01   8.98554664E-01   9.16716544E-01 
  6.81914402E-01   7.37972957E-01   8.03322334E-01   8.23579638E-01   8.61310880E-01   9.18091664E-01   9.44671049E-01   9.56449937E-01 
  6.97797420E-01   7.43163524E-01   7.94008108E-01   8.08663616E-01   8.33821517E-01   8.85062265E-01   8.96472580E-01   9.12136634E-01 
  8.64447691E-01   8.97000515E-01   9.30303255E-01   9.39631323E-01   9.55955327E-01   9.78522022E-01   9.87521433E-01   9.90710581E-01 
  7.98122825E-01   8.39345225E-01   8.84866954E-01   8.98524984E-01   9.23680813E-01   9.61106216E-01   9.76463802E-01   9.82246500E-01 
  8.35550598E-01   8.71625967E-01   9.09018719E-01   9.19820561E-01   9.39608195E-01   9.69630701E-01   9.80002235E-01   9.84501512E-01 
  7.49900671E-01   7.95377553E-01   8.47211599E-01   8.63202703E-01   8.93035456E-01   9.39221292E-01   9.59831865E-01   9.69005155E-01 
  7.49388212E-01   7.89519974E-01   8.33889008E-01   8.47526777E-01   8.71661615E-01   9.16974733E-01   9.38110895E-01   9.50002223E-01 
  7.62059991E-01   8.09535885E-01   8.62399965E-01   8.77396025E-01   9.03899419E-01   9.39833539E-01   9.55389193E-01   9.62347005E-01 
  6.97611175E-01   7.52975340E-01   8.18864089E-01   8.39670404E-01   8.78840406E-01   9.37199372E-01   9.62841121E-01   9.72110633E-01 
  7.20005045E-01   7.66313496E-01   8.18839398E-01   8.34894614E-01   8.63867623E-01   9.04367073E-01   9.24045237E-01   9.37024631E-01 
  8.71257524E-01   9.00746999E-01   9.29871101E-01   9.38151771E-01   9.53814181E-01   9.77864218E-01   9.86529668E-01   9.89371090E-01 
  8.60029218E-01   8.93481655E-01   9.27434739E-01   9.36802212E-01   9.53212325E-01   9.76959470E-01   9.86045309E-01   9.89541051E-01 
  8.36695316E-01   8.72212272E-01   9.08514814E-01   9.18692801E-01   9.36558520E-01   9.62356123E-01   9.71622599E-01   9.75934117E-01 
  8.32824036E-01   8.71591371E-01   9.12136390E-01   9.23568121E-01   9.43663797E-01   9.71905858E-01   9.83549799E-01   9.87741829E-01 
  8.45661494E-01   8.81137188E-01   9.18690973E-01   9.29307037E-01   9.47966652E-01   9.72903412E-01   9.83400034E-01   9.87501780E-01 
  4.96860950E-01   5.20710983E-01   5.56858443E-01   5.71930140E-01   6.06106495E-01   6.87382446E-01   7.38227618E-01   7.76107750E-01 
  8.64054508E-01   8.93915091E-01   9.25022791E-01   9.34024951E-01   9.50131089E-01   9.74853556E-01   9.83288790E-01   9.86895501E-01 
  7.30225552E-01   7.86492631E-01   8.50330671E-01   8.69085927E-01   9.02339962E-01   9.50194331E-01   9.70415743E-01   9.77683368E-01 
  7.26977272E-01   7.72585712E-01   8.28011743E-01   8.46090577E-01   8.80860283E-01   9.37145318E-01   9.60972864E-01   9.70049205E-01 
  5.41505149E-01   5.83579727E-01   6.40648654E-01   6.61422013E-01   7.04735330E-01   7.77773602E-01   8.26505703E-01   8.57064294E-01 
  8.42400247E-01   8.75204075E-01   9.08314276E-01   9.17754424E-01   9.34916178E-01   9.65596012E-01   9.75613507E-01   9.79273858E-01 
  8.67571260E-01   8.97996438E-01   9.29214047E-01   9.38100287E-01   9.54150042E-01   9.77914842E-01   9.87071248E-01   9.90304989E-01 
  8.26600265E-01   8.64846478E-01   9.07996395E-01   9.20243298E-01   9.41620112E-01   9.69353795E-01   9.80082219E-01   9.84644383E-01 
  6.89641601E-01   7.50426363E-01   8.20156237E-01   8.41316354E-01   8.80315934E-01   9.38806639E-01   9.63243478E-01   9.72340983E-01 
  6.93447534E-01   7.51699324E-01   8.20228331E-01   8.41408302E-01   8.80635052E-01   9.37828796E-01   9.62964284E-01   9.72205218E-01 
  6.02395838E-01   6.52392048E-01   7.15490372E-01   7.36237181E-01   7.75567028E-01   8.34819319E-01   8.68362360E-01   8.94494675E-01 
  8.41964090E-01   8.78244979E-01   9.15875192E-01   9.26453325E-01   9.44889523E-01   9.69972158E-01   9.80475535E-01   9.84761624E-01 
  8.65221279E-01   8.97755868E-01   9.30812872E-01   9.40075019E-01   9.56257042E-01   9.78393200E-01   9.87216841E-01   9.90349282E-01 
  8.63346685E-01   8.96291734E-01   9.29592903E-01   9.38801289E-01   9.54999550E-01   9.76905267E-01   9.85596866E-01   9.89209362E-01 
  8.16875358E-01   8.53050421E-01   8.93618039E-01   9.05989876E-01   9.29051482E-01   9.63628594E-01   9.77440195E-01   9.82672923E-01 
  7.15044055E-01   7.66355278E-01   8.27216658E-01   8.46361352E-01   8.82318730E-01   9.38097175E-01   9.62746413E-01   9.71930485E-01 
  8.36577023E-01   8.73809266E-01   9.13196175E-01   9.24265224E-01   9.42594701E-01   9.65915932E-01   9.74835395E-01   9.79323800E-01 
  5.99134473E-01   6.46530843E-01   7.05331650E-01   7.24605210E-01   7.60941683E-01   8.23590947E-01   8.49578750E-01   8.74841955E-01 
  8.26006860E-01   8.63660017E-01   9.04000360E-01   9.15336515E-01   9.34848423E-01   9.58638247E-01   9.69038449E-01   9.74067481E-01 
  4.30225479E-01   4.66588952E-01   5.17106243E-01   5.36119951E-01   5.76312338E-01   6.61635650E-01   7.25572706E-01   7.74905500E-01 
  8.29729143E-01   8.67349277E-01   9.07079652E-01   9.18360891E-01   9.38233916E-01   9.65262058E-01   9.76412049E-01   9.79929887E-01 
  4.77374924E-01   5.14799372E-01   5.64427163E-01   5.83103197E-01   6.23158132E-01   7.08774275E-01   7.62702216E-01   8.04943591E-01 
  7.80654582E-01   8.23946245E-01   8.73048193E-01   8.87670954E-01   9.12222031E-01   9.41041889E-01   9.53539615E-01   9.62057458E-01 
  8.53019506E-01   8.88899406E-01   9.26126407E-01   9.36379018E-01   9.53869331E-01   9.76386660E-01   9.85710212E-01   9.89301454E-01 
  7.78381025E-01   8.21313557E-01   8.69849022E-01   8.84495564E-01   9.09903343E-01   9.40687081E-01   9.53173452E-01   9.60585684E-01 
  8.53009270E-01   8.86487011E-01   9.21284983E-01   9.31254173E-01   9.49147489E-01   9.75163324E-01   9.85383289E-01   9.89091459E-01 
  8.46076442E-01   8.82558281E-01   9.20751759E-01   9.31333485E-01   9.49494900E-01   9.72948381E-01   9.83023572E-01   9.87022008E-01 
  6.91852155E-01   7.34942402E-01   7.84444365E-01   8.00433373E-01   8.32990749E-01   8.83141595E-01   9.04426156E-01   9.20161609E-01 
  8.49519030E-01   8.85546134E-01   9.23233692E-01   9.33644331E-01   9.51509473E-01   9.74472688E-01   9.84371843E-01   9.88210050E-01 
  8.55784415E-01   8.91016611E-01   9.27166305E-01   9.37081772E-01   9.54105215E-01   9.77474611E-01   9.86890765E-01   9.90287737E-01 
  6.72563518E-01   7.32125441E-01   8.02971741E-01   8.25029599E-01   8.65976870E-01   9.27582026E-01   9.56254163E-01   9.66984449E-01 
  8.66272519E-01   8.95325699E-01   9.25759487E-01   9.34640603E-01   9.50976709E-01   9.75951975E-01   9.85713361E-01   9.89157770E-01 
  7.98339337E-01   8.40354337E-01   8.86915109E-01   9.00770008E-01   9.25883267E-01   9.61828547E-01   9.77135780E-01   9.82838675E-01 
  8.02761948E-01   8.38964803E-01   8.77234735E-01   8.88512046E-01   9.08165209E-01   9.41268651E-01   9.51806145E-01   9.59219789E-01 
  8.01343551E-01   8.39216699E-01   8.78229554E-01   8.88957967E-01   9.06321185E-01   9.26055856E-01   9.33174681E-01   9.35968743E-01 
  7.46912284E-01   7.98057462E-01   8.56488495E-01   8.74135616E-01   9.06153032E-01   9.51636946E-01   9.71382192E-01   9.78554443E-01 
  4.55643091E-01   4.92267577E-01   5.43690385E-01   5.62543347E-01   6.00996535E-01   6.81419644E-01   7.39465392E-01   7.84180808E-01 
  7.82567933E-01   8.22426606E-01   8.65883878E-01   8.78535698E-01   9.01360407E-01   9.33180623E-01   9.46755326E-01   9.56912378E-01 
  7.65222751E-01   8.03262541E-01   8.44978450E-01   8.57582916E-01   8.80636529E-01   9.23302083E-01   9.43413774E-01   9.54348264E-01 
  7.97118758E-01   8.40054817E-01   8.86095614E-01   8.99380504E-01   9.23116265E-01   9.56715925E-01   9.71120553E-01   9.77648010E-01 
  8.29210688E-01   8.66459251E-01   9.06200966E-01   9.17798058E-01   9.38813588E-01   9.69046639E-01   9.80988660E-01   9.85640499E-01 
  8.50519043E-01   8.81935151E-01   9.14426414E-01   9.23914144E-01   9.41536948E-01   9.67006848E-01   9.75115719E-01   9.80076257E-01 
  8.83278721E-01   9.11415684E-01   9.39330296E-01   9.47234268E-01   9.61652362E-01   9.81768153E-01   9.89323552E-01   9.92028276E-01 
